,0
143,"Да вы с этим ураном уже развели такую панику... Ничего нового и особенного в этих снарядах особенно нет..
Ну может если закидать только ими густо-густо маленькую территорию,то и будут какие-то экологические последствия и вред для жизни... 
А так этот обеденный уран и в медицине используют, и в обшивке некоторых самолётов, и в броне тех же Абрамсов... Да и не только. И при союзе активно использовали такие снаряды. Так что хватит тут лапшу на уши народу вешать."
144,"[id443127391|Andrew], ты это похрюкай жителям Югославии. Где достаточно  много онкологических смертей из-за США 🇺🇸 и НАТО."
145,"[id443127391|Andrew], А давай привезем туда в эту местность, закидаем ее радиоактивными снарядами и посмотрим что с тобой через полгода будет?"
146,"[id203696339|Иван], ты югослав?"
147,"[id443127391|Andrew], так вон почему они стали питарасами, у них не встает, как у наших русских мужиков, так они от зависти решили нас ураном посыпать"
148,"[id775734589|Светлана], а там вообще мужиков нет одни те 🤣ты короче поняла меня 🤣про что я 🤣🤣"
149,"[id443127391|Andrew], так ии закидают территорию. Ну в принципе это ненадолго. Через 4 миллиарда лет почва фонить перестанет."
150,Значит надо России в ответ на это использовать обогащенный уран.
151,"[id203696339|Иван],"
152,"[id394515606|Ангелина], это,кстати касается тебя)"
153,"[id394515606|Ангелина], интересно на тебя будет посмотреть 🐽🇺🇦, когда у тебя вместо хвостика второй пятак на попе вырастит от радиации 😅"
154,
155,Прикольно будет....)))
156,
157,"[id278417230|Вячеслав], она давно мозг свой продала ."
158,"[id394515606|Ангелина], ты зачем про себя такие картинки выкладываешь?) да давно уже понятно что ты д....)))"
159,"[id565200923|Анна], у неё был моСк,теперь она и его лишилась)"
160,"[id278417230|Вячеслав], она его за копейки продала 🤣🤣"
161,"Куда подать документы, чтобы признали иноагентом?"
162,"[id156757153|Александр], а ты на гантелю уже научился приседать?"
163,"[id156757153|Александр], по твоему флагу и так всё ясно. Зачем ты пишешь комментарии? Хочешь прославиться?)"
164,"[id616850438|Любовь], хочу чтобы меня занесли в список лучших граждан страны :D"
165,"[id156757153|Александр], лучшие граждане России сражаются за свою страну и свои семьи, а иноагенты видосики по западной методичке делают и скулят, какая Россия плохая, в чём тут ""лучшесть""?"
166,"[id616850438|Любовь], немцы времен нациской Германии тоже сражались за свою страну, причем тоже в чужой стране :D"
167,"[id156757153|Александр], только вот в данном случае фашня у нас сегодня в Украине сидит. Вот это как объяснишь?"
168,"[id718996547|Валерий], Путин лишь использует это как Казус Белли, чтобы оправдать свою оккупацию чужой страны. Странные вы, фашисты они, а в чужой стране убиваем мы"
169,"[id156757153|Александр], лучших граждан чужой страны? Да ни где предателей не любят, только пользуют"
170,"[id156757153|Александр], оккупант не проводит референдумы, не строит дома в Мариуполе, не поставляет гуманитарку, не носит георгиевскую ленту и не защищает мирных во время зелёных коридоров"
171,"[id718996547|Валерий], почитай про Австрийский референдум по Аншлюсу, неуч :D"
172,"Как то вот до 2014 года поспокойнее было, никуда ракеты не летели"
173,"[id403856173|Дима], так потому что власть в Киеве нацисты захватили, вот и приказывали боевикам палить по Донбассу , где русские живут"
174,"[id707221790|Аня], Харьков русскоязычный город. Почему то по нему не палили 🥱"
175,"[id403856173|Дима], то есть, до государственного переворота в Киеве?"
176,"[id403856173|Дима], так вы и спросите почему киев решил в 2014м году напасть на донбасс?"
177,"[id499879015|Сергей], так же под оккупацией фшистов🇺🇦"
178,"[id653779160|Public], но там даже и не стреляли 🥱"
179,"[id29594433|Алексей], у ботряы скрипт полетел. в методичке написано ""до 2022"", но он боярки перепил"
180,"[id499879015|Сергей], там просто прошли рейдами каратели. стреляли там оппозицию вашей фшистской хунте еще как"
181,"[id653779160|Public], ясно. У вас синдром вУкраины головного мозга. Видите в каждом сомневающемся - украинца 🥱
Выздоравливайте🥱
Эта методичка устарела уже о-о-очень давно🥱"
182,"[id499879015|Сергей], ты в следущий раз просто пиши: ""хрю""
Не надо так напрягаться с текстом"
183,К бандере...
184,"[id325647525|Андрей], и что дальше Бандера вообше не воевал он вечно сидел в Германии потом сбежал в Англию 1945"
185,Ну Славу Богу все живы 🙏
186,"[id565200923|Анна],"
187,Депутат госдумы не исключает ввод военного положения в России на короткое время.
188,"[id789592858|Денис], этому гражданину не в думе надо сидеть, а в другом заведении, где рубашки с рукавами до пола."
189,"[id29594433|Алексей], ципсо тебя поддержат, ты на стороне врага и против РФ."
190,"[id789592858|Денис], ну у нас и так в некотрых регионах оно есть, так что я думаю сначала вам надо проверять информацию которую кидаете и уж никак не верить источникам западных иноагентов"
191,"[id710035342|Марк], источник не с западных агентов, а непосредственно с паблика депутата госдумы, и на видео собственно сам депутат."
192,"[id789592858|Денис], если депутат РФ скажет, что земля плоская, ты тоже не поверишь? зачем распространять мнение ОДНОГО человека? Депутат может думать что угодно, это его полное право"
193,"[id789592858|Денис], этот гражданин приносит вреда России не меньше, чем ЦиПСО. А те, кто распространяет его бредни про военное положение и применение ядерного оружия, есть пособники врага. Как ты, например."
194,"[id789592858|Денис], а зачем нам военное положение, если бы требовалось давно бы уже ввели.. лишь на наших новых территориях введено военное положение."
195,"[id29594433|Алексей], как бы банально не звучало, но вы ура-патриоты как раз таки на стороне ципсо и действуете так как им это нужно"
196,"[id718996547|Валерий], если бы да кабы... вот и вся философия диванных экспертов, развлекайтесь детвора👇"
197,"[id29594433|Алексей], как и его коллегам по цеху ) Я подозреваю, что в этой конторе , вообще в медосмотрах психиатр отсутствует"
198,"Поh,эта шарманка уже навечно. Накатим."
199,"Наше ПВО лучшее!🤔
Говорят.🤷‍♂️"
200,"[id752531285|Юрий], придумали ПВО от снарядов? Че, правда!? 🤣🤣🤣"
201,
202,"[id752531285|Юрий], ПВО это единствнный твой аргумент ? Это не всесильное оружие!"
203,"[id752531285|Юрий], ну так оно и правда лучшее и отражает все удары Украины! Про украинское то так не скажешь, само же по своим же домам стреляет..."
204,"[id788595534|Юлия], тогда нехрен его так восхволять"
205,"ВСУ только мирных обстреливать и могут, вот почему на поле боя они успехов не несут, с военными РФ их ""умения"" не прокатят"
206,"[id707221790|Аня], это обычная тактика террористов. УГИЛ же"
207,"Пройди в кассу,БОТва....хмелЯ прихвати...."
208,"[id707221790|Аня], так всу обстреливали  мирных восемь лет до сво, у них опыт🤷‍♂"
209,Скакуны притихли...
210,Бедный Донецк купол им хоть бы какой над небом
211,"Донецк для начала надо освободить окончательно, чем наши и занимаются"
212,"[id717854873|Ирина], так вроде, всё уже пишут, что хохлы собрали силы для контроля удара, а наши не сильно отодвинули линию от Донецка."
213,"[id19739743|Ирина], В Донецке стоят наши системы ПВО . ВСУ используют снаряды , которые сложно сбить . Слишком много факторов ."
214,
215,"Пора поддержать юань! Который очень выгоден и надежен. Заместо доллара.
Так мы снова ослабим США, и приблизим наш Победу. 💥"
216,Proletarians of all countries unite 🇨🇳 ⚒️
217,"[id466461215|Альберт], быстрее."
218,"[id209437357|Игорь], Do you understand me, Democrat?)"
219,"[id466461215|Альберт], Yes of course."
220,Доллар есть доллар.🤷‍♂
221,"[id209437357|Игорь], тебе-то зачем доллары, мальчик?"
222,"[id29187235|Александр], накопления, девочка."
223,"[id209437357|Игорь], Толку с него"
224,"[id86256033|Вячеслав], 200 лет только растёт. 🤷‍♂😂"
225,"[id29187235|Александр], кто держит деньги в долларах ,он помогает америкососам"
226,"[id469257488|Гидеять], чем?"
227,"[id209437357|Игорь], Он надувается и скоро лопнет этот мыльный пузырь!"
228,"[id209437357|Игорь], И что ты на него в России купишь?)()"
229,"[id753906674|Енот], как Киев за 3 дня."
230,"[id209437357|Игорь], Как за 4, вы бы хоть методичку меняли чаще.😉😆"
231,
232,Вот это да! Россияне оказывается вкладываются в валюту врага да еще рекорды ставят )))
233,"[id625266676|Allen-Welsh], не завидуй, Тарас.
Лучше расскажи, сколько валюты на счетах твоих односельчан )"
234,"[id29187235|Александр], у нас в Украине денег нет, только сказки зеленского.."
235,"[id625266676|Allen-Welsh], ыыыы... Свыня-бот визжит от боли, у российских граждан оказывается в заначке три бюджета Усраине. Ыыыы....🤣🤣🤣🤣🤣🤣🤣🤣"
236,"[id29187235|Александр], поскули, Мыкола."
237,"[id625266676|Allen-Welsh],"
238,"[id29594433|Алексей], в кредит и ипотеку. 😏😂😎"
239,"[id567829075|Кристи], у вас в КыргЫстана точно нет."
240,"[id209437357|Игорь], счета в иностранных валютах в ипотеку? 
Шта!???
🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣"
241,"[id209437357|Игорь], що там в Кыргызстане?! По подробнее в$кук@рюнь😉😊"
242,"[id625266676|Allen-Welsh], Учитывая , что Китай и России заключили договоры на долгосрочную перспективы в покупке китайской валюты есть смысл ."
243,Которые потом находят при обыске у очередного чиновника
244,"[id536934293|Николай], чиновники свои деньги, хранящиеся дома снимали в банке или покупали в обменнике?
 🤣🤣🤣🤣"
245,"[id536934293|Николай], эм, а кто тебе сказал, что у нас такое есть? в нашей стране верховенство закона и так или иначе все кто нарушает отправляется в тюрьму"
246,Скупай торопись
247,"[id782374233|Дмитрий], попрошайки подрались, один в черном и тут ЦиПСота в нем опознала попа? Мда...🤣🤣🤣🤣🤣🤣"
248,"[id782374233|Дмитрий], не выпуская икону из рук 🤣"
249,Думаю это технологический прорыв ? Или рывок?🤔Или Байден виноват ?
250,"[id124022647|Дмитрий], лиш бы кто о железных дорогаах сша не заикнулся бы, ой"
251,"[id567829075|Кристи], да я тоже заметил что в репортажах по разбомбленным дорогам Донбасса,ездят быстрее чем по РФ. Видимо не русские асфальт там  ложили ,даже снаряды его не берут 🤷‍♂️"
252,"[id124022647|Дмитрий], думаю это технологический прорыв ? Или рывок?🤔Или Путин
 виноват ?
🤣🤣🤣🤣🤣🤣🤣🤣🤣"
253,"[id124022647|Дмитрий], только не начинай про вечно наболевшую тему, про наш Украинский ""асфальт""😩"
254,"[id29594433|Алексей], ну вот, вот зачем Дмитрий начал тему про наш Украинский ""асфальт""..."
255,"[id29594433|Алексей], зачем ты чел с украинской фамилий ,выкладываешь ваши окраинские новостя?"
256,"[id124022647|Дмитрий], ооо.. российские танки везде быстро едут..."
257,"[id124022647|Дмитрий], у тебя припекло видно... Всё у тебя наладится, как в составе РФ будем"
258,"[id52049097|Жанна], тере лебонькаешь на них ?"
259,"[id124022647|Дмитрий], ботяра, у меня белорусская фамилия.😉"
260,"Ничего удивительного, не смотря на сказки пропаганды люди гораздо больше верят в доллар, а не в рубль."
261,"[id504335752|Тамара], свыня-бот, а сколько рублей на руках населения, ты в курсе?🤣🤣🤣🤣"
262,Как выяснилось не все из них оплатили налоги
263,"[id298551544|Яна], кто вообще в России платит налоги? 😂"
264,"[id209437357|Игорь], тот кто работает"
265,"[id211376470|Денис], лолы"
266,Я первый школьник 🥳
267,Кто второй студент?
268,2 де Била⬆️
269,"[id729936742|Andrei], Ты третий работник)"
270,зеля решил уже и на церковь пойти конфилктом😬
271,"[id158672308|Дмитрий], Ирод."
272,"[id203696339|Иван],"
273,"[id325647525|Андрей],"
274,Шо пора уже ядеркой бабахнуть и устроить Страшный Суд?
275,"[id158672308|Дмитрий], гундяевских фсбшников, церковью на РФ называют?)"
276,"[id158672308|Дмитрий], на агентов ФСБ в рясе."
277,"[id12078704|Дмитро], 💩, из страны 404!!!.Где же ваши еврейские 12 Апостолов?!."
278,"[id203696339|Иван], 💩, из страны 404!!!.Вы hohlы=евrеи, сами себя назвали Мыкола(чёрные)!!!. Correct translation of the Ukrainian song ""Roly-Poly ""

Mykola was going to war,
He was captured,
Zelya burned it with a rocket,
It turned out to be in a package..
Manka, Manka sho take,
I brought you a package,
In it Mykola take away,
Sing more cheerfully....
And Dmitro will follow him to the rescue,
He wants to make a change.
Swam over the Ingulets,
There he got fucked up
Manka, Manka sho take,
I brought you a package,
In it, take your Dmitro,
Sing more cheerfully…
Here and there lies Petro. He was torn to shreds
We will find some, but not some
Let's collect Petro in a package
Manka, Manka sho take,
I brought you a package,
Part of Petro in it - take it,
Sing more cheerfully!!!. One, two, three, four, five, Iskander is flying again!!!. One, two, three, four, five, you can't run away from him!!!."
279,"[id158672308|Дмитрий], муха, из страны 404!!!.Мухи,всегда 💩, любят!!!."
280,"[id158672308|Дмитрий], Никаких ценнностей не останется у Украины , псоле борьбы с церковью . На пустом место создает проблемы для своих же граждан"
281,"Честно говоря, мне посpать на судьбы монахов. Тот, кто верит в бога, заслуживает лишь презрения."
282,"[id4819218|Виталий], далеко пойдёшь с таким убеждением 🐽🇺🇦😅"
283,"[id4819218|Виталий], да всем посрать на твое жалкое мнение"
284,"Украинцы такие же веруны, как и наши граждане"
285,"[id4819218|Виталий], 💩, из страны 404!!!.У Иакова, было 2 жены:Лия и Рахиль!!!. Вы, евреи=цыгане, родились от не любимой жены, Лии!!!."
286,"[id203696339|Иван], не скули кремл@ть!"
287,"[id642924150|Одинокий], 💩(шакал) из страны 404!!!.Серый, маленький, но хочет
Хапнуть, завладеть чужим.
Он и плачет и хохочет
Злобой чёрной одержим.

Обречённых, слабых ищет.
Подбирается, стремглав
Нападает... Хитрый хищник
И трусливый – подлый нрав.

Не судьба наесться вволю,
В стае все на кураже
Измеряют львиной долей
Свой процент при дележе.

Неприглядная изнанка,
Такова всей жизни суть –
Строить разные подлянки,
Хоть кого-нибудь куснуть.

Так бывает, что шакалом
Человек разумный стал.
Постепенно, а сначала
Стал он думать, как шакал.

Но при этом, для показа
Внешне – просто «тишь и гладь».
И его, порою, сразу
Невозможно распознать.

Да, людей таких немало,
Мутят, мёдом не корми...

Но – обидятся шакалы,
Если сравнивать с людьми."
288,"[id4819218|Виталий], а во что веришь ты? По такой логике с презрением можно относиться к любому человеку, который верит хоть во что то"
289,
290,"Избие.ние православной Украины

Черновицкая область, 
Кельминицкий район, 
Село Бабин.

Де.моны и мрак.обесы"
291,"[id236097804|Александр], это уже край."
292,"[id236097804|Александр], мученики за веру православную 🙏"
293,Вна россии делают дороги😁
294,"[id762464969|Jagoda], Россия 🇷🇺 восстановила Мариуполь, который разрушил киеве майданутых нацистов. Почувствуй разницу украибот"
295,"[id762464969|Jagoda], в Крым съездий и посмотри какие там дороги, амеба 🤣"
296,"[id298551544|Яна], жиотные окупанты разрушили весь город и всю инфраструктуру а для мосфильма восстановили пару домов"
297,"[id611068927|Андрей], 🤡, из страны 404!!!.Твой цирк Шапито, уехал гастролировать, а ты остался!!!."
298,"[id298551544|Яна], действительно классно что построили, главное, чтобы белый картой не отвалился 😂 Ведь ты сама своими глазами видела, как делают дороги 🤣"
299,"[id325647525|Андрей], да там только недавно , после подрыва , узнали что есть Крымский Мост, им же всё по ушам ходили , что это фейк"
300,"[id762464969|Jagoda], 💩, из страны 404!!!.Как завещал вам евreям, товарищ Ленин:Езжай в Киев, как раз за 3 дня, до него на попутках доберёшся!!!."
301,"[id762464969|Jagoda], 💩, из страны 404!!!.У тебя истерический припадок!!!. 
Истерический припадок: симптомы, причины развития, диагностика. 
Чем истерический припадок отличается от эпилептического
Симптомы:
Истерический припадок представляет собой вид невроза, для которого характерны показательные эмоциональные состояния (крики, слезы, громкий смех, выгибание и заламывание рук), судорожные гиперкинезы, периодические параличи и пр. Истерический припадок у мужчины развивается гораздо реже, чем у женщин.

Данная патология свойственна людям, имеющим определенный склад личности: подверженным приступам истерии, внушаемым и самовнушаемым, склонным к фантазиям, неустойчивым в настроении и поведении, привлекающим к себе внимание экстравагантными и «театральными» действиями.Зачастую развитие истерических припадков связано с наличием психосоматических отклонений: фобий, неприязни к цифрам, цветам, картинкам, уверенностью в существовании заговора против себя. Тяжелая степень истерии называется истерической психопатией. Истерический припадок у таких людей является не спектаклем, а настоящим заболеванием, которое требует оказания квалифицированной медицинской помощи."
302,"Если их выгонят силой, накажет или не накажет?"
303,"[id193009329|Abram], Бог не наказывает, он просто оставит без своей защиты и благодати страну Украина"
304,Всех в Москву отправить
305,"[id729936742|Andrei], очень важно твоё мнение 🤣"
306,"[id729936742|Andrei], а тебя надо отправить на речку Амазонка 😇ты очень понравишься обитателям этой реки 😊🤣особенно пираньям🤣🤣"
