,0
37,"Не удивительно, Чуйский р-н, долина ЧУ....😜😜😜"
38,"[id249168207|Как-Я], рка"
39,"[id249168207|Как-Я], это разные страны🤦🏼‍♀️"
40,"[id249168207|Как-Я], хауохлянндия 🐷"
41,"[id124201680|Татьяна], а в какой стране есть чуйская область кроме Казахстана??"
42,"[id782850651|Наталья], ты о чем?? Приснилось что то???"
43,"[id249168207|Как-Я], Чуйская область - это Киргизия. Чуйская Долина, про которую песня, это Казахстан"
44,"[id124201680|Татьяна], ну возможно, но долина чу на 2 страны, казахстан и киргизия."
45,"Господиии,вот урод!!! Бедный мальчик😔"
46,"[id356563307|Александра], так может за дело выродка то бил?"
47,Вы в своем уме??? Слышите сами себя??? Слова подбирайте!
48,"[id776948471|Ирина], это что такого надо сделать чтобы так можно избить ребёнка?!?!? Или вас также били за малейшую провинность !?!?!?"
49,"[id776948471|Ирина], нет дела за которое можно бить человека , уясни уже себе"
50,"[id356563307|Александра], ни один человек не пострадал!)"
51,"[id776948471|Ирина], скорейшей тебе стерилизации"
52,"[id776948471|Ирина], сука, ты никак не уймёшься всё? Под каждым постом про детей называешь их выродками"
53,"[id356563307|Александра], это тупая сука, под каждым постом про детей называет их выродками"
54,"[id776948471|Ирина], это за какое же  такое дело можно так истязать!? А может Вас тоже за дело нужно так? ( неправильно посмотрела,неправильно сказала,неправильно вымыла и посталила тарелку.Хотите так? А ,что? За дело же....😡"
55,"[id574847634|Катюня], да слово  «стерилизация» для таких уродин как она - будто праздник звучать будет. Зашить ей дырку ржавой иголкой - и то пусть спасибо говорит, и того не достойна…👌"
56,Мать куда смотрела?
57,"[id9464508|Снежана], какая мать? На нацию посмотрите. Там и она огребала видимо не хило."
58,"[id684777603|Ольга], и? Природой заложено защищать свое потомство, а не нацией."
59,"[id9464508|Снежана], я вас умоляю. У них там женщины с малолетства запуганы перед мужчиной."
60,"[id9464508|Снежана], тикток"
61,"[id684777603|Ольга], причем тут нация?"
62,"[id684777603|Ольга], не надо сваливать на национальность. Таких семей полно и в России, где мать молча наблюдает над истязанием своих детей. Страх за свою жизнь сильнее, чем за жизнь ребенка. Р.S. В Казахстане полно нормальных семей и никакая это для них не норма."
63,"[id684777603|Ольга], в нормальной мусульманской семье к женщине относятся с уважением и никогда не позволят подобному случиться! В каждой нации есть уроды,  и по таким уродам потом судят всех остальных!"
64,"[id9464508|Снежана],в их нации, женщина это вещь, мнение её не учитывается,это внегластные правила,в странах 3 мира это норма,для азиатов педофилия,мужеложство, зоофилия так же в порядке вещей, казахстан не исключение"
65,"[id791437048|Антон], доХ пиС д ишь, евлампий🤢"
66,"[id420361853|Алина], мнение второсортной алиевой не катируется,твои соплеменники только его учитывают"
67,Ёмоё🙄
68,"Отдайте его населению под САМОСУД.
Пускай кончают эту тварь"
69,"[id740441227|Руслан], вот правда же!! Если вернется эта практика в обиход, каждый такой папаша задумается, перед тем, как руку поднимать на ребенка…👍"
70,"[id335297741|Алина], вы думаете жестокость толпы оценется? Это же по сути та же жестокость, есть суд. Не надо других отцов подключать"
71,Пересмотр телевизора делает свое дело!
72,"[id6899513|Дмитрий], смотрите интернет делает не тоже самое."
73,"[id780807710|Иван], по телевизору научные передачи, криминальные сериалы, мелодрамы и комедии смотрю, ну и новостей немного."
74,"[id6899513|Дмитрий], это мама Соловьева😁"
75,"Пора запускать ""Просто Марию, и Санту-Барбару."".. а то бабкам нечем заняться..."
76,"куда они все прутся с этими тачками?епнутые бабки-сраки , электорат дементного"
77,"Отберите у бабки телевизор, умоляю"
78,"[id146998275|Миша], Походу уже 😂"
79,"[id30586010|愤怒],  увидел вашу беду на страничке 😭
Не смог пройти мимо и сделал репост 😔 Держитесь !"
80,"[id30586010|愤怒], да"
81,"[id146998275|Миша], судя по мешку она с ним ездит блин"
82,"[id146998275|Миша], 🤣🤣🤣🤣👍"
83,В Дурдоме все без изменений. Это то самое поколение которые не испорченные Тыртырнетом.
84,
85,"[id69579928|Ярослав], какие лагеря, вы о чем сейчас🤣🤣🤣"
86,"[id69579928|Ярослав], особенно ты и прошёл. Ага. То-то все лагеря на тебе отпечатались."
87,"[id581739837|Nick], например 7 лет за слова против путинской сво. Это вам что, ещё ""не лагеря"", людоеды???"
88,"[id176346772|Валентина], вольготно сидишь смотрю, с телефоном, и нтернетом, в лагере-то."
89,"[id581739837|Nick], где я написала, что меня посадили, клоун людоедский???"
90,"[id497537878|Natali], ты про пытки в наших тюрьмах почитай"
91,"[id80341327|Паша], а ты про пытки в других странах читал?"
92,"[id80341327|Паша], То вы Зеков, участвующих в СВО за людей не считаете, а тут внезапно про пытки на зоне вспомнили. Биполярочка у либералов?"
93,"[id497537878|Natali], при чем тут другие страны? Индус прыгнет в навоз и ты за ним прыгнешь? Свою страну нужно делать лучше а не как в нищих странах Африки."
94,"[id36649075|Андрей], я что-то про зэков в Украине сказал? Сам придумываешь убеждения других людей, клоун."
95,Весна...обострение у психов🤷‍♂️
96,Нет таких вагонов в московском метро
97,"[id4067787|Артур], с языка сняли. Хотела спросить, неужели где то ещё катаются такие ретро вагоны с дерматиновыми сидениями!?"
98,"[id242285315|Надежда], в Новосибирске😂"
99,"[id242285315|Надежда], С-Пб, красная ветка.)
А мне нравятся, хорошенькие такие."
100,"[id91055578|Katena], в новости тип в Москве. Тоже задалась вопросом где такие вагоны! Раньше были все такие, сейчас то вагоны все новые))"
101,"[id729442309|Сара], у нас в спб один-два, наверно, новых поезда на все метро, им уже лет по 10~. И по странным обстоятельствам они так же по красной ветке ходят.) 
Ну может по зелёной ещё несколько."
102,"[id4067787|Артур], есть. Ходит по голубой ветке. Он такой один"
103,"[id4067787|Артур], эээм,валом! Каждый день на метро, и вижу их нон стоп."
104,"[id259722470|Aslan], в Питере-да, но написано, что в Москве, а там таких вагонов нет давно."
105,"[id91055578|Katena], мне тоже нравились эти уютненькие вагончики. Речь же о Москве. У нас тоже на Красной Сокольнической ветке они катались году так в 2007.."
106,"[id9344109|Татьяна], я в Москве живу, каждый день кроме выходных гоняю на работу. ВАЛОМ таких поездов ещё на линии"
107,"У нашей страны есть два настоящих врага. И это не Европа, Украина или западный мир. Наши враги это невежество и глупость. И этих врагов нужно истреблять безжалостно всеми способами."
108,"[id381891133|Константин], пока выходит наоборот. Это они истребляют кучу народа на путинской сво"
109,"[id176346772|Валентина], ООН признало, что геноцида в 404 незалежности нет. Киев говорит, что потерь у ВСУ так же нет. Кого истребили?"
110,"[id36649075|Андрей], россиян. И не только на войне."
111,"[id707513897|Свиномат], Русские герои не умирают. Они продолжают жить в нашей памяти, пока хохлики хрюкают во имя западной дерьмократии в своём же навозе. Впрочем откуда тебе это знать, хохлоботу)"
112,"Пропаганда совсем уже проела плеши в мозгах наших пенсионеров. Очень жаль их. Теперь ""Мир"" запрещен..."
113,"[id197705982|Костя], в Бахмут эту провокаторшу-пацифистку, в окно в этой одежде выставить перед позициями наëмников и вэсэушников"
114,"Тычет она кого то🤣🤣🤣, да по ней самой хорошо видно что это именно она живёт в говне и в голове у неё ничего кроме говна нет."
115,"Сидит без зубов во рту, но рвет жопу за царя 😂 Прям наглядно видно, как хорошо живет.
Неужели эта старая кляча английский знает и смогла перевести написанное? Вообще сюрр какой-то... Как же бесов корёжит о упоминании мира."
116,Eбанашка
117,спецом решила его убить
118,Малолетняя девочка убийца растёт в семье 😱
119,"[id193888112|Aleksandr], почему"
120,"[id193888112|Aleksandr], она уже преступник"
121,"[id193888112|Aleksandr], она просто игралась."
122,"[id206657378|Давид], в 16 лет так игралась???"
123,"[id58052665|Аня], ну так она в шутку."
124,"[id206657378|Давид], жаль тебя не ебнули в детстве в шутку, чепуха дырявая"
125,"[id206657378|Давид], у меня 13 и 9-летние дети и то умнее и такого не сделают даже с котёнком, а тут 16 лет, осознанно пыталась что-то  сделать с пацаном. Возможно ревность к родителям. Но это ужасно!"
126,"[id342359016|Алексей], вы про себя во втором лице говорите? да.. вас жаль, дырочка вы наша."
127,"[id58052665|Аня], кстати, ревность не исключаю! А может он заслужил? Может не так посмотрел на неё или игрушку отобрал у неё? сложная ситуация."
128,"[id206657378|Давид], и за это убить?🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️ у девчонки точно что-то не в порядке с психикой, что будет дальше, страшно  представить"
129,Конченая
130,Чиканутая убийца😒
131,"Она не толкнула его🤦‍♂️ она его засунула туда, это вообще две разные вещи"
132,"[id449906724|Карина], и руки ещё убрала ,чтобы не держался"
133,"[id560223439|Елизавета], а то ишь чё удумал, жить захотел🤦‍♂️"
134,"[id449906724|Карина], жаль не пострадал пацан"
135,"[id264693899|Денис], да походу ему не долго осталось, все ещё у него будет😐"
136,"[id449906724|Карина], он съел мой рис сучок!"
137,"[id790551126|Puf], он просто одел ее абибасы😔"
138,"[id449906724|Карина], 🤘👹👍"
139,"[id449906724|Карина], да. Ладно еще толкнуть, тоже страшный поступок, но это мгновенный импульсивный поступок. А тут она прям целенаправленно и уверенно его туда пихает. Готовая психопатка"
140,"ну это же страна-""союзник"", поэтому ""Толкнула"""
141,"[id698777206|Виктор], а чего не случайно задела и он упал🤷‍♀️"
142,"Админ, толкнула? Ты серьёзно? Она его туда закинула"
143,"[id153774480|Серёга], ещё и руки потом отдирала… жесть конечно😳"
144,"[id153774480|Серёга], вся женская суть.
Заманить в дыру."
145,Эгоистичная подлая тварюга.
146,Админу 10 лет
147,"Еще бы написали, что толкнула на самоубийство."
148,Ну что тут скажешь? Сколько уже было таких случаев. Нельзя детей оставлять на детей! Ну и лужа впечатляет. Такую лужу надо как минимум огораживать чем-то.
149,"[id11273748|Юлия], большое количество слов в русском языке избыточно, но зато позволяет вывести на чистую воду иностранных шпионов. 
Это не лужа,это пруд, о чём свидетельствует организованный спуск воды (обведен желтым)"
150,"[id11273748|Юлия], чем и кто?"
151,
152,"[id17681196|Тимур], вы видимо больших луж не видели в деревне после зимы"
153,"[id17681196|Тимур], ах это пруд, на да, всё тогда сильно меняется"
154,"[id17681196|Тимур], судя по фото это именно лужа. Вот такая большая, образовавшаяся, скорее всего, от таяния снега, который в этом углублении в земле за зиму скопился. Ну раз Вам нечем больше заняться, можете еще поумничать)."
155,"[id136997729|Людмила], кто - это администрация поселка, а чем, так им лучше знать. Или хотя бы воду откачали оттуда. По поселку ходят дети без присмотра родителей, могли бы в целях недопущения трагических случаев озаботится этим всем хотя бы. Ну сейчас-то предпримут что-нибудь, когда ребенок погиб. У нас что-то делать начинают, как правило, после чьей-то гибели."
156,"[id11273748|Юлия], если бы я хотел поумничать, я бы написал, что это ""эфемерное озеро"". Но я не стал"
157,"[id11273748|Юлия], Вообще-то полная вина лежит на родителях. Я вот не помню, чтобы до 7 лет я оставался один на улице"
158,"[id152393182|Марк], я не только видел, я в них даже купался летом"
159,это какой глубины лужа? и зачем туда надо было переть?попросила б старших или взрослых
160,"[id747688296|No], в три года ребёнок не осознаёт ничего толком, просто полезла за ней и всё."
161,"[id747688296|No], ты совсем тупой?"
162,"Как можно такую малышку ,без присмотра ,отпустить на улицу?🤦‍♂️"
163,"[id612067205|Олеся], обычно в многодетных семьях плохо следят за детьми."
164,"[id747325736|Этот], а семья многодетная?"
165,"[id612067205|Олеся], так если девочка была под присмотром старших детей, а мамаша в декрете сидит. Значит многодетные😄"
166,"[id612067205|Olesya], ""старших детей""...Значит их 3+. Ну хз, по мне так если 3 или больше детей- это уже многодетная семья."
167,"[id682930581|Adamasto], наверное...я просто не думала об этом 😉"
168,"[id747325736|Этот], это кто вам такую чушь то сказал, что в многодетных семьях плохо следят за детьми?? По себе ответили, потому что за одним не способны смотреть?"
169,"[id747325736|Этот], за всех не пиши"
170,"[id747325736|Этот], обычно не в многодетных а именно в деревенских семьях так .
Родители по дому и хозяйству заняты .
Сейчас это помаленьку уходит, но все же есть .
Или наоборот дети по хозяйству много работают ."
171,"[id481299649|Irishka], пото у что рожают хз зачем такие количества, а потом реально не следят и они шарятся сами себе предоставленные. Многодетные обычно семьи алкашей, кому больше заняться нечем, конечно, там контроля ноль"
172,"[id424764513|Алёна], у меня трое детей и все под присмотром, сами по себе не гуляют и много многодетных знаю положительных семей."
173,Это уже больше канава чем лужа...
174,Ещё нарожает.
175,"Норм лужа, в такой и утонуть не грех"
176,Весна в России одна большая лужа
177,"[id41681238|Света], это точно."
178,Запретить лужи
179,"Страшно представить горе родителей. Ещё страшнее представить что будет твориться в головах старших детей, которые не уследили 😢 Это ж какой комплекс вины. Не разбитая чашка, а жизнь."
180,"[id4372151|Игорь], они и не должны следить, это не их ребёнок,они сами дети, непутевых,ленивых  родителей😑"
181,"[id4372151|Игорь], за ребенка должны отвечать исключительно родители. Откройте семейный кодекс - никаких ""старших детей"" там не указано."
182,"[id4372151|Игорь], родители и виноваты. Не фиг малышей на самовыгул отправлять. Их, по-хорошему, судить надо за неисполнение родительских обязанностей"
183,"[id578183174|Павел], а если это четвертый ребенок и за него уже получен маткапитал, то при рождении следующего она снова получит за четвертого или уже за пятого?"
184,"[id16130872|Роман], за четвертого наверно"
185,"Работать бабы не хотят, вот и рожают без ума, без памяти. Декретные, капиталы, пособия, и прочие платы ни за что, ни про что. А кто работает, тому только налоги повышают!"
186,"[id4372151|Игорь], старшие дети не обязаны следить за младшими. Они сами ещё дети. Родители рожают для себя, а не для старших детей"
187,"Люди. При чём тут ""должны"", ""обязаны"" и Семейный кодекс? 🤔 У меня высшее юридическое, не надо мне нормы права цитировать. Речь шла о психической травме. Поставьте себя на место старших братьев и сестёр. Вы смогли бы оправдать случившееся тем, что в Семейном кодексе не прописана обязанность присмотреть за младшим? 🤔 Вы бы сами себе сказать смогли ""да плевать, я ж не обязан""? Надеюсь что нет. Нормы морали они довлеют всё равно. 

Вот о чём говорил.
С ужасом себе представляю как такое придётся им пережить 😒

А что касается вины родителей... Ну установит её суд. Ну приговорят. Кому от этого легче станет? 😔 Это вообще не вопрос. Они люди взрослые, психика сформированная. Детям труднее будет с таким грузом жить. И отсутствие у них обязанности прописанной в законе вряд ли этот груз существенно уменьшит."
188,"[id16130872|Роман], мат капитал платится только за первого и второго"
189,чет мало бредового текста...ещё давайте
190,"У меня мама тряслась надо мной,чтоб не дай бог что не случилось...даже ненадолго не оставляла с кем то...а тут 🤦‍♂️"
191,"[id612067205|Олеся], в сельской местности часто так делают. Что раньше, что сейчас. Поручают старшим детям присматривать за младшими. Ну старшие-то тоже дети. Рано еще на них взваливать такую ответственность. Ну вот и случается такое. Не первый и не последний раз, к сожалению."
192,"[id11273748|Юлия], дайте угадаю, а вы городская и в селе ни разу не жившая? Таких сейчас единицы и в основном это маргиналы, которых и в городе хватает с лихвой."
193,"[id258307594|Александра], я из маленького города родом. Там был большой частный сектор. И часто старших на улицу отправляли гулять с младшими. И это продолжается и сейчас как видим. Может не в таких масштабах, но каждый раз такие истории. Да хоть бы и в этой группе. И не всегда в маргинальных семьях."
194,"[id11273748|Юлия], ну вот в городах такая практика распространена больше, чем в селе. Говорю по собственному опыту. Когда жили в городе даже в квартире, было достаточно семей, у которых дети как Маугли, росли сами по себе во дворе. Их утром выпинывают, вечером как стемнеет, загоняют домой, как скотину. Сейчас проживаем в селе и гуляющих самих по себе детей не вижу. У школьников телефоны и даже свои банковские карты джуниор. А дети до садика всегда при родителях."
195,"[id612067205|Олеся], а меня 12 летнюю отпускали с малышней на озеро купаться. ""За старшую"". С толпой от 4-10... Сейчас вспоминаю, думаю, ни хр*на себе, своих бы не отпустила😆"
196,"[id258307594|Александра], ну видимо в этом конкретном селе - так, но это не исключает общей тенденции."
197,"[id258307594|Александра], а в нашем поселке дети без взрослых шастают кучей от мала до велика, только зимой по домам сидят"
198,Дудин и без диплома стал гением и великим человеком. А начинал как и админ- простым разводилой лохов.
199,Не смешите.
200,Развёлся бы и плюнул
201,"[id1075734|Olya], точно, и не сидел бы сейчас. Нашел бы нормальную девушку и был счастлив."
202,
203,"[id1075734|Olya], любил сильно😏"
204,"[id264409718|Наталья], нужен ли этот псих спившийся нормальной женщине? Ни одна адекватная с таким жить не станет."
205,"[id1075734|Olya], ну это у вас наверно просто, а если любовь прям пипец?"
206,"[id264409718|Наталья], а он нужен нормальной девушке, если он бухает по черному??"
207,"[id1075734|Olya], созависымые отношения ! Это клиника !"
208,"[id264409718|Наталья], ну да, нормальную б нашел, что алкаша старого полюбит"
209,"[id264409718|Наталья], ага,прям вагон с прицепом нормальных девушек,желающих пожить с алконавтом"
210,"[id264409718|Наталья], чтобы найти нормальную девушку надо быть самому нормальным,а он явно не в себе на почве алкоголя стал убийцей..."
211,Дурачок. Из за какой то шаболды...
212,"[id723276001|Ro], она так то мать его детей, да и друг оказался псом.
Потому и пил мужик по черному, ибо чувствовал скорую развязку."
213,"[id653801802|Максим], а может она гуляла, потому что он алкаш😄
И там разные отцы у девочек"
214,"[id612067205|Олеся], она сама алкаш, читай"
215,"[id612067205|Олеся], да хоть бы и алкаш это дает право женщине изменять?
Пожизненны сроком тут не пахнет конечно, надеюсь дадут по минимуму, потому как муж из за своей любви и доверчивости наломал дров."
216,"[id512885996|Марат], где об этом написано?"
217,"[id612067205|Олеся], они сидели и выпивали до 10 вечера. Муж ушел спать. А она еще сидела бухала"
218,"[id653801802|Максим], не даёт никакого права,но!!!,он видел прекрасно,какая она, но его это устраивало же...хотел бы нормальную семью,выбрал нормальную женщину,не гулящую ,как минимум...🤷‍♀️"
219,"[id512885996|Марат], может она первый раз в жизни выпила...давай, не наговаривай на женщину🤣"
220,"[id612067205|Олеся], многие бабы, поят мужиков, чтобы трахаться с другими без препятствий. У меня такое уже два раза было. Прям планируют напоить его"
221,"[id757792525|Иван], нельзя заставить человека насильно быть алкашом🤦‍♂️"
222,Каких только крокодилов не eбyт... Земля ей xyем
223,"[id522682819|Немножко], Да, согласна, мужик тот ещё крокодил)"
224,"[id522682819|Немножко], типа Кортни Лав симпатичней."
225,"[id305452589|Евгений], она ошибка моей молодости)"
226,"[id522682819|Немножко], ну это тогда другое дело."
227,"[id522682819|Немножко], вам лучше в роддомах не бывать. Там такие ужасы обитают на больших сроках"
228,
229,"[id522682819|Немножко], 🤣🤣🤣"
230,"[id704311535|Валюшка], в фильме про афоню, говорится о меркантильности провинциальных женщин. Спецом охмуряют мужчин с квартирой с целью жить в городе"
231,"[id568217924|Милана], Свой лик яви,о прекрасная Брунгильда-заценим,кто ты и что ты."
232,"[id305452589|Евгений], это вообще феномен, за гранью"
233,"Классика жанра - Два аленя бились рогами за ТП. В сухом остатке имеем: один на два метра в землю, другой на нары.
Но есть и плюс - влюбленные умерли в один день."
234,"[id402803575|Ильяс],"
235,
236,"[id398363838|Ксения], 😥😥😥😥😥😥😥😥"
237,"[id510309230|Алексей], че ноешь?"
238,
239,"[id398363838|Ксения], зачем вы украли мои стикеры?"
240,
241,"[id699034229|Авдотья], сегодня день даунов?"
242,"[id398363838|Ксения], мой стикер у вас.
Как вы это сделали?"
243,"[id699034229|Авдотья], баба у тебя обострение чтоль???Эти стики у миллиарда вк пользователей"
244,"[id699034229|Авдотья], сьебала с моего ника обратно в свою будку"
245,"[id398363838|Ксения],  такие же как у меня?
Серьёзно?"
246,"Не стоят шкуры того, чтобы из-за них ломать собственную жизнь."
247,"[id594993919|Евгений], он уже из-за бухашки все себе поломал."
248,"[id594993919|Евгений], зачем он жил со шкурой то...?,"
249,"[id207129995|Руслан], синька это просто усугубила"
250,"[id207129995|Руслан], именно"
251,"[id612067205|Олеся], это у него нужно спросить."
252,"[id612067205|Олеся], хороший вопрос👍"
253,Как много девушек хороших...но тянет что-то на плохих...
254,"[id612067205|Олеся], он сам калдырь и бухарище же написано."
255,"[id465763207|Ирина], я видела...но почему то все считают, что он достоин лучшего😁вдруг"
256,"[id612067205|Олеся], нужно ли оно хорошим?"
257,"[id612067205|Олеся], хорошие девушки не живут с вонючими алкашами🤷‍♀️"
258,"кстати, иногда очень даже живут. таких приучают с детства все терпеть, быть покладистой, безмолвной, всепрощающей.
вот она все свои силы вкладывает в алкоголика, считает, что это ее крест по жизни, неся его даже с какой-то гордостью, ведь это делает ее святой"
259,"[id516509664|Настя], ну,да такие есть. Это больше советское воспитание,когда развод был что-то из ряда вон,хорошо,что сейчас девушки в большинстве своем не терпилы."
260,"[id612067205|Олеся], просто когда с чуреками дела имеют, такое часто происходит"
261,"[id494185241|Жан], а кто он по национальности?"
262,"История, в которой не жаль никого"
263,"[id367975877|Антон], 😬😬😬😬😬😬😬😬"
264,"Вот что бабам не хватает нахрен скакать по чужим мужикам. Не жалко никого, не тот случай. Вот по- этому, многие пары распадаются или вот так плохо кончают."
265,"[id772875567|Яна], 😢😢😢😢😢😢😢😢😢"
266,
267,"[id772875567|Яна], они плохо ,, кончают""по всей видимости, а затем плохо кончают свою жизнь. Каждый сам выбирает. Она выбор сделала. Жаль, только мужиков."
268,
269,"[id676996587|Rudy], 😬😬😬😬😬😬😬😬😬"
270,"[id676996587|Rudy], 👎👎👎👎👎👎👎👎👎"
271,"[id676996587|Rudy], 😬😬😬😬😬😬😬😬😬"
272,"[id676996587|Rudy], 👎👎👎👎👎👎👎👎👎"
273,
274,"[id676996587|Rudy], 👎👎👎👎👎👎👎👎👎"
275,"[id676996587|Rudy], 👍👍👍👍👍👍👍👍👍"
276,Годы в девяностые во всех жигулях бы на зеркале висел)))
277,Браслеты универсальные. Для любого знака зодиака при самом отвратительном гороскопе.
278,Копеечный розовый кварц с Алишки + дешёвый кулончик из него же + вареное стекло + восемь дешёвых никелированных переходников.
279,Ничего особенного.
280,Камни не те ! Мне бы булыжник.
281,Эррекционное кольцо 😏
282,Эта дрянь 299 на алике
283,Дед пизданулся
284,🤣🤣🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️
285,Дебилоид..))
286,Маразм крепчал 🤦‍♂️
287,"[id171115140|Евгений], да пусть делает,все лучше,чем водку жрать"
288,"[id1511394|Сергей], так он и бухает в придачу"
289,"[id373484962|Alexey], Да не сужу я и так понятно,где люд там проблемы,это только у дураков все хорошо и весело,так как они дураки,а человек всегда ищет,борется,страдает,даже когда денег миллионы -мы не знаем,через что он прошел,чтоб их заработать"
290,Кукуха улетела
291,"[id791210179|Rick], под звуки фейерверка 🤣🤣"
292,"[id791210179|Rick], весна."
293,главное что бы из вашингтона в карабаново ответка не прилетела.
294,"[id14260104|Денис], только уже настоящая"
295,"[id14260104|Денис], 🤣"
296,"[id14260104|Денис], они даже не знают где это)"
297,Клоун
298,Сказочный....
299,"Типичный ватаноид, оболваненный соловьевской пропагандой."
300,"[id298886052|Dmitry], звучит как скороговорка😁"
301,"[id298886052|Dmitry], а ты что сделал чтоб победить американскую хунту,дед старается,ночами не спит,ракеты делает,а ты чего любишь штаты,чмок чмок в сапог дяди Сэма,ой  рабы они такие слушают заокеанских хозяев"
302,"[id298886052|Dmitry],"
303,🇷🇺👍
304,"[id419913907|Елена],"
305,"[id527138000|Карина],"
306,💩🤡
307,Действительно плохие новости🤡
308,Это развод.Админ за бабки продался
309,"Зашол в чат к ним цену узнать на взрослых от 3500,летсаий от 2500. Такие на валдберис и озоне  по 2200-2500 продают с разными именами"
