,0
135,ДОСААФ возродить! За счёт ГОСУДАРСТВА
136,"Нужно ещё на премию чиновникам скинуться и губеру индивидуальный подарок. Молодцы, не правда ли✊🏼"
137,"Ну мы же всё сами умеем. Руки всë помнят. Я даже лом могу взять в руки если, что. Сами себе в этом точно можем помочь"
138,"У нас почему то принято считать, что собственность это только за своей дверью, а про общую собственность знать не желают."
139,он бы еще зубило с молотком взял а не перфор🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️
140,Там и без снега в виде так себе дорожное покрытие
141,Слава губернахеру!
142,"Каждый год боремся и не ноем! Правда в этот раз попала в просак ! Пошла в Марио -ра! Туда с помощью рук пролезла и миновала лужу! Купила продукты и руки были заняты! Пришлось мужчину остановить, чтобы помог лужу переплыть! Довез до самого дома! Есть еще благородные парни! Спасибо!!!!!!!!!💋💋💋"
143,"[id188322776|Маргарита], выражение ""просак"" здесь не уместно.. Ознакомьтесь с его значением.."
144,"[id561980537|Шебуршун], попасть в неловкую, неудобную ситуацию ! В такую и попала! Думаете удобно чувствовать себя беспомощной!? Пыталась пройти по склону снега ,но они мерзлые и ноги в лужу скатываются! Не привыкла кого-то просить, но парень увидел, что у меня нет выхода и остановился! Подвез!"
145,"Хаахахах, как же смешно"
146,"Места вагон , пройти"
147,"[id405449731|Мишаня], а мозгов ни разу не вагон прочитать"
148,"Звоните 002 , объясняете ситуацию. И о чудо, ГИБДД дозванивается до владельца авто и просит его подвинуться."
149,Два оленя считай стадо
150,"А что это за кусты, где выгул собак запрещён? 🤔"
151,"005 терпимо стоит, а второй олень натуральный"
152,"Всё нормально и Город Барнаул говорит: -
24 минуты назад · Госорганизация 
""Отчёт главы Барнаула единогласно поддержан всеми голосовавшими депутатами. 
Завершая отчетное выступление перед депутатами городской Думы, Вячеслав Франк поблагодарил депутатов за совместную, продуктивную работу на благо жителей Барнаула и выразил надежду на дальнейшее конструктивное сотрудничество. 
Вячеслав Франк: 
«Хочу поблагодарить всех жителей Барнаула, всех, кто изо дня в день делает наш город лучше. Кто строит дома, занимается благоустройством, стоит у станка, печет хлеб, лечит пациентов, учит детей. Всех, кто любит Барнаул и вносит вклад в его развитие!» 
Все голосовавшие депутаты городской Думы единогласно приняли отчет главы Барнаула по итогам 2022 года."" и 
Правительство России 
10 мар в 14:00 
🏕""Правительство направит полмиллиарда рублей на снижение стоимости внутренних туристических продуктов""...😃😅"
153,По городу везде гололёд ужасный
154,"Роботов надо делать. А людей отпустить по домам, сейчас весна, потом лето, надо загорать, на огороде работать, а не на работу ходить. 
Роботов то на что придумали? 
Надо технику эксплуатировать, а не людей.
Вот какой интерес дворником работать? У них зарплата что ли растёт? Ещё и спину натрудишь так, что костей потом не соберешь к пенсии.
У них даже механизированной метлы нет, всё вручную. Соответственно производительность труда низкая, никто им много платить не будет."
155,"[id620997071|Инесса], роботы очень дорого, люди намного дешевле."
156,"[id260162859|Anton], не дешевле. Людям пенсию надо платить, больничные, другие страховки. 
У робота производительность труда выше.
 В развитых странах роботов на тысячу работающих гораздо больше, чем в Россию. Думаете, там деньги считать не умеют?"
157,"[id620997071|Инесса], там население за спасибо не хочет работать, а у нас только к этому идут и никак не придут."
158,"[id260162859|Anton], так я о том и говорю, что люди за спасибо не должны работать. У нас тоже люди, а рабсила."
159,"[id620997071|Инесса], не все ещё себя ассоциируют с человеком, большинство с рабсилой."
160,"[id620997071|Инесса], притом даже если вкладывают в работу не только силы, но материальные средства."
161,"[id260162859|Anton], наоборот. Никогда так себя не ассоциациировали и не позиционировали. Это кому-то показалось. Принимают желаемое за действительное."
162,"[id620997071|Инесса], начиная с начала 90х годов , все население страны(работающее на дядю) работает не для собственного блага, а чтобы набить карман дяди. А дядя своих работников за людей не считает, дабы не повышать самооценку у людей"
163,"[id260162859|Anton], по факту так и есть, но это бесконечно продолжаться не будет."
164,"[id260162859|Anton], люди считали, что курс на самом деле другой, и что вот вот всё изменится. Согласны были работать на дядю в кризис, типа - временные трудности, но не более."
165,Средняя 22 а получают 12.Интересные рассчеты
166,Платить надо…
167,"Всех депутатов, мэров ,министров , заместителей, 🫴 им 🧹 лопаты, мусорные мешки и отправить их на улицы города пусть убирают мусор красят бордюры приводят порядок город 🌇🏢"
168,"Нужно просто всем выгнать всех чурбанов ,маймунов ,из края они проблема так то !!!"
169,"[id339670681|Роман], 10 лет назад выгнали. Сейчас там работают пенсионеры"
170,"[id68582748|Антон], я тебя знаю .Эти черти реально сбили ценник на услуги ЖКХ ,да и много где так то их нужно выгнать из  Алтая и НСК ,
( Я знаю дом из 5  подъездов 10 итажей где живут одни чурки  )"
171,"[id339670681|Роман], зачем их выгонять из Алтая и Новосибирска? Разве их там много? В Москве вон есть целые районы, которые не говорят по-русски. У нас максимум одного - второго встретишь за день, а в Москве их толпы, притом их там так много, что создаётся ощущение, что не в Россию приехал"
172,"[id339670681|Роман], недавно имел разговор с одним, со вторым и с третьим. Все как один собираются валить из Барнаула в Москву"
173,Наймите узбеков и айзеров и проблема сама уйдёт
174,"[id68582748|Антон], айзеров😂😂😂насмешил😂😂"
175,Зарплаты махонькие
176,"Вот просто интересно, средняя ЗП дворника 22 т.р. отпишитесь кто получает больше 15 т.р."
177,Кто приехал?
178,"Как-то медленно проехали ещё, обычно под 100 летят, если не быстрее."
179,Неужели правительство Алтайского края наконец-то сваливает отсюда? 😃
180,"[id788550435|Annabelle], Особенно, если это был Губернатор 🤙 От которого нет толка в процветании Алтайского края 👌"
181,по вашему он должен снег лопатой на улицах чистить?
182,"[id50878516|Кирилл], Естественно,"
183,"[id50878516|Кирилл], а где закупленная в прошлом году техника?"
184,"[id50878516|Кирилл], ну садил же он елочки и возле старого моста с лопатой позировал, почти бы еще не попиариться, кидая снег?"
185,"Урра, цирк приехал)) или уехал, а клоуны остались те же"
186,Зачем столько машин с мигалками?? Реклама цирка
187,Смешно даже а что ещё делать
188,"В Новоалтайск везите там чОткие дороги, там ливнёвки лучшие и улицы сухие, как в Африке"
189,В сторону Новосиба сегодня колонна утром летела. Может правда правительство сваливает?🤣
190,"Помню когда в Челябинске жила, приезжал или Путин или  Медведев, точно не помню! Так там менты прятались в кустах аж🤣 Я честно офигела, и машинок побольше с мигалками было! Но было очень смешно видеть картину как милицейский сидит в кустах и выглядывая чтоб ничего не произошло!)"
191,"[id507099795|Анна], в прошлом январе были в Питере и там Путин приезжал, мы 3 часа в город не могли заехать, все было перекрыто🙈потом еще по городу пока ехали, за каждым кустом и столбом по полицейскому стояло🙈вообще там это часто такое бывает, часто закрывают улицы, постоянно кто то ездит из важных людей и никуда это не выкладывают как у нас🤣"
192,"[id65655891|Наталья], так это же капец как круто для Барнаула🤣 шишка в Барнаул приехала урааааа🤣🤣🤣 Щас еще между своими друзьями начнут ""прикинь сегодня кортеж видел с мигалками😎"" Я крут🤣🤣🤣🤣🤣"
193,"[id507099795|Анна], это как в деревне первый раз поезд увидели🤣"
194,"[id65655891|Наталья], Путин один из самых влиятельных людей мира, и охрана соответствующая. Тем более в нынешнее время"
195,
196,Бояре приехали..)))
197,Хотелось бы узнать этот популярный сайт
198,"У меня тоже отключили, но вроде не мёрзнем пока что... А нет уже вернулось"
199,"Тоже отопления второй день нет, прохладно дома."
200,"Тоже нет отопления второй день, индустриальный район"
201,Авария на магистральной сети
202,"Так авария на Попова 97, смысл жаловаться...обогреватель включите и ждите, когда устранят."
203,"Вам ни как не дадут отопление пока не устранят повреждение на сети, тут жаловаться в ЖЭУ и администрацию бесполезно"
204,Так официально только 2 дома отключены.
205,"[id74074611|Валерий], а не официально квартал 😅"
206,"Ленинский район, тоже по одной стороне дали отопление только 🤦🏻‍♀️а звонить когда бывает такая ситуация нужно в диспетчерскую, номер у вас на квитанции указан."
207,"А взрослые, бл&ть, не мёрзнут?! Какого х¥я везде пихать своих детей?! У меня вот дома кошки замёрзли из-за аварии на теплосети!"
208,"[id788550435|Annabelle], бедные киски"
209,"Такая же ситуация. ЖЭУ 12.,отвечает, что отключала ГСК, а они не причём. С 15.03 нет отопления в доме.отопление в до м запущено.  В подъезде батареи тёплые. А квартирах нет тепла."
210,Всм.... В 14 же воссоединился. Или я сплю
211,
212,И чë?
213,Странно даже пластиковые окна не выдернули🤣🤣🤣
214,Новость регионального масштаба!
215,А Путин знает????
216,Нам это зачем...
217,И что мля
218,Снесли дом на Цеховой. Управились за 3 дня.
219,Лучше бы мне окна отдали )😅
220,Побольше бы снесли бы такого старья на Потоке
221,И как это будет выглядеть?
222,"[id602562553|Сергей], как и выглядело, ничего нового…"
223,Депортация за границу?
224,"[id602562553|Сергей], даже интересно куда депортировать будут 😂😂😂"
225,"[id666674398|Виктор], В Дружескую Америку, 😁"
226,"[id602562553|Сергей], к Роберту 😂😂😂"
227,"[id666674398|Виктор], Я про читал к Ротенбергу🤣"
228,"[id602562553|Сергей], 😂😂😂"
229,"[id666674398|Виктор], В Лос- Анджелес🤣"
230,"[id602562553|Сергей], а то его не видать давно 
Хоть родная душа какая появится 😂"
231,"[id666674398|Виктор], Земляки как никак 🤷‍♂️😁"
232,"[id602562553|Сергей], меня в Италию, плиззззз 😂😂"
233,"[id666674398|Виктор], в СШП"
234,а если человек инвалид
235,"[id589232068|Настя], а это его проблема🤣"
236,"[id589232068|Настя], тоже так подумала , получается потом надо ходить доказывать почему не встал ☺️"
237,
238,Гражданин Российской Федерации не может быть лишен своего гражданства или права изменить его. П. 3 ст. 6 Конституция Российской Федерации.
239,"[id148217368|Дмитрий], ща перепишут . Не впервой...."
240,"Как олимпиада без флага и гимна это норма, это не проявление не уважения к символам государства и самому государству?"
241,"Дома с утра необходимо тоже включать, так сказать для настроя на великие победы. И если, например, сосед увидел, что напротив в окне гимн не включают, перед портретом великого не стоят, в конце не кланяться и флаг не целуют с иконою, то всё, у подъезда черный воронок или лексус, на чем там сейчас ездят..."
242,А если человек умер?
243,"[id56886268|Никита], и его тоже."
244,"Если назад все налоги вернут с процентами на инфляцию, то - пожалуйста. 
Под гимн я встаю, но мало ли что. Вдруг ещё что-то выдумают, а мы не сможем это сделать.
А давайте, как только в школе с потолка штукатурка упадёт, мэра сразу увольнять и лишать гражданства. Если второй раз такое случится - губернатора."
245,"[id620997071|Инесса], а третий? Или совсем когда рухнет🙈"
246,Как можно лишить того чего нет?🤣🤣🤣
247,
248,"[id488377880|Алексей], с языка сняли!! Тоже сразу об этом подумала"
249,"У нашей бабушки начинается паника когда уши не закрыты, а тут... 🤣🤣"
250,Сума сошла
251,
252,А зачем тогда сама оделась? 😏 Вот и шла б загорать
253,"Ты ниче непонимаешь))) Слог таков как и путь этой яжмаки. На горке в пуховике доча прокатится, не по ГОСТу. А тут на качелях самое то. ГОСТ ведь. можно и без одежды. Что не в трусиках не понимаю? Ибо у девочки супер способности. Она греется теплом от матери в шубе, плюс у нее даже пневмония как друг. За остальную хворь, остается только свечи поставить. Грипп где то с орви курят в сторонке."
254,Это не мать!🤦‍♀️
255,очки у Вас красивые😉
256,Надо было сразу туда милицию вызывать с формулировкой жистокое обращение с ребёнком
257,Страна требует героев.. П@@а рожает дураков.. Что за чучело в платочке.. Рядом что адекватных не оказалась? Надо было раздеть эту еб#@#ую мамашу... А ребёнка забрать.. Но мы в России.. Надо видео снимать и быстрей в ВК слить...
258,В тени загар великолепно прилипает
259,"Ещё одна ""мать"" с причудами в голове. Детей жалко."
260,"У нас стоят мусорные баки,и чисто около них.Это люди такие свиньи кидают около баков а собаки растаскивают!Трудно руку по выше поднять и выкинуть!!"
261,"они иногда на столько переполнены что увы кидать некуда ,мусор забирают ,возле баков не уберают"
262,еду не выбрасывайте в мусор и все будет нормально пластик и железо собаки не растаскивают
263,"[club100760107|Чёрное и Белое Барнаул], здравствуйте. Уточните, пожалуйста, адрес."
264,28 лет это уже старородящая
265,"[id311297217|Внук], я в 39 родила-еще та молодка🤣"
266,"[id710653972|Наталья], первенца?"
267,"[id311297217|Внук], да😁"
268,"Так ты сразу скажи рожайте детей и мразу берите ипотеки, а власть будет поднимать тарифы жкх дважды в год и цены на продукты"
269,Ребёнок в наше время роскошь!!
270,"Когда принимают закон позволяющий расходовать средства материнского капитала на оплату услуг ЖКХ, то я думаю это уже финиш! Какая к черту рождаемость...."
271,Томенко работает!
272,"[id724056465|Сергей], скоре капитализм."
273,"На такие зарплаты, ни кто не хочет ребёнка."
274,"Мат.капитал дают за первенца 580тыс...а комнаты которые 3 года назад стоили 520тыс с прошлого года стоят 850тыс...и что можно купить?А ипотеку на 20 лет брать-пусть берут,я не дура.Сейчас ипотека у многих 18000-25000...и плюс коммуналка 8000...и где столько заработать то.Куча кто продают свое жилье в обременение...или просто отказываются платить ипотеки и кредиты..."
275,"[id710653972|Наталья], так а вы где живете?"
276,"[id5296215|Мария], в Барнауле"
277,"[id710653972|Наталья], это поняттно. Просто вы написали, что ипотеку брать дорого, купить сейчас тоже дорого. Поэтому задала вопрос, а вы где сейчас живете? У родителей, у мужа, снимаете?"
278,"[id5296215|Мария], я живу у брата с дочкой."
279,"[id710653972|Наталья], ну вы же понимаете, что это не выход. Дочь вырастет, родит и скажет, что ипотека дорогои будет с вами жить. 580 тыс дают, 300 можно и накопить"
280,"[id5296215|Мария], Вот мы сейчас по тихоньку и откладываем.Но брать ипотеку,которую берут по 2-4 млн.я не собираюсь."
281,"[id710653972|Наталья], но вы пока копить будете, деньги обесценятся, квартиры в 2 раща вырастут... Писали выше про комуналку 8 тыс, значит квартира квадратов на 65-70"
282,"[id5296215|Мария], 300тыс накопить реально за год-полтора...и можно мат.сертификат вложить и хотя бы комнату в коммуналке купить 13кв.м...а на другое конечно не накопить."
283,"[id710653972|Наталья], я бы по застройщикам поузнавала, у меня дом пока строился (3 года) была рассрочка, я рассчиталась"
284,"[id5296215|Мария], но студия сейчас стоит минимум 2.5млн.р...и как я должна 2 млн.накопить за 3 года...700тыс в год...это где мне найти 60т.р чтоб отдавать за рассрочку.Был бы гараж или машина...могла бы продать...а так это просто не реально...с моей з/п в 21000"
285,"Уже чистят, возле 131 гимназии 😊"
286,"Трактор весь снег поднял, потом счищать будут видимо 👍"
287,В управляющую компанию обратитесь с этим вопросом.
288,"Я сегодня прям в том месте забуксовал…
И такое везде"
289,"Ул.Брестская в сторону  Комсомольского, колея по колено. Дорога к 45 школе и дет.саду"
290,Мне поххххххх я в тайге
291,"Штрафовать организации, чьи теретории.., можно посыпать антигололедом..., ничего не делается, по этой причине происходит траммирование людей."
292,У нас все ук вычистила
293,Какой он теперь счастливый!
294,"Сколько эмоции, безграничных."
295,"Хороший малыш, а глаза как у человека 😻"
296,"Ни так и много надо для счастья! Немного любви, внимания и заботы.. Причём, что людям, что животным"
297,В ютубе есть канал 😎👍👍👍🤗
298,"Я смотрю канал Александр спасает и пристраевает собак добрый мужчина делает 
Добрые дела САБАКА Валя 🐕👍👍😎"
299,Такое милое видео. За собаку рада. Спасибо тебе человечище!
300,молодец мужик! тебе воздастся!
301,Какой пёсик красивый. Человеческий поступок настоящего человека
302,"Александр ,счастья тебе человеческого,ты умница"
303,Пойдёт в армию
304,"Повестку то прочитайте, там написано"
305,3 семестр? Может курс? В учебном году всего 2 семестра. Ну может у вас подругому
306,"[id747171656|Богдан], чаще всего семестры считаются по порядку, независимо от курса"
