,0
35,"[id133988739|Артём], а опыт у тебя есть  я так посмотрю) любишь в бу чернильницу  свой хоботок макать?)"
36,"Пусть в турции и нигерии поищет, соберет полное комбо чернильницы."
37,"[id757606147|Вазелиновый], турки не черные"
38,"[id362843540|Алиса], Наташа, ты?"
39,"[id362843540|Алиса], Ты уже видимо опытная в этом вопросе🤣"
40,"[id362843540|Алиса], а какие ?"
41,"[id3616181|Анна], копченые"
42,"[id70036279|Максим], хорошо не вяленные"
43,"[id362843540|Алиса], ага,зелёные"
44,"[id362843540|Алиса], по сути, ты такая же как она"
45,"[id362843540|Алиса], черно-белые? 🌝"
46,"[id757606147|Вазелиновый], украинка же. Там это норма"
47,"налетайте, пацаны 😂"
48,"[id791860949|Roni], как можно дать узбеку, насколько надо себя не уважать"
49,"[id791860949|Roni], и родить от него)"
50,"[id791860949|Roni], я думал это твоя сестра"
51,"[id688585327|Джас], задело да, кумысик? 😋"
52,Так тебя. Же. Задело мне в кайф хахаха
53,"[id791860949|Roni], как будто у украинцев есть честь? Пффф"
54,"[id688585327|Джас], заметил что твой высер почти под каждым комментарием😁 тебя что именно так бомбит? Можешь объяснить?"
55,"[id56937287|Виктор], смотрю бомбонуло Васи"
56,"[id688585327|Джас], какого Васи?"
57,"[id56937287|Виктор], васяна"
58,
59,"[id746882154|Николай], 🤣🤣🤣🤣🤣👍👍👍👍👍👍👍🤣🤣🤣🤣🤣"
60,"[id746882154|Николай], хахахахах"
61,Накуй не нужна содержанка
62,"[id273522846|Александр], хахаха согл ещо и с чуркой приедет"
63,Больше с узбеками снашайтесь
64,"[id672075080|Кирилл], 👏😆"
65,Мерзость
66,Adмиn свою родную сестру сватает
67,"[id291816200|Владимир], маму"
68,"Сколько ещё таких дурёх по России? Где вы, мозги свои просираете 🤦?"
69,"[id162392351|Дмитрий], це хохлыня"
70,"[id162392351|Дмитрий], так она из свинницы"
71,Так у нас таких дофига и тележка.
72,"[id162392351|Дмитрий], так берём этот пример."
73,"[id704922465|Скрипкин], при чём здесь хохлыня, если у нас реально полно чернильниц"
74,Прокатилась на Я*декс такси?
75,"[id195967377|Василий], в Украине нет яндекс такси"
76,"[id693324390|Непомню], причем здесь Украина?"
77,"[id182815324|Альберт], она украинка."
78,"[id182815324|Альберт], потому це дивчина украинка из сВинницы, маленького узбека дениской назвала.
Наверное вот причём."
79,
80,"Миска риса, шью одежду,
Бизнес - это не так просто,
Если что - скажу простынка,
В Азии - немного толстых."
81,А у меня корейскому телефону 15 лет и отлично работает 🙄
82,а я покакал утром
83,"[id571142278|Ярик], ты че, с бабским телефоном гоняешь чтоли? 😂"
84,"[id164896441|Егор], он тогда продавался со скидкой и я купил 🙂"
85,"[id571142278|Ярик], так он женский же"
86,"[id164896441|Егор], где написано?"
87,"[id164896441|Егор],"
88,"[id654168932|Владислав], на нем и написано, la fleur это женская линейка"
89,"[id164896441|Егор], да пофиг, тем более если по скидке был тогда)"
90,"а магазины нижнего белья для них 
""Одежда для вымя """
91,"[id610493597|Эхнатон], ну блин"
92,"Тем временем местная фемка-бодипозитивщица алин очка из 0ъ класса, которая посмотрела данное видео:"
93,
94,Факт
95,😂
96,"[id740183508|Призрак], фитоняшка"
97,
98,"Обожаю именно эту черту азиатских стран. Пока по всему миру кучка шизиков бегает с криками о объективизации женских образов в фильмах и играх - они делают именно то что нравиться людям. Если файтинг- обязательно куча максимально обнажённой женской натуры. И тут, жирный есть жирный..."
99,"[id5814475|Вячеслав], ну так и про мужчин можно сказать также."
100,"[id405251797|Елена], именно"
101,Бузова тоже идёт в комплекте?
102,"[id427113507|Александр], хаахахах"
103,Че за уродство
104,"Дева Мария! Я клянусь, я хочу измениться!"
105,
106,"Наконец-то counter strike 1.6 обновили до 2.0 , спустя 20 летет🗿"
107,Наконец то тестеры поиграли в стендофф 2
108,"[id716897541|Егор], ты про тех, что повеселись, лишь бы не играть в это дерьмо?"
109,
110,"[id124049629|Максим],"
111,"Короче, на наших компах можно чайник вскипятить, а они всё равно её не потянут"
112,"[id610493597|Эхнатон], кс на картошке идёт"
113,
114,"[id610493597|Эхнатон], кулер от корсар - уже хорошо."
115,"[id610493597|Эхнатон], заварю ка я чайку"
116,Давайте же насладимся новой графикой в этой игре по видосам 480р
117,Молики кидающиеся об скайбоксы...
118,"[id259561038|Кирилл], да, с шорта на бокс на дасте2.. F"
119,"[id394993102|Артем], с бокса на машину"
120,Помойка.
121,"Для админа и таких же дурачков. 
только в тренировочном режиме показывает куда прилетят гранаты"
122,"[id452142467|Vitaly], – ""раскидывать гранаты теперь проще: на свои серверы добавили предпросмотр траектории падения гранаты"" читать научись клоун"
123,"[id394993102|Артем], слыш, клоун, прежде чем что то сказать мне, убедись, что ты был прав.
Если не видел, что было до этого написано,  то не лезь сюда"
124,Понятно дермо короче...
125,Только 1.6!
126,Как была кс говном так и осталась
127,"[id154639015|Семён], так ещё хуже стало"
128,"[id610602368|Павел], почему Вы так решили?"
129,"[id348354465|Алёша], вижу"
130,как говорится на стопервый раз получится
131,"[id610493597|Эхнатон], раз в несколько лет такое только можно увидеть, в общем история"
132,"[id610493597|Эхнатон], не в свои и то ладно))"
133,Как обычно все у ноунейм игроков происходит
134,"[id151672967|Альберт], может, это оттого, что о ноунеймах узнают именно по этим моментам?"
135,
136,"[id151672967|Альберт], что именно?) Договорные матчи? Согласен"
137,"[id86691881|Кирилл], да нееееееее, ни разу не договорняк!!!!! Вон, как быстро второй вратарь шел за мячом 😂😂😂😂😂😂 Просто мастерство!😂😂"
138,"[id8290827|Анатолий], та нормально он за ним бежал"
139,Хороший кэф сделали)
140,🥅⚽️🥅
141,Зачеееет 👍🤦‍♂️🤣
142,В детстве такой гол не считался. Слишком лёгкий уровень
143,"[id148478027|Эльмир], в детстве и расстояние до ворот было меньше обычно 😂"
144,"[id148478027|Эльмир], в детстве между воротами три метра было от силы💀"
145,"[id151737383|Ибрагим], ты в подвале играл?"
146,"[id558311383|خيقلل-هاذط], было такое, да."
147,"[id166034101|Альберт], в школе большое поле было у нас"
148,от ворот до ворот не считается
149,"[id548971073|Герман], Кто тебе сказал?"
150,"[id36078893|Писарев], дворовое детство"
151,"[id36078893|Писарев], от ворот бьётся свободный удар, а свободный удар, и с такого розыгрыша прямым ударом забивать нельзя. Только плохо видно, коснулся ли кипер другой мяча, если да, то гол чистый, если мяч сквозняк пролетел после удара, то гол засчитывать нельзя"
152,"[id216594354|Артём], Гол все равно в зачет идет. Даже если вратарь кинет руками от своих ворот, хоть и не докинет. Или из аута кто-то кинет руками в ворота и попадет, это не гол?"
153,"[id36078893|Писарев], из аута прямым бросков тоже не гол, если зацепит кого то мяч, то гол, такая как из акта офсайда нет"
154,"[id216594354|Артём], Всмысле тоже не гол? Гол 😁Как и от ворот до ворот."
155,"[id36078893|Писарев], ещё есть вариант, что он штафной удар бил, условно из за блокировки вратаря или на полевом игроке кто то сфолил в той точке, тогда прямым можно"
156,"[id36078893|Писарев], https://www.fifa.com/legal/documents"
157,"Даже если просто от ворот. Он вводил мяч в игру ,то есть мяч в игре после его удара"
158,"[id36078893|Писарев], сначала правила почитай, потом говори, ссылку скинул, разберешьмя"
159,
160,"[id602508574|Михаил], причём тут, сейчас твой понос?"
161,"[id602508574|Михаил], не уж то на первом месте США? И тут мы проиграли Западу, эх! :("
162,"Вратарь, пропустивший мяч."
163,"[id176156787|Азат], вратарь, забивший гол."
164,"[id176156787|Азат], народ никто не знает марий эл это где??? де накормили тонной пряников медведей))"
165,"[id767426786|Андрей], загугли, собака ты тупая. Как ты дожил до своего возраста?"
166,Гооооооооооооооолллллл
167,Не хочу
168,Куда нелепую бабку в очках дели
169,Такое давно с помощью нейросети можно сделать...
170,"[id552225977|German], по сути этим и занимается эта группа. И чем больше тысяч ты им щакинешь, тем больше ннйросетнй и фильтров они используют ;)"
171,"[id383418147|Иван], мне все же кажется что они использовали какую-то старую нейросеть, новая по типу Lensa может с нуля нарисовать, делает это быстро, и красиво.
Вот примеры как она меня нарисовала."
172,"[id383418147|Иван], там много разных эффектов, есть действительно с наложением, она там и одежду заменит, но делает она это круто, все равно не сходится.
Ааа, может они просто в Фотошопе накидали всякого говна, вот и продают так?)"
173,"[id552225977|German], это ж Пол Дано"
174,Покажи ей...
175,"Сейчас можно за пару минут через нейросеть,самому распечатать и вставить в красивую рамочку 
Так что с бизнесом вы обломались"
176,"Никуа, султанша из Великого Султана теперь портретом настоящего художника-портретиста стала, лол"
177,Куколды где вы
178,
179,Ну если только на 1 апреля теперь
180,Какое же говнище для конченных! Верните очкастую бабку в короне!
181,"Да и правильно, нах нужна бородатая жена"
182,"Че пи@деть то?! Видно, что это мужик"
183,"[id443403349|Марк], и где ссылка то"
184,"[id673197987|Марина], поменяла пол"
185,Ручищам тоже позавидуют некоторые мужики 😅
186,Правильно сделал нах нужна бородатая баба
187,"[id273522846|Александр], с набухшими яйцами"
188,"Мужик, и руки тоже мужские и груди нет, это хитрый индус грохнул жену а сам притворился ею"
189,"[id13753451|Елена], хороший сюжет для Болливуда)"
190,"Знойная женщина, мечта поэта!"
191,Красотка
192,"[id440150105|Марина], 🤣🤣🤣🤣🤣🤣🤣🤣🤣 жесть"
193,"[id440150105|Марина], очечи Саурона"
194,"[id440150105|Марина], мы люди простые, нам показали и мы сразу достали..."
195,Sultan Ibn al nastya
196,женщины чалму не носят
197,"Да, уж от такой и в шок впасть можно!"
198,Поставки новейшего вооружения от НАТЫ для тех у кого есть бабло на новое железо
199,этот парень только что расстрелял месячный бюджет Уганды
200,"[id517874687|Ян], весь бюджет уганды"
201,"[id517874687|Ян], весь бюджет западных стран🤣🤣🤣🤣🤣"
202,"[id517874687|Ян], коммент супер) от души поржал🤣"
203,"[id409560879|Макс], и каков этот бюджет? Меньше бюджета Сызрани, видимо? Цифрами оперируй вместо инфантильных смайлов."
204,"[id409560879|Макс], рф"
205,Arctic Warfare Minigun
206,Ясно
207,🤣🤣🤣🤣🤣🤣🤣
208,Но твои тиммейты и с ним не смогут👌
209,крутой
210,
211,
212,
213,"ЛЕГНДАРНАЯ ФИНКА нквд ОБРАЗЦА 2022 ГОДА С ГАРАНТИЕЙ - ДО РАСПАКОВКИ И ДОСТАВКОЙ ОТ 2Х МЕСЯЦЕВ.
НАПИШИТЕ МАСТЕРУ ЧЕРЕЗ АДМИНА, У НИХ ОДНИ ОТЦЫ"
214,"Ого, это легендарная финка ЛГБТ? Она даже бумагу режет?"
215,
216,Ну вы поняли)
217,Хуинка
218,???
219,Что-то мой тупой кухонный нож и то лучше справляется с помидором.
220,От Кизлярских Мастеров
221,Против бензопилы норм? Держит блок? 😆
222,"[id42055311|Серега], только если китайской"
223,Легендарная Финка НКВД
224,"Топор теперь бабуля админит? А я-то думал, почему контент паблика изменился"
225,Мусор...кому нужен такой шлак?
226,Как эту  внучку заказать на пару часов?
227,Уже подташнивает от этой подушки!🤢
228,"Скуплю вашу технику!
Адрес: Хорошевское шоссе 88с1. Комиссионный магазин «Победа»"
229,
230,"Конечно, ни одна нормальная женщина не захочет рожать, когда страна ведет войну ("
231,"[id643081644|Диана], и выплата маткапитала под вопросом"
232,
233,"[id791541290|Владлен], Не учи пидерастиков топора плохим вещам, они себе сейчас ссылку сломают на видео."
234,"Наконец есть женщины_ не тупые самки, а те, которые здраво оценивают ситуацию _ сколько могу вырастить, если что_ то пойдёт не так с браком, мужчиной, финансами"
235,"[id208549876|Екатерина], чем больше не тупых самок, тем меньше население ))"
236,"[id26633213|Александр], вам нравятся бездумно плодящиеся, которые потом на каждом углу орут, что им всё должны_ государство, бывшие мужья? Когда ложатся в постель и не предохраняются _ помощь вроде не просят"
237,
238,"[id257349513|Николай], а ты дело говоришь, мой юнный друг..."
239,"А это хорошо, продолжайте вымирать. Естественный отбор называется, скоро ваши места специалисты с аулов займут. А, может уже к старости, будете при шариате жить."
240,"А вы еще больше воюйте — люди тут же побегут рожать (нет, не побегут)"
241,главное чтоб не как в корее где вообще не хотят детей хотя бы одного
242,"а может не надо иметь детей, а просто воспитывать будите?)"
243,"[id152140190|Виктор], Ну и зачем ты ушлепанс не спишь?"
244,"[id537458030|Лена], чтоб такого бота как ты спровоцировать"
245,"[id152140190|Виктор], да что ты говоришь..."
246,"[id537458030|Лена], сработало же, ботяра напал"
247,"[id152140190|Виктор], Ты тут на меня не быкуй, мал еще."
248,"[id152140190|Виктор], а может вообще нахер детей лучше провести своё свободное время, поверь его будет намного больше)"
249,Приору забыли дорисовать 🤣
250,скоро нейросеть заменит всех ведущих на телевидение ✨
251,"[id528532924|Денис], если Соловьева и Скабееву, то я согласен 🙂"
252,"[id528532924|Денис], одинадцать лет не смотрю телевизор.И не я один такой"
253,"[id244495134|Новая], Тоже не смотрю. И слава богу ✨"
254,"[id528532924|Денис], последнее ,что я помню -это сериалы про ментов,воров в законе ,бандитов и ток шоу,про то,как у нас всё хорошо."
255,"[id244495134|Новая], я с тобой , не смотрю когда начался 'дом 1'"
256,"[id754370818|Максим], странно,но у меня бабуля любила слушать дом 2,была слепая.
Царствие Небесное"
257,"[id244495134|Новая], но слушать это другое"
258,"[id244495134|Новая], попробуй послушай любое видео по радио , ты почувствуешь себя не полноценной"
259,"[id754370818|Максим], 😃"
260,"[id754370818|Максим], я обычно смотрю ролики без звука.Тож интересно,как люди эмоции выражают.
Кстати,новая-это псевдоним.
Я мужчина."
261,
262,"Создайте хоть нейросетевого грузчика, или сантехника..
А от этой дуры нарисованной - толку ноль, как и от всех нарисованных дур."
263,хочешь на мусорке жить безработным?)
264,Это моя будущая жена 🙂
265,"[id571142278|Ярик], Ты променяешь миску риса и кошка девочку на её?"
266,"[id139117997|Алексей], я тебя не понимать 🤔"
267,"[id571142278|Ярик], Видимо ты ещё не дорос до этого мема, не переживай всё впереди."
268,"Они и не скрывали,учителей,медиков консультантов уже собираються заменить"
269,Как всегда не актуальные новости .
270,Кто нибудь объясните что за неиросеть я с деревни просто
271,"[id590084731|Владимир], матрица"
272,"[id590084731|Владимир],"
273,"[id590084731|Владимир], это Робот, который думает как человек и сам себя учит чему-то новому. Если у него попросить что-то сделать, то он тебе выполнит твою команду то что ты попросил. 
Например нарисовать картину."
274,"[id590084731|Vladimir], погугли Миджорни,  chat gpt"
275,"[id392715899|Мозяка], нет, неправильно"
276,иновауионно
277,Человеки🤣🤣🤣
278,Атомик харт начало
279,"[id191188773|Надежда], ну тогда там должны быть левая и правая😁"
280,
281,
282,"[id230731992|Дмитрий], не, это вообще Элеонора. Она ИИ. 🤣"
283,"[id3051539|Максим], Элеанора за человеков вообще бы не переживала, в мороз советовала бы снять перчатки🤣"
284,Щас если будет резонанс этот мент сядет инфа 200%
285,"[id427460681|Антон], я бы еще 800 % добавил бы)))"
286,"[id540184470|Дмитрий], 1000%"
287,"[id495192973|Khaira], Спасибо математик, мы бы без тебя не справились"
288,"[id508240936|Дмитрий], ты в каждой жопе затычка? или поговорить не с кем?"
289,"[id495192973|Khaira], Просто поблагодарил тебя за твою неоценимую работу))"
290,"[id508240936|Дмитрий],"
291,"Почему мать её не посадить, ведь малолетку не изнасиловали и она вполне довольна. А малолетку в приют"
292,"[id427460681|Антон], ну а баба бы трахнула чела то ей ничего бы не было"
293,"[id641776925|Стас], ну такие законы"
294,"[id495192973|Khaira], С ним никто не разговаривает ((("
295,Потерянное поколения!!! 🤦
296,"[id136498368|Станислав], именно поколение?"
297,"[id136498368|Станислав], чел, когда увидел 1% молодежи который ведет ужасную жизнь, при этом не зная как живет другие 99%: блеееен пук среньк, поколемние потеряно((( а вот наше поколение, которое наркотой обдалбывадось любой и убийства считали нормой это другое(9(("
298,"[id183984815|Влад], пошлушай друг, это моё личное мнение, и придерживаться его я тебя не застовляю! А в наше поколения(не знаю как у тебя) воспитывали старших уважать, беременным место уступать, и тд. Да были и такие как ты описал, но не в таком количестве, а мои все знакомые в 13 лет, знали как в прятки играть, в латки, и по прудам ходить, или в сизон на горках кататься, да дак что домой поесть не загонишь! А сейчас наоборот не выгонишь с дома, телефоны плоншеты, компьютеры, и доступные видосики разного характера! Удачи"
299,"[id136498368|Станислав], ну опять же, у тебя мнение строится только на отдельных личностях, которые в интернете пукают. Ты же не видел видео всех 30 млн детей России? Ты видел только 10-20 в новостях. Откуда ты знаешь какое поколение если ты видел только 40 наркош в новостях из 30млн детей по стране."
300,"Поверь я каждый день вижу детей этого возраста, старше, младше, не скажу что все! Но большинство идут примерный образ жизни как на видео(примерный!) и прикрощай эту димогогию! Тебя все устраивает!? Значит дай бог тебе здоровья!"
301,Пришло время вводить возраст согласия с 13 лет а так же уголовную ответственность с 12
302,"[id12173184|Алексей], супер, даёте огромное оправдание для педофилов👍"
303,"[id744291426|Тупая], сначала я тоже так думал, но давай оценим ситуацию, сегодня 13 летняя выглядит уже как 16 летняя и невозможно отличить, а это повод для манипуляции и посадки мужского населения, а они основной рабочий класс.

 Более того такая практика уже используется"
304,"[id12173184|Алексей], во первых не все и не всегда, харэ обобщать, а во вторых вы вообще знаете что такое возраст согласия и как он работает в законе?"
305,"[id744291426|Тупая], я смотрю на большинство, меня не интересуют частные случаи, все что вижу вокруг слышу! 
 По поводу закона, да мне известно в противном случае это насилие и неважен возраст, куча ребят которые попадают на это и ломают свои жизни, а это перспективные кадры и защитники нашей страны, да что уж там просто не поверите люди"
306,Не надо спать со всеми подряд и никто сидеть не будет
307,Хорошо что раньше телефонов не было 😆
308,"[id299028853|Милания], и ток в семье знали , что ты дурачок"
309,Задержится теперь на работе...
310,"[id75986395|Михаил], лучший"
311,"[id75986395|Михаил], 🤣🤣🤣🤣🤣🤣"
312,"[id75986395|Михаил], лет так на 8 задержится"
313,Навеяло
314,"[id523071080|Andryusha], фу бл*дь"
315,"[id523071080|Andryusha], хахаха"
316,этот мир уже не изменить....конченые
317,Фуу ещё и язык 👅 проколот!!!
318,В проколе языка ничего плохого нет.
319,"[id650842930|Лидия], но не в 13 лет наверное...🙄"
320,вот именно с этим соглашусь.
321,"[id650842930|Лидия], нула , высокий риск инфекции . Это мелочь."
322,иди почитай про это сначала.
323,"[id650842930|Лидия], в отсутствии мозга ничего хорошего нет."
324,ок.
325,"[id571142278|Ярик], а что от этого изменится? А типо уши можно в два года прокалывать (так и делают) а тоже самое, но в языке, ""вы не понимаете, это другое""?"
326,"[id650842930|Лидия], очередная сосачка. Прокалывает все что прокалывается, даже не зная зачем. ТелевиЗЕр делает свое дело."
327,"[id650842930|Лидия], а какая разница во сколько лет язык проклалывать? Главное чтобы писичка и жопка хотя-бы до 13 лет прожили без проколов"
328,Биомусор
329,"[id70406311|Вадим], Ты Шамиль Басаев"
330,Это уже не люди в видео 🙃
331,"[id571142278|Ярик], Ты тоже может быть когда то лишишься девственности🤷‍♂Не переживай✊"
332,"[id692783286|Всеволод], че высрал, хз хз"
333,"[id692783286|Всеволод], Ты лгбт пропагандируешь ??"
334,"[id692783286|Всеволод], 😱😱😱"
335,"[id571142278|Yarik], как телефон кстати?"
336,"[id459471408|Ильхам], отлично 😌"
337,"[id692783286|Всеволод], это ты тот самый работник СИЗО, который любит маленьких девочек?"
338,"[id134120375|Степан],"
339,Томатная паста и специи лишние!!!!
340,И наелся и напился
341,SHUT UP AND TAKE MY MONEY!
342,А я люблю кечунез 🙂🇵🇱
343,"[id571142278|Ярик], лучшее, что было придумано на свете"
344,"[id192961803|Сергей], несомненно..."
345,"[id192961803|Сергей], лучшее изобретение человечества это ЧАЙ"
346,"[id676844020|Елена], нелюди вы! Чтоб вас всех пересажали! 
И куда МВД, СК, Прокуратура смотрит? Все больше педофильских видео ВК кидают!!!"
347,"[id405251797|Елена], так это буквально нелюди, боты это :))) или аккаунт реального человека, но он давно на него не заходил и вуаля, взлом"
348,"Инспектор ГАИ = вы употребляли алкоголь? =Нет.=Так от вас несёт за километр! =Я макарошки с соусом ел. Как там водка оказалась, я не знаю..."
349,"[id94155924|Сергей], ааа🤣🤣🤣"
350,Где купить?
351,Кровавая Мэри скоро иск подаст 😃🤣
352,Наше это давно придумали (водка+томатный сок)
353,"От их даже обычного кетчупа можно желудок выкинуть, чистейший уксус, просто откровенно говеная продукция"
354,Хулиган в старом обличии.
355,Дед пранков насмотрелся ✨
356,"[id528532924|Денис], Байден виноват"
357,дед уже прожил жизнь и глумится над всеми)
358,У деда вывих коленного сустава произошел ✨
359,"[id528532924|Денис], ахахахах да он случайно 🤣"
360,А я купил хлеб в новой пекарне всего за 39 рублей и сейчас буду кушать с молоком 🙂
361,"[id571142278|Ярик], Поздравляю, приятного аппетита"
362,"[id571142278|Ярик], приятного брат ✨"
363,"[id571142278|Ярик], приятного аппетита"
364,"[id571142278|Ярик], приятного!"
365,
366,
367,"[id571142278|Ярик], ничтяк"
368,"[id571142278|Ярик], с кефиром надо , молоко для танкистов"
369,"[id571142278|Ярик], приятного аппетита"
370,"[id189866771|Даниил], спасибо за комментарий, это мне в плюс 🙂 Я запишу непременно Ваше мнение..."
371,ДавноЕблоНеБили
372,😆😆😆красава дед
373,СтарыйПидар
374,Этот упырь ещё и за Единую Россию голосует
375,"Дед
На ногу одет.."
376,"[id112329928|Roman], ну не на ногу же!!!🤣"
377,"[id156717415|Александр], а почему? Вон Панин доволен."
378,"[id112329928|Roman], ну дед то не на ногу одет,не?"
379,"[id112329928|Roman], ты не так выразился же!"
380,"[id156717415|Александр], а как?"
381,"[id112329928|Roman], удалили"
382,"[id156717415|Александр], кого?"
383,"[id112329928|Roman], у нас бы сказали про такого деда,"" Дед,на х@й одет"",ты же это имел ввиду?!!😆"
384,"[id156717415|Александр], я про ногу вообще то.."
385,"[id112329928|Roman], на х#й одет"
386,"Всё потому что полицейским оказалась женщина 
Womаn ❤"
387,"[id225305761|Анна], girl"
388,"[id574622493|Егор],"
389,"[id225305761|Анна], и что с этого?"
390,"[id112633590|Евгений], результат подробно описан в посте!
Man😬"
391,"[id225305761|Анна], а если бы был парень, то что?"
392,"[id462086956|Vnd], то отдал бы даже больше, чем 120К)"
393,"[id225305761|Анна], female"
394,"[id225305761|Анна], отдал бы вашу маму в рабство 😊"
395,"[id225305761|Анна], если бы не эта ТП, всю бы цепочку в поймали бы, а так только исполнителей 😉😋"
396,Ладно
397,хорош
398,
399,"[id740183508|Призрак], от ты какой))"
400,"[id542255639|Вектор],"
401,"[id740183508|Призрак], это видео к тому, что ""Майор украл их деньги"")"
402,Молодцы
403,Пацаны к успеху шли 🤷‍♂️🤦‍♂️🤣
404,"[id720726988|Антон], не повезло, не фортануло🤣🤣"
405,Тупые они
406,Такие и сидят на зоне
407,
408,
409,Нейросеть в Мордоре
410,"Оо, любимый мультик😻"
411,"[id225305761|Анна], старый добрый Южный Парк. Полжизни с ним."
412,"[id225305761|Анна], Я уже пятьдесят лет его смотрю!"
413,Да мы все можем.😎
414,🤣 🤣 🤣
415,"[id92019887|Слава], че за приложение?"
416,"[id677202852|Miles], но там надо покупать подписку"
417,"[id92019887|Слава], а черт"
418,"[id92019887|Слава], обновить не хочешь?"
419,"О как...скоро и детей нейросеть будет рожать, ждëмс...!!!))) 😅😳"
420,"[id85672635|Александра], будто вы, бабы, и ты лично рожаешь. Не нужны абортницы, не надо дыркой размахивать."
421,"[id85672635|Александра], в фантастике нередко людей выводят  искусственно, выращивают в камерах зарождения и тд."
422,"[id602508574|Михаил], Михаил, это был сарказм, расслабься😉...будь добрей к людям...!!!))) 😅😅😂😂😂"
423,"[id164896441|Егор], не за горами и в наше время такое...в фильмах нас только готовят к будущей реальности😂...!!!))) ☺😅"
424,"[id85672635|Александра], если сбудется, то, что было в фильме Прометей и Чужой: Завет, то нам хана) а оно к этому и идет"
425,
426,"[id107578136|Федя], ха ха"
427,Люблю серию про семью блох😄😄😄
428,А я съел пельмени
429,"Самопиар, она действительно умнее многих людей"
430,
431,"надо посмотреть сауз парк, давно не смотрела"
432,"Да, хороший мульт, ностальгия по 00-м и старому Mtv"
433,"[id91876960|Евгения], новые серии помёт. Только пересматривать."
434,очередной призыванет?
