,0
141,"[id744142215|Сергей], да вот как раз не закончится. В ближайшие годы из-за демографической ямы ситуация будет только хуже, молодых специалистов будет еще меньше, а пенсионеров и лиц предпенсионного возраста будет больше."
142,"""А чё так дорого!? я бы сделал дешевле! Опять бюджет пилят!"" ваш звёздный час, торги открытые, вперёд!"
143,"А предыдущие где,сдулись?"
144,"Лучше потратить эти деньги на охрану. Чтоб пресекался доступ в парк гопников, собачников, наркоманов, голубятников и прочих люмпенов."
145,"[id770092219|Ecet], в парке зона для выгула собак оборудована. Как-то вы владельцев собак с наркоманами в одном списке обозначили. Добрее надо быть к людям."
146,Бабки пилят
147,"Соблюдай правила формально и смотри на окружающих, чтоб не протаранили. Всегда так делаю."
148,"[id765183939|Роман], золотые слова"
149,"[id765183939|Роман], а как так формально?) скажите)"
150,"Со двора знак поставить , только направо - и проблема решена"
151,"[id154354291|Виктор], когда знаки кого то останавливали?"
152,"[id154354291|Виктор], а зачем?"
153,"Думают, что как вы права-то получили с такими познаниями 🤦‍♂️ отличие перекрёстка от зоны для разворота на проезжей части учат на самых первых занятиях в автошколе. Правила откройте с разъяснениями, там всё это есть."
154,"Правелами не прописано по какой траектории проезжать места для разворота, можно по любой без помех встречному движению"
155,"У тех кто выезжает со двора вообще номер шешнадцатый, самые последние в приоритете, после пешеходов, кошек и собак( идущих по тротуару). Так о чем смор."
156,"[id505256203|Дмитрий], да и у них полюбому знак ""движерие только в право"" должен быть"
157,"[id18346367|Евгений], его там нет. А вот знак 6.3.1 там вообще лишний"
158,"[id505256203|Дмитрий], выехал со двора, уступив всем и остановился в середине технологического разрыва и тут выезжает тебе в лоб справа желающий развернуться. Как быть в этой ситуации?"
159,Приезжайте по правилам проезда места для разворота. Выезжающие со двора должны вам уступать. Баранов - посылайте в стойло. Ну и про правило трёх Д не забываем...
160,"[id239757461|Алексей], схема не верная. Разворот со 2 ряда на 2,а потом перестройка на 1. А по схеме почему то со 2 ряда сразу на 1."
161,"[id587609611|Александр], да я на схему и не смотрел... В ПДД всё прописано - осталось только исполнять 🤷"
162,А там расчистили место разворота до двух полос? 🤔
163,"На перекрестках-по большому радиусу,в технологических разрывах по малому,чего сложного то"
164,"[id410865519|Сергей], где такой бред в ПДД пишут?"
165,"[id24669422|Алексей], это не правило, это обычай, который следует соблюдать....во всяком случае, в автошколах сейчас так учат разъезжаться"
166,"[id116724589|Евгений], понятия не имею как учат разъезжаться в автошколах, есть ПДД, там все написано."
167,"[id410865519|Сергей], факт, легчайшее правило, всегда так проезжаю, особо при этом не видел чтобы кто-нибудь наоборот делал"
168,"[id24669422|Алексей], в ПДД, к сожалению, про траекторию ничего не сказано....есть разъяснение, в котором говорится, что водитель траекторию выбирает самостоятельно...и вот чтобы не быть ""оленем"" в автошколах рекомендуют разъезжаться правыми бортами, если нет перекрестка, разумеется...."
169,"[id116724589|Евгений], а шо на перекрестке правыми бортами ни как?"
170,"[id24669422|Алексей], тогда получается, что вы на встречную полосу движения въезжаете....Напоминаю, что мы говорим про Разворот - знак 6.3.1"
171,"[id116724589|Евгений], на перекрестке с одним пересечением проезжих частей можно через встречку выполнять разворот"
172,"[id618571870|Алексей], это от куда такая информация? Впервые слышу!"
173,"[id116724589|Евгений], с 10й западной и с ПДД."
174,"Разворот -это 2 поворота на лево ( из крайнего левого положения) если я в месте разворота поеду по дальнему радиусу, то попадаю на полосу встречного движения. На перекрестке если начну разворот по малому радиусу , опять же попадаю на «встречку» . Все просто"
175,"[id59700881|Сергей], там нет встречки, там даже не перекресток."
176,"[id8833444|Денис], разворот только в одном направлении?"
177,"[id59700881|Сергей], разворот в двух направлениях, но встречная полоса только на проезжей части. 
На картинке изобразил участок на котором нет встречных полос.
И даже еслиб это был перекресток то тоже не было полос."
178,"[id59700881|Сергей], да два встречных разворота никто не делает, во избежание вот этого самого."
179,"[id190871009|Дмитрий], попова"
180,"[id8833444|Денис], ну это неправильно. Если есть возможность развести потоки, то надо их развести."
181,"[id59700881|Сергей], а вы в курсе что знак 6.3.1  запрещает левый поворот. По вашему с этим знаком невозможно развернуться 🤣"
182,"[id190871009|Дмитрий], в смысле не правильно? что запрещает? у нас пол страны с такими разворотами, да че далеко ходить у нас в городе полно таких разворотов, на одном попова от трактовой, каждый разворот такой."
183,"Развернулся по малому радиусу и едь, выезжающие со двора отдыхают, у тебя главная."
184,"[id84947487|Юлия], а если тот кто выезжает из двора уже пересёк пол дороги, то по какому радиусу делать разворот?"
185,"[id788690225|Александр], по большому, логично же."
186,"[id84947487|Юлия], а тогда как правильно?"
187,"[id788690225|Александр], в данной ситуации возможен разворот и по большому и по малому радиусу, это не перекрёсток."
188,"[id84947487|Юлия], а на перекрестке почему нельзя по малому радиусу?"
189,"[id618571870|Алексей], сейчас вам многие тут расскажут, что разворот это два левых поворота и вы окажитесь на встречке. Особо продвинутые даже 8.6 приплетут"
190,"[id24669422|Алексей], я им в ответ покажу картинку со стенда с 10 Западной, где кабинет разбора"
191,"[id618571870|Алексей], они вам скажут, что тут одно пересечении проезжих частей, а на Исакова два.... Ну если бы там был перекресток"
192,"[id24669422|Алексей], и будут правы, ведь та дорога имеет две проезжие части , между которыми есть разделительная полоса."
193,"[id618571870|Алексей],"
194,Наступило время 5 литровки с  магазинов таскать 😁
195,Паводок … водоканал не справляется
196,Заверение директора Водоканала дорого стоит!  Хотелось хотя бы Роспотребнадзор выслушать.
197,"[id535472112|Yuriy], надо что бы он выпил литрушечку, своей безопасной водички."
198,Фильтр наше всё))
199,"[id39941121|Марьяна], даже он не спасает"
200,"[id18346367|Евгений], больше года заказываем воду, она тиной не воняет🤣"
201,"[id18346367|Евгений], смотря какой. Аквафор спасает. Без него вода воняет так что зубы чистить не хочется))"
202,"[id39941121|Марьяна], кипячение спасает, фильтр нет запах остаётся."
203,"[id545545611|Гуля], это наверно от наполнителя фильтра зависит. У меня не воняет отфильтрованная."
204,"[id39941121|Марьяна], у меня в самом кране фильтр стоит при чем недавно меняный, и обычный напольный как на фото в посте и всё равно пахнет. Может я так чуствую просто у меня чувствительность на запахи сильно идёт."
205,Давно уже пью воду тока с магазина 😒даже фильтры не помогают
206,"[id113857222|Иван], да в магазине та же самая вода из под крана, только в три раза дороже. Проходили уже с карачинской))

https://sibdepo.ru/news/v-kuzbasse-likvidirovan-podpolnyjj-cekh-po.html"
207,"[id624210218|Вячеслав], куясе ты копнул аж в 2009"
208,"[id485917143|Никита], поверь, ничего не изменилось с тех пор)"
209,"соответствует нормам санпина, ага. у меня кошка дристала с этой воды из под крана, даже фильтр не справлялся. не пейте."
210,Не помню такого ни в прошлом году ни в позапрошлом!
211,"[id14325843|Константин], да, иногда получше. Но в этот раз прям от души вонища."
212,"[id14325843|Константин], каждую весну такое"
213,"""Дело в том, что в Обь начинают попадать талые воды, из-за этого она становится мутной, появляется характерный привкус."" А мы напрямую из реки пьём? Тогда нафиг я плачу водоканалу?!"
214,"[id364292737|Nd], чтобы водичка из реки попадала к тебе в квартиру)

Не, ну можешь не платить и каждое утро на речной с ведром ездить."
215,"[id624210218|Вячеслав], 🤣"
216,"[id624210218|Вячеслав], с каромыслом, по старосллвянски"
217,"[id364292737|Nd], Запах тины - напрямую из реки , без очистки."
218,Тоже не помню в предыдущие годы.
219,"Зональный район. Вода тухлая, болотного цвета. Реально грязная вода. Ей даже цветы поливать нельзя, не то что пить. Кожа после мытья в такой воде в красных пятнах. Так же ""специалисты"" утверждают, что вода соответствует норме 🤦‍♂️"
220,"[id258307594|Александра Курьянова] Здравствуйте, подскажите, пожалуйста, про какой населенный пункт района Вы говорите, и точный адрес, чтобы мы уточнили информацию."
221,"[club193967599|Зональный район Алтайского края], Соколово. Всё. Жалуются все в селе."
222,С добрым утром! Легкого дня!
223,"Доброе утро, Алтай! Хорошего дня всем!✌"
224,Минус 15 вообще-то. Утро. ☝🤗
225,"Доброе утро . На себе ставил эксперимент , я сам всю жизнь был сладкоежкой , потом неделю не ел сахаросодержащие продукты , черещ 10 дней , ел свеклу на терке , какая же она сладкая и вкусная . То есть , когда убираешь сахар из рациона , во первых появляется бодрость , далее вкусовые рецепторы обновляются так скажешь , и поверьте после такой диеты , обычная еда заиграет новыми вкусовыми красками )"
226,"[id69261125|Олег], привет, веганы тоже говорят о пользе овощей но все равно смотрят на мясо с аппетитом 😅👌🏻"
227,"[id170339794|Кирилл], мы живем в Сибири , здесь холодно ) мясо надо кушать , а вегетарианцам лучше на Бали🤔"
228,"[id69261125|Олег], солёный огурец с зелёным чаем будет казаться верхом кулинарии"
229,"[id471164115|Роман], 🤣самый надёжный вариант , безотказный как ак-47"
230,"[id69261125|Олег], отказывает твой ак 47"
231,
232,Доброе утро! Прекрасного дня всем!🤗
233,Спасибо за совет. Надо заработать на 15 процентов больше. Ммм... Да! Взятки!
234,Бодрое утро! ☀
235,Хочу купить квартиру-мотивация на всю жизнь😐
236,Доброй ночи!)😉
237,Цигане
238,Г#ндоны
239,"Плохо,  что номер их таза не попал в кадр. В каком районе хоть это было?"
240,"[id534802763|Виктор], м304нк 
внимательно надо смотреть)"
241,"[id534802763|Виктор], м304нк 142. Хёндэ Солярис. Если зрение не подводит"
242,"[id534802763|Виктор], м 304 ** регион 142 вроде"
243,"[id441875971|Евгений], спасибо,  не обратил внимание"
244,Интернет знает и помнит все)
245,"[id534802763|Виктор], и что тебе это дало? Поедешь искать и добиваться правосудия?"
246,Через оптику снять бы таких
247,"Хочешь жить, умей вертеться. Лох не мамонт, не вымрет. И еще много поговорок и пословиц на данную тематику"
248,"[id246706270|Антон], твою бабку объебут так же будешь говорить потом?"
249,"[id195722125|Александр], у меня бабка конченая, так что пох"
250,"[id246706270|Антон], соболезную"
251,"[id195722125|Александр], мне не жалко людей который по своей наивности и простоте попадаются на такие схемы. Естественный отбор, не иначе."
252,"[id246706270|Антон], мышление детское сорян))
Ну это можно сказать еще про молодых, но старички то нихрена не шарят и учиться им уже поздно"
253,"[id195722125|Александр], извините, вы же взрослый, мне не понять"
254,"[id246706270|Антон], твой ровесник)
интересное мышление у тебя, просто непонятное для меня))
А если ребенка педофил на секс разведет ты тоже скажешь что он лох?))"
255,"[id246706270|Антон], судя по всему ты в бабку пошёл)"
256,"[id195722125|Александр], сравнение не подходят. Ребенок маленький и глупый и многое чего не понимает. Старики жизнь прожили и должны понимать что и где покупают и по какой цене. Мне стариков не жаль нисколько, я даже место им не уступаю в общественном месте. Можешь считать меня плохим человеком но это мое личное мнение и решение. Просто запомни одно. Никто о тебе не позаботиться кроме тебя самого. Ни старики, не ровесники, не друзья и не дети. Смысла жалеть никого нет, а играть на публику и в глазах общественности поставиться себя правильным это фальш. Жизнь устроена по другому. Если ты не прохавал ее то тебе предстоит еще это узнать мой друг"
