,0
120,"Вырос в деревне. 
У нас золу от угля сыпали в кучу. 
Древесную золу в огород.
Что за проблема? 
Смысл утилизации этой золы?"
121,"[id506191335|Circ], теперь за кучу золы около забора можно охватить штраф"
122,"[id6743364|Владимир], яму вырой и сыпь"
123,Не будем раньше времени говорить гоп
124,.. а могут и не остаться. Че бубнеть.
125,
126,"Прокуратура занялась же этим вопросом, посмотрим как поработают.."
127,"[id426419273|Ирина], возможно мы упустили эту новость... будем благодарны за ссылку."
128,"[club26381326|Левый Бийск], https://biwork.ru/news/53421-prokuratura-v-altajskom-krae-zanalas-proverkoj-zakonnosti-tarifov-na-zkh"
129,"[id426419273|Ирина], а если прокуратура скажет, что всё по закону, то всё конец истории, платить молча?"
130,"[id6743364|Владимир], зависит от того как поработает прокуратура. Ваши предложения?"
131,"[id426419273|Ирина], менять законы, снять с города статус особой зоны ""Альткотельная"", лишить губернатора права корректировать федеральные тарифы."
132,"[id6743364|Владимир], ну тогда займитесь этим, я думаю многие подпишут"
133,"[id426419273|Ирина], способы, это уже интересный вопрос... возможно людям придётся сходить даже на выборы."
134,"Интересно,как смотрит на такие вопросы администрация президента"
135,"[id526519981|Анатолий], вариант:"
136,"[id6743364|Владимир], вариант на тот случай если прокуратура посмотрит сквозь пальцы"
137,"Отчего то не предложили в Сорокино, в лесу. 
Это тоже черта города, 
Смысл митинга - привлечь внимание к проблеме. 
О каком привлечении внимания может идти речь на окраине?"
138,Боятся) 🤗
139,"Лица, не обремененные интеллектом"
140,"Как похорошел наш ""Алтай"" после ребят... 🤦‍♂"
141,"-закрашивали граффити
-хорошо справились
-фотографируются на фоне граффити…
Получается не закрасили и не справились 😅"
142,"Лучше бы рекламу наркотиков закрасили, на каждом метре квадратном светится..."
143,"Вопрос. А нахрена закрашивать только граффити, а не всю стену в целом? Пятно, оно же как бы остаётся, не?"
144,это где-то в этих краях?
145,"[id17873367|Алексей], это оно и есть"
146,"[id17873367|Алексей], и скорее те слова которые красным написаны закрасили и бросили. Нельзя же сейчас в нашем ""гондурасе"" такое писать и говорить."
147,"[id466511715|Андрей], угарно было бы если бы они просто красное заштриховали чёрным, сохранив форму букв, и отчитались о выполнении задачи]"
148,"[id17873367|Алексей], было бы, но у них фото отчёт и на шаурму бы денежку не дали"
149,"[id466511715|Андрей], хм, а жителей в твоем гондурасе как называют?"
150,"[id749902148|Михаил], енот, а ты заметил кавычки? И да, он скорее твой и подобных тебе енотов)"
151,позорище
152,"[id583789233|Влад], ++++++++"
153,"[id583789233|Влад], -born"
154,просто делают бессмысленную хуйню не чем заняться только ещё хуже сделали
155,"[id673029302|Макс], но ебать"
156,Подземный переход весь изрисован. Может е...те в готичный чёрный.
157,"Зачем закрашивать графити? Так хотя бы более менее красиво было, а теперь просто мазня"
158,Банда балласт👌🏿
159,"Разыскиваются депутаты г. Бийска. 
Последний раз их видели во время избирательной кампании. 
🤣🤣🤣
Поисковые отряды, подключайтесь!"
160,Судя по лицу первого у него всё хорошо
161,"[id36186600|Хабар], да и у второго оно побольше будет) фото неудачное)"
162,"Контакты кстати есть, но в другом разделе . В файле для загрузки. Вероятно намеренно так намудрено)))"
163,"[id89752994|Юлия], вот уже что-то. Выложим прямо здесь, что бы не потерять.
В следующий раз протестируем телефоны, до кого дозвонимся, а до кого нет."
164,"Да, расшибуться...выслушает, помогут. На лице же написано все)"
165,Всё для народа по пожеланиям трудящихся!
166,"[id382754960|Евгений], ударил га работн руку,приехал в ЦГБ,что бы сделать снимок я просидел почти 4 часа"
167,"Один травпункт на город и на все деревни🤪🤪позор,оптимизация,минимизация ,уроды😒😒😒"
168,Карнаухов замешан в этих делах
169,"Общаться с мэром в чатах, конечно ново для нас и ценно, но официальное письмо имеет совсем иной статус. Будем ждать официального ответа: на чьей стороне будет администрация под руководством нового лидера."
170,С нетерпением ждём реакции
171,Обязательно опубликуйте ответ
172,"В Феврале и начале Января, как то все запутано."
173,"Кстати газ тоже тоже поднялся два раза, в декабре и с 1 января!"
174,Нам нужно депутатов из Абакана
175,"[id506191335|Circ], может лучше администрацию... депутаты не в ходят ни в понятие ""администрация"" ни в понятие ""мэрия""... это в обще иная ветвь власти"
176,Вначале согласовали а теперь будут судиться?
177,"[id526519981|Анатолий], основная фишка особой системы оплаты, которую СГК продавило и в Абакане и у нас в Бийске - это возможность повышать тариф без согласования."
178,Сумело продавить без участия нашей администрации?
179,"[id526519981|Анатолий], с участием всеми любимого Студеникина А.П."
180,"Известно ли, ради чего он на это повелся?"
181,"[id526519981|Анатолий], если мы не рассматриваем что могла быть коррупция, то в таких терминах: увеличение привлекательности сферы жкх для инвестиций, увеличение качества поставляемых услуг, надёжность системы... ну и скинуть проблемы малых котельных с администрации"
182,"Наиболее вероятны первая и последняя причины,посредине тяжёлый бред"
183,Какие маршруты непонятно.
184,"[id391422255|Boykonur], пока это только разговоры... в пределах города они от маршрутов не отвертятся, а вот если маршрут идёт в сады, которые располагаются за пределами города, тут они могут подгадить садоводам. Или отменить эти маршруты или оборвать пределами города. Ездите на межгороде. Тема не новая её начали качать с конца 2020 года."
185,"[id391422255|Boykonur], все те, которым заменили первую цифру- 418(118), 402(102) и т.д.
В прошлом году Усть-Катунь Бийского района осталась без рейсового автобуса в зиму, люди добирались как могли. Перевозчику 118 не был выгоден маршрут, особенно с мая по октябрь,т.к. на его маршрут пристраивался 17. И таскал деньги с любителей смоленских карьеров и дачников.Летом 17 опять встала на маршрут 118 и перевозчик опять ушёл,насовсем. Тут какие-то торги состоялись и теперь ходит 418, газель, перевозчик меняет расписание, ну и проезд теперь 50₽. Так вот а почему 17 летом аж 3 автобуса до карьер гоняет и это нормально, ну пусть и зимой тогда ходила бы одна? Ну или запретить 17 маршрутке ездить по рейсу 418? Вот и прибыль, вот и рентабельность"
186,"[id41141236|Юлия], а разве все те кому заменили первую цифру теперь относятся не к меж.городу т.е. не в управлении администрации? В городе есть 3 вида автобусов городские, районные и межгород. Бийская администрация из них командует только городскими."
187,"Нет, не в управлении, как я понимаю. Точнее так говорит перевозчик."
188,"Единая Россия, рулит🤪🤪🤪"
189,На яминской дорогу хорошо почистили спору нет. Но вот выезды с переулков и обочину завалили. Пешеходам приходится идти по проезжей части.
190,"Посмотрите в районе 4 больницы- тротуаров нет,дорогу не перейти - обочина завалена,сама дорога- каша под которой лёд, во дворы въезды завалены."
191,"[id391422255|Boykonur Yu], добрый день! Снег убрать полностью из города невозможно. Дорожные службы работают над расширением самых интенсивных дорог, там снег вывозится, чтобы удалить зауженности. КДМ постоянно посыпают песком дороги, посыпаются и остановки. А за въезды-выезды из дворов отвечают УК и ТСЖ, потребуйте от них проработать эти моменты. Мы со своей стороны тоже попросим."
192,успеха только пожелать водителям разъежающимся по Ломоносова по трём колеям.
193,"[club185180571|Город Бийск], Вы понимаете суть вышесказанного, народ должен потребовать у УК и ТСЖ, а власть попросит. Власть обязана требовать, просить, заставлять, что угодно, народ не должен даже думать об этом. По всему видимо город был готов к зиме как в Крыму или в Сочи наверное."
194,"[club185180571|Город Бийск], а въезды в частный сектор кто должен чистить?нет ни ук ни тсж! И так переулка чистим своими силами и лопатами, трактора вызываем за свой счёт. Ответьте кто должен чистить? Дорога по переулкам не в собственности жителей."
195,"[club185180571|Город Бийск], хорош врать снегопад был три дня вы три дня сидели ждали пока всё укатают, а теперь стонете что где то там что то делаете. Знакомых людей десятки, ни один не видел чтобы снег счищали и вывозили, одно только знаете сгребать к обочинам и сыпать песок. Толку от этого никакого"
196,"[club185180571|Город Бийск], другого ответа ожидать и не стоило"
197,"[id213256923|Екатерина Ширикова], добрый день! В частном секторе, Вы можете оформить заявку на грейдирование дороги следующим образом:  написать заявление от жителей, что все согласны, с подписью всех жителей обратиться в ЖКХ по телефону: +7 (3854) 40-51-48."
198,Уже самое время проявить себя.
199,Объяснения:
200,"[club26381326|Левый Бийск],"
201,"Ужас просто, без мата не описать ситуацию. В городе ужас, про Заречье я вообще молчу"
202,"[id36186600|Хабар], Добрый день! Да, действительно ситуация с дорогами оставляет желать лучшего, после метели сразу сильно опустилась температура и дорожники не успели оперативно справиться со снежными заносами, работают каждую ночь постепенно исправляя сложившуюся ситуацию. . КДМ постоянно посыпают песком дороги, посыпаются и остановки. Остановки прочищаются вручную сотрудниками дорожных предприятий. Одномоментно все это сделать невозможно. Работа ведется."
203,"[id517783027|Ксения], дочь капитана? Вы хоть не под копирку пишите ответы с фейковых аккаунтов 🤣🤣🤣🤣"
204,"Все праздники ездил на работу по 35 маршруту. Технику видел один только раз. А втобусы пдохо ходят. Жена на 35 стоит на остоновки подолгу. Кондукторы говорят скоро,ездить вообще небудем.Бардак."
205,"[id686446754|Виктор Рукин] Здравствуйте. Мы реагируем, когда видим жалобу. Для принятия оперативных мер реагирования рекомендуем обращаться в службы и ведомства напрямую.  К слову, тел. диспетчерской ""Бийскгортранса"": 55-55-09."
206,"[club185180571|Город Бийск], вы не реагируйте а всей вашей кодлой с лопатами валите на улицы и чистите снег если мозгов не было пнуть дорожников как снегопад начался🤣реагирующие вы наши🤣"
207,"Мы вчера чуть не врезались в машину впереди, когда затормозили, а наша машина ещё пять секунд по гололёду ехала. Смотрим, а у передней машины аварийка горит. Пока объезжали её, заметили, что там ещё одна машина впереди. Короче, судя по всему, они точно так же проскользили и врезались друг в друга. Нам ещё повезло, что наша машина успела остановиться в 10 см от другой машины и не врезалась."
208,"Прежде чем спрашивать с подрядчика или нового мэра, нужно не полениться открыть муниципальный контракт и посмотреть. И только тогда задавать нужные вопросы."
209,"[id35024838|Алексей], а лучше изучить всё законодательство РФ, и уже смотреть на сугробы и наледи да и на все ""язвы"" нашего бытья, как на политику государства."
210,"[id6743364|Владимир], конкретно по данному вопросу достаточно знание 44-ФЗ."
211,"[id35024838|Алексей], понятно что есть нормы и есть контракт, в котором что-то написано. Но вы не правы считая, что простой гражданин должен этим заморачиваться. Простой гражданин должен безопасно ездить и ходить по городу. Если этого нет, то претензии это нормально. Если федеральный закон этому мешает, то давайте его менять."
212,"[id6743364|Владимир], я простой гражданин. И контракт в котором ""что-то написано"" составляется на основе нормативных документов таких как СНиП 23-01-99* и т.д.
Я никого не защищаю и тоже не рад результатом содержания дорог в зимнее время, но не ""заморачиваясь"" просто говорить что всё плохие не правильно."
213,"[id35024838|Алексей], Только за, что бы не ругать, а изменять ситуацию.  Если вы погружены в тему, то можете быть очень полезны. Напишем толковое письмо депутатам, что в какие законы и сан.пины надо внести поправки, что бы этого не было."
214,Не адекватные чтоли? Что вы несете???
215,Только опозорили своих мужей. Защитники юбок.
216,"Вообще-то  мужики на войне,а не в театре....."
217,"[id468934106|Андрей], сейчас такое нельзя говорить."
218,"[id13408214|Конрад],а что  не так?"
219,"[id468934106|Андрей], так ведь с позиции власти нет никакой войны.
Есть только СВО.
А за высказывания о войне они могут приплести и ""компрометирование действий ВС РФ на территории Украины"".
Мне в сентябре уже пришлось давать объяснения полиции.
Местный японец-реконструктор накатал кляузу ))
Дмитрий Якунин, или Полянский он, фиг разберёшь...."
220,Кому надо тот поймёт....
221,"[id468934106|Андрей], да главное, чтобы органы не прикопались."
222,"И вообще,когда жены стали решать кому и что нужно делать в стране?😏Дурдом"
223,"[id220596251|Екатерина], для вас нашёл историю 411 г. до н.э., думаю испокон веков вы крутите нами."
224,"[id220596251|Екатерина], а вот ещё одна история более современная и реальная."
225,"[id220596251|Екатерина], вообще государство это люди. И от вас ждут, чтобы вы боролись, защищали свои интересы как со внешним врагом, так с внутренним - коррупцией, безалаберностью, формальным отношением. Ведь при таком отношении к друг другу никакого светлого будущего ждать не стоит"
226,"[id220596251|Екатерина], с тех пор, как большевики объявили равноправие.
А до того их мнение никто особо и не спрашивал.
Только вот если спрашивать именно моё мнение, то я скажу, что женщины намного более заинтересованы в мирном урегулировании конфликта.
Именно они пока что берут на себя большую часть работы по воспроизводству человечества, воспитанию и всему прочему.
И именно они намного больше переживают, чтобы их труды не пошли прахом.
Так что я их очень понимаю.
Даже тот факт, что моего ребёнка могут в будущем просто призвать в армию ( даже не на боевые действия. а просто в армию ) - уже вызывает у меня ненависть к нашей нынешней власти.
Не для того растили и воспитывали порядочным, честным и справедливым, чтобы этому непорядочному и несправедливому государству служить!"
227,У наших бед одно начало..... Сидела женщина скучала....
228,"[id102447466|Лёля], это называется ""скучать""?"
229,"Не очень позитивно, но.. 🤷‍♀️
С наступающим🥂"
230,"*старательно убирает пальцы от буковок, чтоб не ругаться* .... 
Объединяться. И жить. Свою. Жизнь. Самим."
231,Хорошая была страна!
232,"[id500153966|Ульяна], Люди!"
233,"[id110412203|Dmitriy], да, и люди были Людьми,  и можно было Жить,  не так, как сейчас....."
234,Пид...ры они все
235,"Мы тут закончили собирать подписи под обращением к Мишустину против повышения ЖКХ. Если мы не так поняли градоначальника, то готовы завтра прямо сутра взять с него подпись под этим письмом и, конечно, расскажем, что были не правы, а на самом деле он против и расписался под письмом Мишустину. Наши контакты в администрации есть."
236,Его кто-то считает мэром реально?
237,"Горожане выбрали депутатов. Депутаты поставили ""своего"" о чем говорить?"
238,Какие повышения? Кукушка поехала? На Алтае самые большие цены на жизнь и самые маленькие зарплаты в России
239,"А про пенсионеров совсем не думают, а потом стату выкладывают что пенсионеры больше всех воруют. История что делать когда дома жрать нечего, ААА ааа упыри все корманы бездонные набить не могут. В оптеку зашел чуть глаз не выпал, прошлом году мукалтин 18₽ стоил за стандарт в мягкой упаковке, а щас 120₽ совсем с ума посходили"
240,Скиньте ссылку на телеграмм канал.
241,"[id94831323|Анатолий],t.me/shchigrev_bsk"
242,"[id52330881|Анатолий], спасибо"
243,Вроде так
244,"А что ещё можно было от него ждать? Убирать его надо вместе  с думой, засели дармоеды и ликуют"
245,"[id143373585|Ольга], где же вы были 11 сентября 😭"
246,"[id6743364|Владимир], там же где и все"
247,Бизнес свой продвигают и все на этом !
248,На фото Белка
249,"Машина - средство выгодного передвижения->повышаются цены на обслуживание. 
Общественный транспорт - неудобно, за то дешевле -> повысить цены.
Ходить пешком - долго и неудобно(погода же) -> платный тротуар?"
250,"[id227084266|Ростислав], вариант отсутствие тротуаров, норм? Что бы было удобно автомобилистам делают дополнительные полосы за счёт зелёных насаждений и тротуаров. Это пока не проблема именно нашего города, но мировой тренд крупных городов. Нет тротуаров придётся или садится за руль или пользоваться общественным транспортом, что дальше нагружает автодороги. Например у нас в городе можно в качестве квеста преодолеть пешком путь от остановки ""Лента"" до ""Стахановская"" - скажу сразу мало удовольствия."
251,"[id6743364|Владимир], в мире тренд велосипед и всякие электро..."
