,0
43,Замечательно!Вышли и пообщались и сами себе улучшили двор!
44,"[id404808718|Ксюша], А дворник один .Неделю долбил бы этот лёд....Помогли молодцы.И мышцы подкачали ,вместо фитнеса👍"
45,"[id719414989|ЖАННА], да и общение с соседями!А  то порой людей , что с тобой на площадке живут в лицо не знаем..."
46,Правильно сделали. С УК потом разберутся а жить сейчас надо.
47,"[id189715227|Андрей], ага... 
Заплатят за следующий месяц и по домам пойдут)"
48,Супер 🔥💪
49,"Честно говоря, когда видишь такую картину, так и хочется сказать - Ребята! Ну раз вы такие сознательные и организованные? На х..., зачем вам управляющая компания? Организовали ТСЖ и живите спокойно!)))"
50,"Да так почти в каждом дворе, в чате собираются и решает вопросы такие, больше некому"
51,"Долой ""УК"" вся власть жильцам 💪......... Валите их набок ломайте им шею..... Ну, а если серьёзно то что ""УК"" забивает на нас это перебор и с этим уже давно пора кончать."
52,Какие старые дома
53,"[id338211262|Людмила], помоложе тебя будут"
54,"[id415919997|Дмитрий], а я - тебя."
55,"Во молодцы. Сами заплатили сами почистили. Таких дураков поискать надо. Вместо того чтобы так же дружно решать вопрос с ук, написать в жилищную инспекцию, прокуратуру, сменить ук в конце концов они вышли во двор с лопатами."
56,"[id89445617|Михаил], пока все письма - а это именно заказные бумажные письма- дойдут,будут прочитаны,обработаны и прочее, лето настанет. Знаем, отправляли"
57,"[id491310661|Наталья], тоже знаю, тоже проходил. У них наледь не вчера появилась. Но каждый по своему вопросы решает. Кто то лопатой а кто то головой."
58,Летать меньше надо !!!
59,"Прошу всех откликнуться. 
Кто знает АНТОНА ЧЕПНИКОВА (Чепа) 
Прошу передать ему мои контакты 
+79233122852 Whats App
Ищет сослуживец.
Очень важно."
60,Гололёд.
61,"2,5 года?"
62,изверги
63,Ужас
64,"Бедный малыш, спи спокойно😢😢😢Малоооооо🤬🤬🤬
Надо было максимальное наказание давать, тем более признали смерть насильственной."
65,Пипец родители.... Слов нет...
66,Больным спидораком мозга надо запретить рожать.Надеюсь по прилету в рф еще лет по 7 каждому дадут.
67,"[id410865519|Сергей], ты все сидишь в комментариях. Безполезное существо"
68,"[id610011585|Светлана], вы зачем так с человеком, после этого комента ,вы то какое существо?"
69,"[id737270460|Ксения], нормально. Он мне в личку такое писал. Конечно безполезное. Вредное даже в нашем обществе"
70,Очень надеюсь их по прилёту ещё закроют . Спортсмены херовы
71,На всю голову е-тые!
72,Себя бы закрыли в машине и сидели бы в жаре.
73,Расстрелять немедленно👊
74,Ледокол
75,Мазай ищет заек😁
76,"[id565706712|Евгений], может это Герасим)))"
77,"[id447409500|Ольга], будем оптимистами🙄😁"
78,"[id447409500|Ольга], Точно! Герасимы нам сейчас ой как нужны!))) Если вы меня понимаете?)))"
79,"[id16523123|Александр], в понедельник? С утра?)) Я пока ещё ничего не понимаю))"
80,"[id447409500|Ольга], а-а-а! Ну тогда пока не напрягайте мозг))) лёгкая зарядка, чашка кофе, лёгкий массаж лица, такой же лёгкий макияж))) ну а потом, часа через три, уже можно, но опять же по чуть-чуть, начинать вникать в происходящее)))"
81,"[id16523123|Александр], я уже на работе что-то делаю))"
82,"[id16523123|Александр], ну скажите, зачем герасимы?🤔😁"
83,"[id467986172|Алена], ммм... ой Алёна - вы уже проснулись и готовы в головоломкам?)))"
84,"[id16523123|Александр], да, завтрак съеден, кофе выпито. Я готова 😁😁"
85,"[id467986172|Алена], ммм... а лёгкая зарядка сделана? А массаж лица - пальчиками по щёчкам, по шейке? А лёгкий макияж?)))"
86,Красота🔥🔥🔥
87,😁😁😁
88,Он с нового года там плывет
89,Идёт ☝
90,Это ледокол
91,"[id239742405|Дмитрий], атомный"
92,Доброволец
93,"Я убью тебя, лодочник! (Строчка из песни)"
94,"Это же тот самый, ну вы его все знаете, Конюхов Фëдор😮"
95,Доброе утро! Отличной недели ✊
96,Доброе утро ☕☕☕
97,"Доброе утро, хорошего дня 😊"
98,Доброго
99,
100,Доброе утро
101,"Доброе утро, Алтайский край! Хорошего дня всем!)"
102,😂
103,
104,
105,
106,"[id509584690|Авто], работа подвалила😁"
107,Кто то  хотел проскочить
108,"Не знаю подробностей этой аварии, но на Челюскинцев давно пора поставить камеры, особенно на пересечениях с Партизанской и Гоголя. Постоянно в наглую на красный едут."
109,
110,"Надеюсь без жертв, 🤕"
111,Гололед добротный😐берегите авто и жизни💁‍♂️🤧
112,В утиль
113,"Очень скользко, там ещё с челюстей уклон, так что там не простой перекрёсток и камеры там на... Не нужны."
114,"Мало камер в городе..больше, ЕЩЕ БОЛЬШЕ..."
115,Капец и кто тут виноват? Водитель и прохожий?
116,"[id779724839|Anastasia], водитель в любом случае виноват,если сбил пешика
Отдельный случай,если пешик кинулся под колеса,но это еще доказать надо"
117,водитель
118,"[id779724839|Anastasia], по правилам,безусловно, водитель, т.к.пешеход на переходе был. Но,блин,пешеход мог бы и смотреть на дорогу🤯"
119,"[id779724839|Anastasia], тупой вопрос!!!"
120,"[id31304588|Ирина], дак водитель тоже мог смотреть,встречка пропускает,а он едет"
121,водитель
122,"[id753246357|Парень], ну как бы тут оба виноваты! Водитель не затормозил а пешеход по сторонам не посмотрел!"
123,"[id779724839|Anastasia], коммент еще тупее!!!🤦‍♂️"
124,Водитель
125,По закону виноват водитель. А про инстинкт самосохранения люди забыли и не пользуются им. Деградация...
126,"[id50847226|Дмитрий], а водитель? перед пешеходным не надо притормаживать?"
127,"[id79930534|Сергей], нужно оценивать обстановку всегда и всем, водителю и пешеходу. Пешеходу больше нужно об этом задумываться, так как от этого зависит его жизнь..."
128,"[id79930534|Сергей], обратите внимания на колеса автомобиля, он тормозит, но его несёт по гололеду🤷‍♀️"
129,"[id50847226|Дмитрий], я спорить не буду ,хватает людей не понимающих с каждой стороны , просто не могу понять,встречка стоит пропускает пешехода,тот не сбавляя скорость едет перед переходом, норм водитель?"
130,"[id76407591|Наталья], погодные условия, надо либо скорость снизить перед переходом, либо раньше тормозить, почему все машины со встречки успели?"
131,"[id79930534|Сергей], я не оправдываю водителя, я говорю о том, что человек выходящий на дорогу, должен сам оценивать ситуацию..."
132,"[id50847226|Дмитрий], ну с этим согласен, как говорится нашли друг друга) пешеход в больницу, водитель под статью)"
133,"[id79930534|Сергей], я не оправдываю водителя, но и пешеход должен убедиться в своей безопасности,  а не пялиться в телефон при переходе через дорогу и при пешем движении, под ноги надо смотреть и по стронам! Предположим, что водителю стало плохо, умер, отказали тормоза, кто виноват?!🤔"
134,"[id76407591|Наталья], если умер то получается никто) Наталья я тоже не оправдываю пешехода, но в данном случае виноват 1000℅ водитель! У меня работа за рулём в основном, и из за таких водителей много аварийный ситуаций, что ему мешало следить за дорогой и притормозить?"
135,"[id79930534|Сергей], что мешало пешиходу следить за обстановкой? Понятно, что у водителя ответственности больше, но пешеход выходящий на пешеходный переход, думает, что он в полной безопасности, или ПДД заставляет его так думать..."
136,Сама виновата
137,"[id504107089|Семен], ты эту будешь говорить своей мадаме, когда она в больнице в гипсе будет лежать, с ног до головы."
138,Там знак пешиходный переход. Валила веноват.
139,"[id699415780|Александр], но в больнице, как ни странно, пешеход!"
140,"[id699415780|Александр], вот пешик и перешёл, а валила ввалил. Результаты на видео. Со знаком вместе"
141,"Оба хороши. Водитель конечно не прав, но надо смотреть по сторонам что бы остаться невредимым."
142,админ распальцуй за втыкать
143,"[id442342222|Володя], пялится в телефон"
144,"Вина 100% на водителе. НО! Пешик, по-ходу, в Детский Сад и в Школу не ходил (да и родители не учили, видимо, правилам перехода дороги). Водитель заплатит штраф и, возможно, какую-нибудь компенсацию (если у него не было полиса ОСАГО) и будет ездить дальше. А у пешехода на всю жизнь теперь будут проблемы со здоровьем!!!
Запомните, граждане. Автомобиль не еб...т, а ДАВИТ!!!! Будьте внимательны при переходе улицы, чтобы быть здоровыми и невредимыми. Ведь таких индивидуумов за рулём с каждым годом, увы, всё больше и больше..."
145,"[id367745758|Насос], так проблема еще и в том, что как определять дурак за рулем или нет"
146,"[id171604412|Антон], в данном случае, хватило бы просто посмотреть направо, как это сделал второй пешеход!!!"
147,"[id367745758|Насос], да смысла в таких пешеходных переходах нет. Зебру нарисовали, а на ней давят. У нас на дорогах, я подозреваю, 
на зебрах-то в основном и давят) По-моему, лучше уж тогда зебры совсем убрать, они пешикам только чувство ложной безопасности создают. Без зебры пешик будет намного внимательнее и осторожнее дорогу переходить."
148,"[id171604412|Антон], Интересно, как можно ""без зебры"" перейти Попова или Павловский тракт, например?🤔"
149,"[id367745758|Насос], е-мое, на Павлике и Попова по-крайней мере много регулируемых переходов. Светофор уже снижает риск ДТП"
150,"[id171604412|Антон], ё-твоё, Вы же написали, что нужно вообще убрать все ""зебры"", чтобы пешеходы перебегали дорогу кто-как сможет! Вот и как возможно перебежать Павлик без ПП? Зачем на светофоры ""переобуваетесь""?🤔"
151,"[id367745758|Насос], уточняю. Я писал, что не вижу смысла в ТАКИХ пешеходных переходах. Павлик и Попова априори требуют светофоров для пешиков, потому что там более двух полос в каждом направлении. А здесь на Кутузова воткнули знак, и что? Ну да, вроде как всего по одной полосе туда и сюда, можно и без светофора. Но безопасности это не прибавляет. Да по сути что со знаком, что без него, все равно надо шугаться и смотреть по сторонам, чтобы тебя не сбили. У нас нет нормальной безопасной дорожной инфраструктуры. В этом основная причина таких ДТП."
152,"[id171604412|Антон], а то, что пешеход по сторонам не смотрит-это нормально? На светофорах тоже часто сбивают пешеходов, если Вы не знаете! Если на каждый переход понаставить светофоров, то движение во всём городе колом встанет, т.к. все бедет стоять-ждать зелёного сигнала!!!
На Павловском тракте, да будет Вам известно, всего по 2 полосы движения в каждом направлении! Исключением является участок от ул.Сельскохозяйственной до ул.Энтузиастов и от пр.Строителей до моста через Барнаулку."
153,"[id367745758|Насос], то что пешеход не смотрит это не нормально. Собственно и то, что водитель не снижает скорость перед ПП тоже не нормально. Но ты эту проблему как предлагаешь решать? А на каждый переход и необязательно светофор ставить. Есть множество других способов дополнительно сделать такой участок дороги безопаснее. Есть даже специальные пешеходные переходы, но без приоритета для пешеходов. В РФ таких нет. Но это разумеется не для Павлика или Попова. А вот типа как здесь на Кутузова."
154,"[id171604412|Антон], Мы с Вами на бурдешафт не пили и лично не знакомы! Прошу Вас придерживаться правил общения с незнакомыми людьми.
Чтобы избежать данной трагедии, девушке-пешеходу нужно было посмотреть по сторонам (как это сделал молодой человек, идущий за ней) и она бы осталась цела и невредима! ВСЁ!!! УМНЕЕ ТУТ НЕ ПРИДУМАТЬ!!! Кто в нашей провинции будет делать современные переходы?"
155,Пешеходный переход так то.... ну канечно в телефонах торчать🤦‍♂🤦‍♂🤦‍♂
156,"Пропустить конечно обязан водила, сейчас время особо опасное для пешеходов, смотреть по сторонам нужно, остановиться водятел быть может и хотел, да вот только лёд сделал своё дело"
157,Помогите пожалуйста найти 😭😭😭😭😭
158,"[id595191499|Дарья],  брат вчера видел в 6 часов вечера в стуково стояла в магазине с ребятами"
159,
160,
161,"[id519510633|Иван], золотой"
162,"[id442342222|Володя], )"
163,
164,Найдись живой 🙏
165,Блин! Щаз камеры на кажном углу! В чём проблема? Милиционеры воще - не милиционерят? А ну-ка быро за работу!!!
166,"[id16523123|Александр], с 12го года милиции нет!"
167,"[id172609172|Влад], с 2011го))"
168,"[id172609172|Влад], да что ты говоришь? Ммм... ты прям ""открыл"" мне глаза! Спасибо - разумный наш)))"
169,"[id16523123|Александр], купи словарь пожалуйста"
170,"[id570722449|Александр], ты кто? И что ты тут делаешь?"
171,
172,Погуляет и прийдет
173,"[id30481954|Александр], так ты сам иди погуляй,да приходи.! Девки всего 16 а на потоке на этом одни чурбаны,наркоманы,алкошня и ган_оны,думай че пишешь,хотя врятли,нечем..."
174,"[id264379691|Иван], Поток уже давно не тот который вы видели раньше, приведу пример, допустим в году 2000-ом на потоке прошли бы два пидораса держась за руку? Нет конечно потому что боялись, щас только потоком пугают, а на самом деле там очень хороший народ, говорю потому что сам проживаю на потоке"
175,"[id276319396|Дмитрий], да ну брось,не везде смотря где именно,как то раз в 18 году с товарищем где бгпк,электронки решили продать,две штуки за 500 руб или 1000,подошли они были на 6,одна баба и два мужика,в итоге сказали дайте нам им мы сгоняем снимем деньги в итоге уехали,потом мы ментов вызвали и через несколько минут их в отдел привезли,повсему городу был перехват 6"
176,"[id276319396|Дмитрий], тем более чурбанов(неруссей) дохера могли затащить ибо еще,что"
177,"[id264379691|Иван], план-перехват из-за двух дудок, которые им сами отдали первые? Это внатуре мощно 😂😂😂"
178,Слыш наркоманы? Тут люди нормальные живут
179,"[id598043197|Станислав], ты че, попутал? Закройся"
180,"Я вот в районе Черемушек вчера видела мужчину который закладку искал, а вы про Поток наговариваете. Везде опасно, особенно детям которым кажется что они уже взрослые."
181,"[id785583889|Ксения], может он потерял ключи от дома!"
182,"[id30481954|Александр], Если только у него был длительный загул и он не помнил точно в каких кустах валялся.🙃"
183,Наблядуется и вернется
184,"[id19684828|Паша], вот человек верно пишет, может уехала к родственникам или знакомым"
185,"девочке 16 лет исполнилось только, ехала домой. 
думайте, что говорите."
186,"[id19684828|Паша], по себе людей не судят"
187,"[id236387041|Алёна], я вроде не баба и мне не 16 лет🤷‍♂️"
188,"[id19684828|Паша], а мыслишь, как пятилетний ребенок, за девочку ничего не знаешь и так пишешь 👋"
189,"[id236387041|Алёна], за девочку?что означает это выражение?"
190,"[id19684828|Паша], ты пишешь наблядуется и вернется, ты за нее знаешь или че?"
191,"[id236387041|Алёна], что значит знаешь за неё?что за быдло речевые обороты"
192,"[id19684828|Паша], что значит наблядуется и вернется?"
193,"[id19684828|Паша], речевые обороты вполне нормального и адекватного человека, который хочет, чтобы эта девочка нашлась"
194,Чурок много
195,Алкозавры
196,Ну и рыла
197,"[id33698199|Вячеслав],"
198,"Лица, не обремененные интеллектом."
199,"[id377737071|Дмитрий], классическое выражение - ""не обезображенные интеллектом"" 😏"
200,"[id377737071|Дмитрий], всяко умнее хозяина карты)))"
201,"Это классическое, а то мое."
202,Они сбежали с березовки что ли или с паволихи
203,"[id789612802|Гоша], с п&зды на лыжах🤦‍♂️"
204,"[id566080103|Клим], да полюбасу ты что опкуреный опять обдолбыш"
205,Бичуганы какие то🍻
206,Фартануло!!!похмелились с утреца!😂😂😂
207,Алкаши какие-то
208,Ну и рожа у тя Шарапов😁
209,"На первом фото, похож на томенко"
210,"[id509794345|Николай], да это он и есть."
211,"[id509794345|Николай], побрился даже ради такого дела!"
212,
213,"[id509794345|Николай], а мне напомнил Плющенко😁"
214,"У него за щекой что то лежит, поход Томенко с карамелькой 🤣🤣🤣"
215,"На опохмел это святое, можно и простить"
216,Спаааасибо Валерию за совесть и позицию.
217,"[id690709235|Вера], интересно, что человек из Липецка делает в Инцидент Барнаул????"
218,"[id416751679|Юлия], тот же вопрос"
219,"[id690709235|Вера], а какая у него позиция? Конкретизируй."
220,"[id416751679|Юлия], работает Верка.Деверсантка."
221,"[id241532871|Евгения], Жека! Не задавай ""глупых"" вопросов сведомой!)))"
222,"[id16523123|Александр], эти суки в диалог не вступают никогда."
223,"[id241532871|Евгения], при этом наши долб@бы их с радостью лайкают."
224,Валера наш кумир!!!
225,"[id217624559|Ната], да и хрен с ними😂😂"
226,"[id241532871|Евгения], ну так-то да))) - им главное какаху кинуть для галочки, а потом будь, что будет))"
227,
228,"[id416654919|Victory], чт.... 
Ахахахахахахп"
229,"[id416654919|Victory], зато с лёгкостью продают страну и народ западу, чтобы сохранить свои денежки и привилегии за границей"
230,"[id416654919|Victory], Нашла честного , за бабло продался."
231,"[id416654919|Victory], Был один честный грузин , это И . И. Сталин."
232,
233,"[id357832368|Эльмира], зачем иметь позицию, правду, и здравый смысл? 
Вы извращенец? Ахрхпх"
234,"Эльмира, в твоей стране 404 это не принято, ага."
235,Пугачева уже проверила его в Израиле на предмет пустого зала)
236,А почему и нет
237,
238,"[id591620270|Ольга], гибкая совесть, сначала жить за счет страны, а потом ее же и хаять. Не совесть это, а попытка спасти капиталы которые хранил за границей, так же как и остальные гавкает по команде хозяина."
239,Новость для России
240,Отменил😂🤣😂
241,
242,"[id460089556|Мария], мы твою мамашу кувалдой сейчас."
243,"Был бы человек, а статью придумают"
244,
245,Сверхдержава )
246,"Эт же я, на замер ебашу🤣🤣"
247,"[id440098614|Павел-Васильевич], 😂"
248,Эта деревня в любое время года как отшельники.
249,"а что, мосты закрыли? другого пути нет? Бред полный!"
250,"[id221159671|Валерий], это говорит тот кто дальше городов не видит!!!! Я живу в шелаболихе и знаю такой момент очень хорошо!!!"
251,"[id58220312|Константин], тяжёлое время- весна ."
252,"[id58220312|Константин], я не городской, сам из деревни, но то, что показали, это просто ближайший переход на другую сторону!"
253,"[id221159671|Валерий],  с шелаболихи на иню не было моста никогда на всю историю существования!!!!!!!!!!!"
254,"[id221159671|Валерий], туда нету моста"
255,"[id221159671|Валерий], а когда там были мосты? Их не было"
256,"[id221159671|Валерий], быстро переобулся😂 Ну бред же, там же МОСТЫ!"
257,"[id649731263|Денис], а летом как?"
258,"[id281164576|Ольга], есть лодки с мотором 😊"
259,"[id241003565|Ольга], нету там мостов и никогда не было, единственное не могу понять почему иню не отдадут другому району, зимой они ездят по льду в район а летом на лодках"
260,Власти ждут когда ЧП случится?
261,В руках гостинцы?
262,"[id196326925|Татьяна], да, для детишек, видимо))))"
263,"[id447409500|Ольга], ага, бутылка моторного масла и прокладка двигателя 👍"
264,"[id196326925|Татьяна], нет! Медикаменты😁"
265,В руках прокладка ГБЦ)) похоже капиталку делает)
266,"[id112744386|Константин], канистра с маслом"
267,"За добавкой .....,главное про запивку не забыть"
268,Обь - коварная река... как говорится - только не зевай...
269,🤦‍♂️
270,А что случилось со старыми домами?
271,"[id770092219|Ecet], укропы разбомбили"
272,"[id557864338|Федор], ну если быть честными там обе стороны херачили"
273,"[id153032663|Влад], а восстанавливает  наша"
274,"[id95599552|Татьяна], я знаю"
275,а это мариуполь или другой город че то не пойму ?
276,"[id206928308|Денис], Мариуполь, там много что построено  за это время и отремонтированно"
277,"[id206928308|Денис], Мариуполь, жк невский, погуглите фотки, он так и выглядит"
278,"[id206928308|Денис], конечно, Мариуполь. Путин приехал чтобы посмотреть город и пообщаться с местными"
279,"[id206928308|Денис], представь себе, киевские террористы выжгли город, а при России его заново восстановили до неузнаваемости"
280,
281,"[id509584690|Авто], 🤣😂🤣👍"
282,"[id509584690|Авто], 🤣🤣🤣"
283,Лучше бы со своим народом общался так....
284,"[id639606416|Sergei], это нашь народ, не тупи"
285,"[id332209017|Александр], да сейчас все наши, индусы хохлы все 😉"
286,"[id639606416|Sergei], в данное время Мариуполь является частью РФ, а жители этого города граждане  РФ"
287,"[id332209017|Александр], недавно стали🤷‍♂️, а не всю жизнь"
288,"[id573399146|Виталий], так я и не писал про всю жизнь"
289,"[id332209017|Александр], наших вообще не признаёт, понимает что голоса теряет, надо другие города брать, если честно в России в глубинки Вову не любят и правильно только делает где выгодно, а налоги всём платить, коротко пиз.... Л"
290,"[id573399146|Виталий], за всех не говори, а в Мариуполе сейчас по другому ни как , там разрушены дома и людям где-то надо жить"
291,"[id332209017|Александр], они не наши это украинцы"
292,"[id689657660|Игорь], проснись , ты серишь😄"
293,"[id332209017|Александр], они такиеже украинцы ты патриот такой раз россии"
294,
295,
296,"Какой позор. Военный преступник в оккупированном разрушенном им же городе с ""благодарными местными жителями"" 🤡"
297,"[id12123910|Александр], удобно с Арнсберга гавкать."
298,"[id170583215|Алексей], немного удобнее, чем ожидать черный воронок под своими окнами за право называть вещи своими именами"
299,Военные преступления перечислишь?
300,"[id386245039|Илья], может ещё сказать сколько будет 2х2?"
301,Понятно.
302,"[id12123910|Александр], это Россия , а таким как вы не место здесь ."
303,"[id12123910|Александр], чё ты несёшь дэрбишь ?"
304,"[id399610162|Никита], он несёт западные фашисткие идеи"
305,"[id12123910|Александр], бобка-задроч с Потока, перелогинься, чмошка😂"
306,"""Удмурт"""
307,
308,"[id714514745|Сергей], потому что ВВП помог при труднейшей ситуации ,тк им жить негде было"
309,"[id454777489|Сергей], считаешь им на душе от этого легче? Родных то не вернуть."
310,"[id714514745|Сергей], посмотрите видео митингов в Мариуполе 9 мая 2014. Тех родных мариупольцам кто вернёт?"
311,"[id89298973|Виктория], я это и так помню.Там есть другая сторона медали, посмотрите интервью И. Стрелкова-Гиргина и всё поймете."
312,"[id714514745|Сергей], давайте сейчас всех балаболов посмотрим и будем рассуждать, ага? Есть факты, есть документы, есть отчёты ОБСЕ, есть заинтересованные в конфликте стороны. И это не Путин и даже не Зеленский, и уж тем более не Гиркин. Гиркин в Славянске появился 12 апреля, АТО началась 7го, а день добровольца появился раньше, чем Крым отошёл к России."
313,"[id89298973|Виктория], это не балабол, а патриот и защитник Новороссии.Балаболы и клоуны по ТВ 📺 выступают."
314,"[id714514745|Сергей], а, то есть интервью его на ТВ не показывали? И от этого нужно верить каждому его слову?"
315,"[id89298973|Виктория], таким закрыт доступ на ТВ. Людям принимавших участие в защите больше веры, а не тем которые по указу говорят."
316,С дрона снимали?)
317,Бетономешалка! Мешает бетон!
318,"[id394479917|Никита], бригада строителей жрет самогон💁‍♂️"
319,"[id207399603|Андрей], 👍"
320,Лёд гололедица лужи замёрзли
321,"Вообще, это вроде ""автобетоносмеситель"" называется по-правильному"
322,"[id394479917|Никита], миксер"
323,"[id326475621|Анатолий], какая разница как называется..."
324,"[id750797343|Татьяна], один е…..т другой дразница"
325,"[id326475621|Анатолий], Миксер на кухне! А на фото-БЕТОНОСМЕСИТЕЛЬ!"
326,"[id394479917|Никита], ну тогда автобетоносмеситель мешает бетон,бригада строителей жрет самогон)))"
327,
328,"Кто то на ступе мимо пролетал, сфотал"
329,"[id27835727|Дмитрий], с моста, не?"
330,"[id287528116|Ирина], вот взяли и все испортили"
331,"[id27835727|Дмитрий], я такая)"
332,"О, кто то по трассе здоровья наяривает. Блин быстрей бы лето, велосипедддддд...."
333,На самокате будешь наяривать...
334,"[id704273636|Анна], нет двуподвес карбоновый gt."
335,"[id765203403|Константин], для Барнаула - само то. Шутка. Норм."
336,"[id704273636|Анна], чет тока не понял. Само то он для лесных трасс, полей. А в Барнауле какой кайф кататься по городу?"
337,"[id765203403|Константин], так ты же не по Барнаулу собрался кататься, насколько я поняла. А по трассе Здоровья. Но в Барнауле."
338,"[id704273636|Анна], да пару раз по трассе, эт только в апреле, а дальше к себе в свои окрестные леса озера поля, подальше от людей, поближе к теплице😀"
339,Без бетона?
340,Замесил так замесил
341,"в 11 загнал авто в гараж и утром чистенький выеду, а дорожники засыпят опять всё песком. заметьте на гололёд они песок не сыпали. у них регламент только после снега сыпать или запасы закончились?"
