,0
43,Ничего хорошего!
44,Компот давно уже показал методы воспитания малолетних долабебов
45,Сволочь! Девочке скорейшего  выздоравливления!
46,"[id19850785|Кристина],.. мамаша, которая не смотрит как должно за ребёнком"
47,"Угрозы жизни нет,зачем сажать самолёт, создавая экстренную ситуацию"
48,"[id54125651|Максим], ну, например чтобы у девочки не остались ожоги на всю жизнь. Врят ли на борту есть средства от сильных ожогов. Там нужен специальный комплекс чтобы раны зажили без последствий, а в самолёте нет ни возможности его провести, ни персонала для этого."
49,"[id77742438|Дмитрий], в детстве многие проливали кипяток и ничего"
50,"[id458058659|Петр], тоже верно. Но тут нужно смотреть по ситуации. Может у девочки кожа такая нежная, что не пережила кипятка. Дети нынче воспитываются в инкубаторских условиях и совершенно не подготовлены к реальной жизни."
51,"[id77742438|Дмитрий], достаточно в этом случае налить холодной воды в ёмкость и подержать ножку 15 минут ,ожоги будут в этом случае поверхностные  и следы после таких не остаются"
52,"[id64620158|Наталья], о, диванные медики подоспели)"
53,"[id77742438|Дмитрий], у вас есть доказательства того ,что я не права?"
54,"[id77742438|Дмитрий], это от самолёта не зависит"
55,"[id64620158|Наталья], ну да в самолете ведь ванная на этот случай стоит , что ребёнка можно было туда поместить !"
56,"[id458058659|Петр], я постоянно это делал, а потом ещё по затрещине от бабушки и за шиворот выпроваживали из-за стола))"
57,"[id152783719|Prosto], ну если ребенок маленький и облили только часть ноги  там можно обойтись не такой больший ёмкостью"
58,На парашюте не нужно было выбросить?
59,"[id7709263|Андрей], тебя надо было без него выбросить из окна роддома 😁😁😁"
60,"Смысла не было самолёт сажать, тем более скоро в Египет прилетели и там  оказали помощь. Стюра конечно  виновата безмерно("
61,Дети вертятся как юла по столу. Родители должны с кипятком на себя брать ответственность . История раздутая
62,"[id18119622|Дмитрий], Ты там был или просто пиз... бол?"
63,мы не знаем версию другой стороны. наверняка девочка добаловалась сама
64,"Я думаю, авиакомпания должна принести извинения и компенсировать ущерб. Ничего достойного новости тут нет. Угрозы жизни нет, помощь оказали, стюардесса обнаружила неуклюжесть"
65,Могла бы хотя-бы перед девочкой извиниться что сказать да тварь просто пусть она представит своего ребёнка девочке скорейшего выздоровления!
66,Как куру кипятком ошпарить и все перья и лоск чтобы слез
67,Небось пьяные родители дебоширили
68,Путин красавчик
69,"[id745962781|Джон],"
70,Без всякого сомнения
71,"правильнее ""мстители*5"""
72,"[id745962781|Джон],"
73,"[id532417456|Алексей], по себе не суди, либеральная мра3ь. Это ты за печеньки госдепа готов не только Родину, мать свою продать, поганец."
74,"[id376848187|Андрей], а кому продать и куда еще хуже будет?"
75,"[id95490230|Илья], тупым либеральным хрюшкам не отвечаю на их глупые свинячьи вопросы. Тем более фейковым."
76,"[id376848187|Андрей], кого ты либеральной мр@3ью назвал 🤣😝🤧"
77,"[id376848187|Андрей], дурочка, Мой аккаунт реальнее всех ваших вместе взятых. Еб@чая кремлеб@ядь."
78,"[id95490230|Илья], это кто пишет, прозападная schлюха. Хрюкни ещё, это так заводит...🤣🤣🤣"
79,А был  ли мальчик?
80,"[id446571789|Андрей], шо опять двойник или тройник? 😄"
81,"[id446571789|Андрей], в штанах у себя проверь"
82,"[id446571789|Андрей], если кажется ,крестись"
83,"[id446571789|Андрей], чей мариуполь??????"
84,"[id446571789|Андрей], Не надоело?"
85,"[id531075020|Владимир], ты я вижу, уже пробовал?"
86,"[id446571789|Андрей], Я так и знал что ты поведешься. Нет, не я, а твоя жена, причем вместе с яйцами. Это она мне рассказывала когда я ее пёхал, не упустив пикантной подробности что у нее это получилось лучше чем у тебя.😁"
87,"[id531075020|Владимир], ты некрофил?"
88,"[id446571789|Андрей], А что это такое?"
89,"[id446571789|Андрей], шмоня чей Мелитополь?????"
90,"Если бы не Владимир Владимирович, мы бы все давно умерли, и России бы не было, да..."
91,"[id653700405|Иван], ты же ещё жив и полон твой живот.... на кровати под чистым небом  лучше чем в окопах ?"
92,"[id535863192|Ani], конечно, мне в кровати под чистым небом намного лучше, чем в окопе. А вы сейчас где - под грязным небом в окопе, да?.."
93,"[id653700405|Иван], все могло быть."
94,"[id653700405|Иван], мне в кровати под чистым небом намного лучше, На улице что ли спишь?😂😂😂"
95,"[id653700405|Иван], вы видите будущее 🤭🤭🤭"
96,"[id229362406|Дима], тыкающее, а вы точно не ошиблись собеседником?"
97,"[id653700405|Иван], это тебе так по телевизору сказали?"
98,"[id653700405|Иван], иди проспись"
99,"[id6665714|Евгений], и вам того же - вдвойне!"
100,"Вежливость  ,как человека  и высшего чина государства ,президента к военным это  многое значит"
101,"[id535863192|Ani], сначала ставится запятая, потом пробел. Вас в ботоферме этому не научили, что ли?"
102,"Хохоль, мы в интернете, а не на диктанте."
103,"[id301960493|Andrey], расист денацифируйся!"
104,"[id535863192|Ani], так же как и его  лицемерие непревзойденное"
105,"Петушок, подмойся. От тебя воняет."
106,
107,"[id115284225|Арина], похоже, у вас нет внуков"
108,"[id653700405|Иван], У нее как раз таки есть, а вот у вас наверняка нет потому как вы не думаете что ждет их завтра. Ну либо вы перекатим поле и вам безразлично где ваше потомство будет произростать."
109,"[id531075020|Владимир], тогда почему она не отправила своих внуков туда, куда приказал ""дядя Вова"" - в ""последний бoй""?"
110,"[id653700405|Иван], Может быть настанет время и они выполнят приказ. Уверен что на Верхний Ларс они не отправятся. А вот за ваших не уверен. Перекати поле не имеет корней и Родины."
111,"[id531075020|Владимир], а что для вас Родина - страна или государство? Вы российский лоялист, защищающий государство от российских патриотов, любящих свою страну?"
112,"[id653700405|Иван], нет, пока. Но есть дети. Молодые и красивые. И они точно подарят мне внуков🤗 Вам хорошего дня, яд и желчь спустите😄"
113,"[id115284225|Арина], а вы в курсе, что концерты Басты начали отменять в России из-за его высказывания о СВО?"
114,"[id653700405|Иван], Нет. Я имперец и слава Богу история моего государства позволяет им быть. Ну а по сути я советский человек. Во всяком случае не потомок тех особей что в начале 20-го века, в японском посольстве, в Москве посылали делегацию поздравлять японцев с победой над Россией. Я устал платить и каяться, я устал выбирать позор и получать в довесок войну. Надеюсь вы разобрались в моем мировозрении."
115,"[id531075020|Владимир], тогда логичный вопрос: почему вы не подтверждаете делом свои убеждения и до сих пор не на СВО? Подсказать страницу на Госуслугах для подачи заявления добровольцем?"
116,"[id653700405|Иван], нет, а что он тоже начал страдать либерастнёй?"
117,Почему крузаки такие старые?
118,"[id575527586|Виктор], потому что старый друг, лучше новых двух..."
119,"[id575527586|Виктор], подгонишь новые?"
120,"[id575527586|Виктор], чтобы невыделятся"
121,"[id575527586|Виктор], ну никто не подумал бы что ВВ на сотке едит, Б-безопасность"
122,"[id575527586|Виктор], ну такие и такие"
123,"[id575527586|Виктор], рассадники . Новые жалко туда отправлять . Они там не долго живут ."
124,"[id575527586|Виктор], новых то не завозят,санкции"
125,Вот зрадник какой
126,Почему наш Царь хромает 😔
127,"[id49893599|Alexander], ногу свело от кокса у Зеленского."
128,"[id34782677|Александр], на Зеленского вообще плевать , мужик снимался голым на всю страну ,танцевал на каблуках , а теперь он президент ,смех... Я за Царя переживаю ..."
129,Да это не Путин 😂😂😂
130,"[id745493192|Larissa], да это и не ракеты украинцам на башку летят 😂"
131,"[id136960056|Leonid], ты рад?"
132,"[id745493192|Larissa], а какая разница рад я или нет. Ведь это все равно не Путин и не ракеты на бошки украинцев летят. Чему тут радоваться? Ничего же не происходит 😂😂😂"
133,"[id745493192|Larissa], я рад."
134,"[id136960056|Leonid], а что тебе лично украинцы сделали?"
135,"[id745493192|Larissa], так никто никому не сделал, поэтому и ракеты не летят и Путин никуда не едет😂 чё ты волнуешься, без тебя все сделают"
136,"[id136960056|Леонид], так это и не украинцы)))"
137,"[id631375804|Вадим], ну вот именно. Не Путин, не ракеты, не украинцы 😂"
138,"[id136960056|Leonid], и не Леонид а трус под картинкой"
139,"[id745493192|Larissa],"
140,Тем временем рагулью и так сойдёт 🤣🤣🤣
141,
142,"[id505876047|Драгомир], ага, смари сколько укроклоунов выползло ниже 😂 Тут ты в десяточку прям первым комментом ☺️"
143,"[id505876047|Драгомир], надо тебе впердолить"
144,"[id30497496|Никита], они там и так друг дружку, а деньги в кружку 😁"
145,"[id30497496|Никита], зачем?"
146,"[id488500027|Алла], ооо у ватнихи подгорело"
147,"[id505876047|Драгомир], за Донбасс, н@х¥й!"
148,"[id505876047|Драгомир], фотография Зелёнского"
149,🇺🇦🇺🇦🇺🇦🙏🙏🙏🇺🇸🇺🇸🇺🇸👍👍👍
150,"[id732348600|Андрей], 🖕"
151,"[id732348600|Андрей],"
152,"[id407852779|Дмитрий],"
153,
154,"[id732348600|Андрей], микола сегодня вторым хрюкнул 🐷😂😂😂"
155,"[id732348600|Андрей],"
156,"[id732348600|Андрей],"
157,
158,"[id732348600|Андрей],"
159,"[id56619972|Сергей], 🤣🤣🤣"
160,А пруфы?
161,"[id266090084|Евгений], зачем. Вата схавает."
162,"[id242018798|Стефан], зачем чепушило истеришь"
163,Тройник вышел из тьмы бункера
164,"[id242018798|Стефан], а может удлинитель?"
165,Из бункера Зели
166,"[id242018798|Стефан],"
167,"[id242018798|Стефан],"
168,видео конечно не будет)))
169,"Он в бункере был? Там же зелек отсиживается ,и ты только с какого то подвала хрюкаешь. Сказал бы это Путину в лицо? Я бы зелеку сказал, ещё и в рожу харкнул."
170,"Ату вепри боевые, поварешку в руки и греметь по кухонной рухляди 🐽🐽🐽"
171,"[id10818210|Ирина], в лахте пересменок? Ты уже подвязал яйки за спиной."
172,"[id242018798|Стефан], ты расписание составлял, чего спрашиваешь амнезийный ? ты свои в ЕС отправил на трансплантологию ?"
173,"[id10818210|Ирина], чешуя. Это же текст. Как он может тебя спрашивать. Ты сильно перетянул причиндалы к спине. От мозга кровь отлила."
174,"[id792886074|Maks], какие жёлуди? Им нынче комбикорм дают😂"
175,
176,"[id10818210|Ирина], боевые вепри - это круто🤣🤣🤣"
177,"а мог бы сидеть в бункере и кокаин нюхать, как один петрушка из Киева"
178,какой из них?
179,🤣Группировка 🦋🤣
180,"[id105387328|Алексей],"
181,Промолчу в
182,"Что, связь повреждена?.."
183,Вот это тамада там у них👍
184,а наш тамада когда устроил такой конкурс все промолчали))) или участников просто не показывали по телеку)))
185,"[id50869173|Макс], ваш это Зеля или порох?"
186,"[id318800984|Италий], вовчик"
187,"[id50869173|Макс], значит зеля"
188,"[id318800984|Италий], зеля не поднимал пенсионный возраст🤦‍♂️ или тебе Соловьев уже напел, что поднимал?🤣"
189,"[id318800984|Италий], не, местный"
190,"[id404201693|Любительский], потому что всё уже сделали до него. И тоже, кстати, никто не протестовал."
191,"[id53204038|Надежда], да ты что и уходят они на пенсию лет в 70, да?🤣"
192,"[id53204038|Надежда], что протестовать, когда уходишь с 60 лет, вполне адекватный возраст или нужно с 50л?🤦‍♂️"
193,"[id404201693|Любительский], я б не отказался в 50 на пенсию!"
194,Ну и молодцы
195,"[id45082811|Олег], только конченный мyдак будет так относиться к городу, в котором живёт. И абсолютно не важно, чем он оправдывает своё поведение."
196,"[id512734700|Вячеслав], а теперь посмотри до скольки возраст в рб в рф 
Посмотри на их митинг и на митинг что был в блр"
197,"[id512734700|Вячеслав], ух какой жирный ботяра"
198,Вот бы также и у нас в Киеве
199,"[id484751165|Кот], натворили уже майданщики в Киеве делов😉"
200,"[id484751165|Кот], )))"
201,"[id484751165|Кот], не, у нас в Киеве живут одни терпилы. Промытые зомби бункерного нюхача никогда не захотят свергнуть его бандеровский режим"
202,"[id484751165|Кот], так , а чо ты впустую мяукаешь ? Вперед на баррикады !"
203,"[id44025057|Наталья], как и у нас в РФ в 1991..."
204,Продолжайте🎉🎉🎉
205,Демократияяяяяяяяяяяяяяяяяяяяяяяяя🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
206,"Вот это протест, Макрон явно пойдёт на уступки."
207,"[id563571538|Эдуард], можно сказать кодовую фразу ""забрало запотело"" и через 2 часа будет тихо на улицах."
208,"[id26598811|Славик], Там такое не прокатит, уже народ вспыхнул."
209,"[id563571538|Эдуард], ещё до повышения, месяца 2 люди бунтовали и   чёт не помогло, закон приняли..."
210,"[id295011052|Виктор], Мирно протестовали тогда, а сейчас реально бунт ☝"
211,"[id563571538|Eduard], в России таких протестов очень не хватает!"
212,"[id26598811|Славик], такое только в РФ бывает, запотевает с рабами... Так забрало расшибут.."
213,"[id638721471|Vladislav], с какими рабами?"
214,"[id563571538|Эдуард], он подписал закон о повышении пенсионного возраста."
215,"[id140369588|Дмитрий], езжай во Францию, побунтуешь."
216,"[id563571538|Эдуард], ничего не изменится."
217,А де нуланд с печеньками?
218,"[id772647296|Юрий], жрет печенькь, когда наестся , вынесет огрызки"
219,Скоро успокоятся
220,Красиво )
221,"Радуются, что закон принят."
222,"Логично, нам тут таких не надо."
223,"[id87868142|Святослав], кому вам? Вам конченым дебилам? Говори за себя тупое ничтожество!"
224,"[id447705436|Гай], под шконку, унтерменш."
225,"[id87868142|Святослав], почему всякая блевота типа тебя не на фронте а на диване?"
226,"[id3403611|Ксюша], забыла где кухня, солнышко?"
227,[id87868142|Святослав] фашист обоссаный
228,"[id447705436|Гай], ну заплачь)"
229,"[id87868142|Святослав], госуслуги уже удалил, ссыкун?"
230,"[id3403611|Ксюша], зачем?"
231,"[id447705436|Гай], ты гейпидорас🤣
Мы все говорим, что ты один тут тупое ничтожество😄🤣
Чс🤷‍♂️🤣🤣🤣"
232,"[id447705436|Гай], не плачь, скоро твой муж вернётся из Грузии)))"
233,Да уж! Такие гастролеры нам не нужны! 👎
234,"[id760561645|Муха], нам вообще ничего не нужно и страна тоже"
235,"[id697571574|Anastasiya], с вами это и так ясно."
236,"[id102047680|Владимир], с вами, которые с нами?"
237,"[id697571574|Anastasiya], и с теми, кто с вами."
238,"[id760561645|Муха], гастарбайтер😏"
239,"[id697571574|Anastasiya], вам может быть! А я свою""неумытыю"" очень люблю и горжусь, что я русская!"
240,
241,"Есл честно, то не знаю кто это, но особо не расстроился"
242,"[id697571574|Anastasiya], чубатым🐖кроме лохани, мало что интересно"
243,"[id697571574|Anastasiya], мы заметили, как вы Украину просрали"
244,"Таких ссаной метлой гнать из страны, в украину"
245,Абрек восхищается ссыкливыми хохлами))))
246,Страна униженных и вечно оскорбленных рабов.
247,"[id10342020|Дмитрий], Да, Казахстан он такой"
248,"[id299786285|Валерий], ага, то то у них деелбасызация прошла. Но, унтер, за попытку хвалю."
249,"[id10342020|Дмитрий], их выпустили с рабства  ещё и показали как жопу мыть, а они по стопам Украины решили пойти , за то печенья американского покушают)"
250,"[id10342020|Дмитрий], верное описание мамбетов."
251,"Этого пидора казахского сцаными тряпками гнать из Федерации,  если это чучело выступит, депутатов этих распускать можно, вот это говно запретить надо первым делом!!!"
252,"[id8668047|Алексей], липистронная повестка придет в Ларс рванёшь?"
253,"[id41492332|Евгений], по себе то людей не суди..."
254,"[id8668047|Алексей], а я и не сужу, вот прям вижу как ты на Донбассе фишикоф тиранишь"
255,"[id41492332|Евгений], призовут потираню фишикоф,  не переживай, в МО наверное лучше знают кого куда призывать и отправлять!"
256,"[id8668047|Алексей], ой да ты гонишь, призовут, пойду, дофига я таких видел, все для фронта, все для победы, иди в военкомат и не писни тут, докажи не словом, а делом"
257,"[id8668047|Алексей], то есть это и есть показатель как работают депутаты так как иначе гнать нельзя?Все ли работают с полной отчётностью ?Как же депутаты работают интересно..есть ли коррупция?Как там у нас в Сибири и на дальнем востоке дела?Заводы платят хорошо и жёстко ли соблюдаться правила пожарной безопасности,охрана труда ?... Интересно сколько депутатов как то смотрят за домами пристарелых или домами интернатов ?Мне кажется эти вопросы тебя больше должны волновать товарищ патриот...на дальнем Востоке дорого ли морские продукты стоят ?"
258,"[id41492332|Евгений], да был на днях в военкомате,  а ты не переживай за других,  ты за себя говори... Скучно с тобой.... А ты побежишь, а ты пойди,  а ты докажи,  кому ёпти, тебе? Уймись детёнышь Навального, ложись спать и научись говорить за себя!"
259,"[id396747874|Black], ты чё куришь то? 
А как в Сибири и на Дальнем Востоке дела?  Как там платят заводы, кому платят,  что там с пожарной безопасностью???  🤷‍♂️ домами для стариков должны заниматься в соц.защите полагаю,  если тебя интересуют эти вопросы ты можешь лично проверить всё это, я не против,  я лишь о том говорю, что каждый день из Думы выходит указ или инициатива какая-то,  вот и занялись бы этим челом и ему подобными,  или ты считаешь нормальным хуес#сить РФ и тут же песенки петь и бабки зарабатывать? А потом из Казахстана рассказывать какая Россия ху#вая... И тебе если кажется,  ты крестить, тебя вобще еб#ть не должно о чём я думаю и что мне там должно казаться и быть важным.  Ага😉"
260,"[id8668047|Алексей], да ты че, был прям, не взяли? Ой че такое то, электронки то ввели зачем? Ссы в уши другому, а я за честность, топишь за Володю, что фашики и НАТО вот вот нас в рабство захватят так п я сдуй и не на е бывай, добровольцев вполне берут. Я примеры тебе привожу и говорю, не выкручивайся как проститутен"
261,"[id41492332|Евгений], ты дурачок походу какой-то, сам придумываешь что-то, сам отвечаешь себе😂 кого там куда берут, кто,кого поддерживает,  кто на кого нападает🤦‍♂️ ты хоть понимаешь о чём говоришь то?  Ну боишься ты,  против войны, да мне то пох#й ваще,  на твоё мнение и на твоё отношение к власти и к казаху этому,  чё ты мне пытаешься доказать то?  И НАТО твоё, мне тоже пох#й..."
262,Гнать таких из страны!!!!
263,Кто это вообще??
264,"[id643739464|Давос], Пивец ротом для маленьких девочек"
265,"Аким Апачев? Это который любовник Татарского и Шамана? Или это сестра Дугиной? 
Кстати, ни кто не знает, где пропали Дугина и Татарский, чет не видно не слышно их…"
266,"[id27878823|Дмитрий], мамку твою сношают, не когда им."
267,"[id27878823|Дмитрий], ждут тебя с фонарями"
268,"[id27878823|Дмитрий], кто эти люди , которых ты перечислил ?"
269,"[id27878823|Дмитрий],"
270,"[id6220934|Иван], 🚫🚷❗НУЖНО ПОЖАЛОВАТЬСЯ НА ЕГО   СТРАНИЦУ🚫❗ОСКОРБЛЕНИЕ🚫ВК ЕГО ЗАБЛОЧИТ ❗🚷"
271,"[id27878823|Дмитрий], че высер бандэровский на русском языке то пишешь? Слабо на своем хрюкнуть на всеобщее обозрение? Или ты нихрена не знаешь его🤣🤣🤣"
272,Оооо зарево пылающих патриотических пуканов освещает Камчатку)
273,Оскорбление чего или кого?)) что же оскорбительного я сказал?))
274,"[id27878823|Дмитрий], зарево уже год как твою усраину освещает"
275,Че к чему?)))
276,
277,"Сегодняшняя Родина-мать не советская старушка в красной накидке, а перекрашенная, вечно пьяная истеричка из кабаре, которой место в вытрезвителе."
278,"а нацистов коклядских истребляет,как в старые добрые😉"
279,🐽🐽🐽
280,"[id793796764|Андрей], не в красной а в жовто-блакитной😏"
281,А батька Бандера опущенный зек погоняла Сопля...
282,"[id21554408|Pavel],"
283,"[id720451009|Kay],"
284,"[id720451009|Kay],"
285,Основания появятся перед второй волной мобилизации
286,Пока нет.
287,"Не верьте ничьим заявлениям. Сейчас апробация на срочниках, и совсем скоро — полноценная и массовая работа с мобилизованными. Тем более, что мобилизация не закончена, указа о завершении нет."
288,"[id320852997|Елена], иди помой попку"
289,"[id320852997|Елена], кыш в подвал"
290,"[id320852997|Елена], иди уроки делай, тут взрослые без тебя разберутся"
291,говорят одно - делают наоборот
292,"[id200993237|Дмитрий], они уже 23 года говорят одно, а делают наоборот."
293,"[id200993237|Дмитрий], сейчас нет
Завтра есть"
294,"[id683212947|Котов], что выложил то!?"
295,"не ходите в военкоматы, вам там что медом намазано? пусть депутаты валят воевать и их дети."
296,"Оснований нет, а рассылки есть...
так и живём 🤣🤣🤣"
297,"[id259404569|Ярослав], нет рассылок, хохлозавр"
298,"""Мы не будем начинать войну с Украиной"" 
""Мы не будем начинать мобилизацию"" 
""Мы не будем вводить электронные повестки"" 
""Мы не будем всем отправлять электронные повестки"" 
*вы находитесь здесь* 
""Мы не будем сажать на 15 лет за уклонизм"" 
""Мы не будем расстреливать за уклонизм"""
299,"[id582640605|Дмитрий], хватит подкидывать идеи."
300,Судя по визгу и истерике либерах хороший закон нужный!
301,"[id87868142|Святослав], с фронта пишешь?"
302,"[id107769275|Дэвид], а ты то почему не там? Почему кровушку свою за нациста - наркомана не проливаешь"
303,"[id241066714|Иван], Неонацики."
304,"[id87868142|Святослав], сам то когда туда собираешься? Я то вернулся  уже оттуда."
