,0
34,🤣🤣🤣
35,"[id71929703|Кайрат], само целомудрие!"
36,"[id71929703|Кайрат], насосали Куличи )🤣🤣🤣"
37,"Просто как в анекдоте - когда встают на колени в храме,  рефлекторно рот открывается"
38,"Утром съела ты кулич, ну а ночью suck dick bitch!"
39,Инстакилограммщицы
40,KORS .pw детское! (Набирай в браузере слитно)🔥🔥🔥👌😈
41,KORS .pw детское! (Набирай в браузере слитно)🔥🔥🔥👌😈
42,Эти чушки не так выглядят на самом деле
43,"Аххаа ппц 🤣🤣🤣🙌буду теперь знать), когда кто ниб будет на моем районе ✌🙌👍🤣😆"
44,
45,Травма без выходных работает
46,В районных поликлиниках всегда дежурный врач присутствует.
47,"В поликлинике,
логичный вопрос последует-""где она, щас подойду"", с котом так же, лох неопытный отмазывался, надо говорить так:""я с женой/подругой по делам мотаемся"", Никто, в своем уме, не захочит связываться с бабой, которая напрягла дела делать 😉"
48,🤣
49,😅
50,Нет
51,Иисус бы не одобрил
52,
53,И за бесплатно не нужен
54,
55,detuwku tg —--> WZX40
56,"Я тут за 150 то купил маленький по типу ромовой бабы, жаба давила потом ещё два дня. Но вкусный был сука😑"
57,detuwku tg —--> WZX40
58,Корейский шашлык 😏🍴
59,хех
60,
61,"[id792750709|Ragil], тебе все не уняться?"
62,Как то не смешно......
63,"Лааадно, так и быть, с этого мема можно не смеяться, я разрешаю😌"
64,"[id171839222|Виктория], Тронут!Спасибо...."
65,
66,
67,Пересеклись кавказцы и корейцы.
68,Да чтож за люди вы такие. Кадыров тоже человек. И не важно что отца своего продал идиотам
69,"[id642606|Tokha], каким боком тут кадыров?"
70,"Собака пойдет на шашлыки, и поросенок пойдет на шашлыки. Похожие фразы, но какие разные судьбы!"
71,Профессор Ксавьер совсем поехал
72,"[id146285509|Виктор], тоже удивился, что это он, а может двойник?🤔"
73,"[id146285509|Виктор],"
74,"[id101422505|Алексей], 😂"
75,Так вот почему рак красный стал🤔
76,"[id195628944|Сергей], кровит жопа"
77,так он же ей очко порвет
78,"[id768346228|Алеся], ТЫ ЖЕ ДЕВОЧКА , ТЕБЕ НЕ СТЫДНО ?????"
79,"[id132408694|Евгений], уверен, что там девочка, а не условный 40летний мужик?"
80,"[id132408694|Evgeny], так очко порвут не ей, чего стыдиться?)"
81,"[id780806137|Anke], так ей уже 100 пудова сРАКотан расху@ячили в хлам ."
82,"[id15770455|Денис], я робот тебе пи з да кожаный"
83,
84,"[id243400790|Fyodor], раком — новенькое? А до этого они за руки держались и только?)"
85,Пусть пойдёт на гору и свистнет!)
86,
87,
88,🤣
89,"Скоро вернутся остатки мобиков половинками, будет повод создать новую Камасутру"
90,"[id139435516|Роман], скоро вернутся мобилизованные и я бы очень хотел, чтобы ты с ними встретился и повторил свой высер"
91,"[id645774486|Stas], да не, скорее, ты отправишься следующей партией мяса, на мясные штурмы ."
92,
93,понял
94,Лишь бы не мобилизация😈
95,"[id116565331|Миша], а если все же... То что сделаешь?"
96,"[id31880559|Андрей], тебя пошлю, у меня медотвод - комисар сам лично сказал что не возьмёт, даже если проситься буду)"
97,"[id116565331|Миша], ммм.. Сильно"
98,"[id31880559|Андрей], а что он еще сыну скажет😄"
99,"[id116565331|Миша], не должно быть"
100,"[id116565331|Миша], геев не берут?"
101,"[id723149961|Борис], их на передовую, чтобы на зад не смотрели..."
102,"[id116565331|Миша], а ты откуда знаешь? Тебя же не взяли"
103,"[id723149961|Борис], я твоего отца там встречал!"
104,"[id116565331|Миша], где?"
105,Хорошия попытка.
106,Скоро повестки будут на ват сап приходить
107,"[id283900759|Бессмертный], иди нахуй черт ЕБУЧИЙ"
108,"[id283900759|Бессмертный], хорош им идеи подкидывать"
109,
110,"[id283900759|Bessmertny], зачем им что-то присылать, если они просто могут сказать что повестка была но ты её не увидел😉"
111,"[id283900759|Бессмертный], шутки шутками, но мне по ватсапу военком звонил"
112,"[id283900759|Бессмертный], ору)"
113,"[id39551483|Никита], какую ещё сальную историю расскажешь?"
114,"На жопе шерсть, хоть редко, но своя."
115,Уже баян
116,
117,"Сыкуны покинули чат)))
Или пишут за троих))
А и цыпсо!🤣🤣"
118,"[id151309163|Максим], так и есть, повсюду эти сатанинские группы с ципсошными ботами сейчас...( ведь реальная поддержка СВО среди 90% граждан, в вестях недели говорили. Поэтому у нас в военкоматы такие длинные очереди из добровольцев."
119,"[id669637524|Мирослав], очередь была настолько длинной,что мужики ещё один военкомат построили ,дабы  не стоять в ней"
120,"[id669637524|Мирослав], говорят кур доят"
121,"[id16698045|Александр], 🤣🤣🤣👏"
122,Хохлы!!!вы ж санкции ввели против ВК??что вы здесь делаете???
123,"[id151309163|Максим], а что наш экс-президент делает в Твиттере? 👀

А депутаты в ТГ ?"
124,"Ты уже два раза обосрался,дурачек"
125,
126,Я первый?
127,Второй
128,"[id588557337|Иван], сезон?"
129,"[id333208583|Александр], ага история о том как горшок проводит тур в загробной жизни вместе с цоем"
130,Какой сериал?🤪
131,"[id171839222|Виктория], улицы разбитых фонарей"
132,Советую сходить на курсы по вкуриванию рофлов🤓
133,"[id171839222|Виктория], не пойду."
134,"[id753879439|Brain], пхахахахаха 🤣👍"
135,"[id171839222|Виктория], он там преподает😎"
136,Поклонники киш уже бичи давно)
137,"[id45062495|Антон], уверен? Не смеши и скройся)"
138,"[id631139775|Ник], ну судя по ответу, я точно был прав)"
139,"[id45062495|Антон], а судя по твоему коменту ты человек какой то неадекват"
140,"[id631139775|Ник], ок бро)"
141,"[id45062495|Антон], что за бред? У КиШ-а прекрасные стихи. Чтобы заявлять такое, сочини хоть что-нибудь подобное."
142,"как поклонники секс пистолз смотрят 

когда КиШ называют панками......"
143,"[id204511110|Сергей], секс пистолс позеры а не панки"
144,"[id188764267|Ctrl], да да да)"
145,"[id204511110|Сергей], о и то говно"
146,"[id204511110|Сергей], панк - это самая демократичная музыка на свете."
147,"А я начала их слушать за пару месяцев до выхода сериала. Даже удивилась,что только начала слушать что-то новое(для себя), а тут и сериал про группу."
148,"[id11383022|Анна], не верь сериалу!!! 🤮🤮🤮"
149,"[id11383022|Анна], как сериал называется, подскажите😁"
150,"[id83857136|Юленька], Король и Шут"
151,"[id697684534|Артём], да с чего вдруг?!"
152,"[id697684534|Артём], действительно, там первую жену Князя не показали и как Горшок зубы обрёл. Ну и с датами напутали. А сказка? Ну да приплели"
153,"[id911707|Дмитрий], да это не документальный фильм. Поймите. И показать в 8-ми сериях всю их долгую историю - не реально! Концовка компенсировала все недостатки!!!"
154,"[id476476856|Винсент], компьютерная графика про панков - ХА!!! 
Во-вторых, на хуя современной молодёжи такую сразу негатив про Горшка вываливать?!? Это нетфликс снимал?!?...
Про Кобейна и Сида и то правдивей фильмы были...."
155,"[id11383022|Анна], сериал парашей вышел"
156,"[id697684534|Артём], не вижу негатива про Горшка. Он был таким! И был лучшим! Я не стал к нему относиться хуже после сериала, а даже лучше."
157,"[id83857136|Юленька], Интерстеллар"
158,😆😆😆👍
159,
160,
161,"[id223438316|Карпов], Что?"
162,Что за сериал?) песни у них норм))
163,"[id79002952|Юлия], Сериал так и называется как и группа"
164,"[id22556829|Гоша], благодарю)"
165,"[id22556829|Гоша], а как?"
166,"[id6848214|Стефан], Король и Шут"
167,
168,не думал что свиньи могут жаловаться на что-то
169,"[id135964286|Ирик], как раз они и могут)"
170,"[id3903105|Наташа], не обижайте свиней)"
171,"Не говорите мусульманам об этом, тем более во время постА…"
172,"Справа оригинал, слева нейросеть."
173,"[id54238311|Роман], да ладно?!"
174,"[id681706135|Людвиня], что мне ответить на твой тупой вопрос?"
175,"[id54238311|Роман], вопрос исторического характера"
176,"[id54238311|Роман], справа живая, слева обрисованная"
177,"[id54238311|Роман], спасибо, мы все нуждались в пояснении"
178,"[id630966755|Саид], я хотя бы не придумываю факты из воздуха. Кто все то?"
179,да ты шо
180,Все уже знают.
181,"Я согласен с жирухой   
Это проститутский образ женщины .такие рисунки только деградирают и развращают нашу молодежь ."
182,"[id705160298|Dmitry], судя по всему ты деграднул нехило."
183,"[id705160298|Дмитрий], 🤦‍♀️"
184,"[id705160298|Дмитрий], живёшь по принципу нет лучшего влага... ща чем оч... о товарища? 😁🤣"
185,"[id705160298|Дмитрий], а сам лысого гоняешь втихаря на эти образы ))"
186,"[id705160298|Дмитрий], а такие свиноматки? 😂😂😂"
187,"[id314918820|Дмитрий], пахнет хуже, за то заходит туже)"
188,"[id705160298|Дмитрий], то есть справа дева Мария?"
189,"[id705160298|Дмитрий], деградируют только колени, печень и сердце то обилия жира."
190,"Бегом забирай себе это сокровище, не дай бог такую заберут)))) интеллектуал ты наш)😂😂😂"
191,"Ну да, скоро Реал не будет торкать"
192,Фу мразь фиолетовая
193,"Когда агрессивные жиробасины, закомплексованные примут то, что есть стройные девушки?"
194,"И ту, и другую - в мясорубку бросить."
195,"Куда такие мерзкие ляхи, жирные фууу"
196,"[id664984503|Наталья], наушники"
197,"[id508932855|Аркадий], ?"
198,"[id664984503|Наталья], тебе не понять"
199,"[id508932855|Аркадий], ну да ну да, не для идиотов 😏"
200,"[id508932855|Аркадий], сфетофор"
201,
202,год отслужить в армии лишение жизни?
203,"[id239185954|Егор], малыш, какая блть армия, всех на войну отправляют на фарш 😆"
204,"[id77395204|Максим], где написано что повестки будут рассылаться на сво?"
205,"[id239185954|Егор],"
206,"[id239185954|Егор], а ты думал зачем это придумано?"
207,"[id156993|Руслан], что бы резерв пополнить, и это делает не только Россия, другие страны тоже начинают наращивать резерв"
208,"[id239185954|Егор], а почему раньше резерв как-то обходился без электронных повесток, без ограничения выезда за рубеж, без блокировки водительского удостоверения и т.д.?"
209,"[id77395204|Максим], точная инфа 100%? всех это кого ну все 20 миллионов отправляют или как?"
210,"[id156993|Руслан], так потому что временна тяжёлые, не логично? если бы хотели всех мобилизовать, закручивали бы гайки перед СВО, готовили бы почву"
211,"[id77395204|Максим], служил друг срочную службу , не куда их не отправляют , а хочешь на фронт подписывай контракт и иди !!"
212,Расия👍
213,"""Мы не будем начинать войну с Украиной"" 
""Мы не будем начинать мобилизацию"" 
""Мы не будем вводить электронные повестки"" 
""Мы не будем всем отправлять электронные повестки"" 
*вы находитесь здесь* 
""Мы не будем сажать на 15 лет за уклонизм"" 
""Мы не будем расстреливать за уклонизм"""
214,"[id131261110|Сергей], идиот, иди на х**."
215,"[id22330067|Дима], петухам вообще слово не давали, иди кукарекай дальше, придурок. петушара"
216,"[id436681414|Andrey], тогда не кукарекай тут"
217,"[id780806137|Anke], ой, жаба нарисовалась! хорош квакать! даже смешно. иди принца искать, он тебя и трахнет."
218,"[id436681414|Andrey], мой принц тебя трахает. Поэтому ты спряталась. И очечки черные носишь (стыдно смотреть)."
219,"[id436681414|Андрей], ебло стяни, хуесос, все по факту там написано"
220,"[id162288242|Андрей], что-то я твоего е*** не наблюдаю. отсасываешь, что ли? п*******."
221,"[id436681414|Андрей], исключительно в твоих пидорских фантазиях. А реальность такова, что тебя сейчас ебет вонючий бомжара"
222,"[id131261110|Сергей], Почему же не будем начинать войну с Украиной? Это твой Зелибобик обещал договориться. А Россия ничего не обещала. Мы обещали поставить вопрос о вашей государственности)"
223,"Никогда нас не обманывали, и вот опять)) Говорили что со следующего начнут"
224,"[id173271927|Антон], ага, именно поэтому приняли за 1 день, что б отложить на пол года)"
225,"[id173271927|Антон], Прямо говорили, что с этого призыва будут электронные повестки. А что плохого то?"
226,"[id173271927|Антон], А в каком месте вас обманули? Вы сперва научитесь читать, а потмоу же вякайте. Вы знаете что такое ТЕСТОВЫЙ РЕЖИМ?"
227,"[id173271927|Антон], Это тестовый режим , вы вообще в курсе что это такое ? Потому что иначе бы вы осенью ныли , что в России ничего не работает"
228,"[id173271927|Антон], Да уж, ну удали госуслуги, бумажку тебе всё равно принесут так как их не отменяли, не получится больше уклоняться от срочки и я считаю это правильно!"
229,"[id789978976|Ангелина], дело не только в срочке)"
230,"[id173271927|Антон], ну когда вас обманули то, емае? формат тестовый, запуск осенью, все как и оговаривалось раннее"
231,Потом будет тестовая отправка в окопы и тестовый груз-200
232,"[id193008050|Valeria], бетта версия"
233,"[id193008050|Valeria], уже вовсю тестируют, опоздала ты"
234,"[id162288242|Андрей], хорошую игру разработчики придумали 😂"
235,"[id165239635|Дмитрий], а сохранения где, или чекпоинты, разрабы мудилы, игра дно, нету баланса"
236,"[id187511059|Роман], Сохранение есть , только называется по другому , захоронения"
237,"[id193008050|Valeria], да не. Часто в армии просто пытаются уговорить подписать контракт. На это и рассчитано. А также на то, что будут уже готовые и недавно отслужившие к следующей волне"
238,"[id193008050|Valeria], кто эти 30 чел кто поставил тебе лайки...Люди реально очумели от ципсотной информации... Тебе так сложно сходить в военкомат и подать о себе сведения вединый реестр ?"
239,"[id731382058|Марьям],  зачем их подавать ? Кто хочет пусть идёт воевать"
240,"[id193008050|Valeria], Что значит потом? В Украине она не прекращалась😂😂😂"
241,"[id193008050|Valeria], Это в Украине давно уже тестируется такая штука. Больше года. 
там прям с улиц хватают и в окоп отправляют тестировать"
242,По электронным повесткам и служба должна проходить тоже электронно.
243,"[id185549355|Александр], а по бумажным в бумажном виде ?"
244,"[id309015368|Игорь], диктант писать )"
245,"[id185549355|Александр], да? Какие же мужики трусы стали , про граждаеский долг стране не слышали ? Наши делды тоже должны были эоектронно защищать старну ?"
246,Граждаеский делд эоектронно защищал старну!
247,"[id731382058|Maryam], Так а почему бы вам например не повоевать за страну ?"
248,"[id7898246|Dima], Просто повоевать. На страну никто не нападал, чтобы за нее воевать. 
Напоминаю, вы так же за ""страну можете повоевать"" в чевека вагнер в Африке. Там тоже угроза расии"
249,"[id185549355|Александр], Повестки приходить будут точно в срок, как и положено."
250,"[id185549355|Александр], вы же понимаете что вы видете себя как дауны, все одинаковую чушь пишите, ну либо это информационная война в сторону России, очень грамотно работает"
251,"[id731382058|Марьям], ну за тебя может твои деЛды воевали))))) Иди нахуй ещё раз)))))"
252,"[id730010888|Елизавета], повсюду агенты госдепа, заполонили Россию-матушку"
253,"вот вам и диджитал услуги. умрите за путина, быстро и удобно"
254,"Горжусь своей страной, мобилизация через интернет, вот кэйф"
255,"[id485086290|Иван], Мобилизации в стране с ноября нет, а у вас всё никак очко не разожмётся) Кстати, - если живёшь в Украине, пеерзжай, а то и тебя мобилизуют)"
256,"все идет по плану, это они еще ничего не начинали прост"
257,"[id6600258|Илья], Да, Россия ещё ничего не начинала. Хотите посмотреть что такое ""начать по полной"" - смотрите в интернете ""бомбёжка Югославии"""
258,"[id6600258|Илья], Все идет по плану. Срочная служба. Как и обычно весенний и осенний призывы. Просто будут тестировать новую систему"
259,"[id707491882|Наташа], Ботяра конченая"
260,"На повестку по электронной почте, я пришлю фото - как свою персональную явку 😅😅😅"
261,"[id682776901|Анатолий], тогда и служить предлагаю тоже в электронном виде - в CS 1.6 :))"
262,"[id156993|Руслан], я им скриншоты отослал на выплаты ветеранских за боевые действия в wot)))"
263,"[id156993|Руслан], огонь ответ!!! 🤣🤣🤣🤣🤣"
264,"[id156993|Руслан], а если в бумажном ,то как?"
265,"[id682776901|Анатолий], не смешно , мужик ) Точней каой ты мужик, если не понимаешь, что есть такое понятие гражданский долг стране отдавать - защищать ее?"
266,"[id682776901|Анатолий], На повестку в электронной форме хохол не обязан никак отвечать) У вас отлов идёт сетками и наручниками - на улицах)"
267,"[id682776901|Анатолий], а еще ты можешь не писать одну и туже чушь везде, тоже будешь умнее, прикинь"
268,"[id731382058|Марьям], на фронте есть места и для женщин. Сама-то чего не творишь добро для Родины, а только чужими руками пытаешься казаться хорошей?"
269,"[id682776901|Анатолий], у ЦИПСО явно фантазии на большее и не хватает😂 каждое второе сообщение такое вижу😂"
270,"[id682776901|Анатолий], никто таким заниматься не станет, да и тем более почему люди у нас вопросы электронного документооброта воспринимат так в штыки?"
271,"Норм тема же . Его бабки забрала,ещё выеб.вается"
272,Шщщикааааррна!!
273,"[id5590405|Виталий],"
274,"Пошла за шерстью, пришла стриженой!"
275,"Ахах ,так ей и нада , может теперь эти любительницы халявы хоть немного задумаются , если есть чем думать"
276,"[id508212337|Viktor], какой халявы?! Она была актрисой, работала, у них двое детей, она поймала его на измене, так же вопрос стоит про изнасилование, и подала на развод. Но у местных огурцов с кредитной Киа Рио, конечно, мысли только об одном 🤦🏼‍♀️"
277,"[id50856841|Татьяна], была актрисой 🤡"
278,"[id23549389|Виктор], сложно представить, ога. Ведь хочется позлорадствовать"
279,"[id50856841|Tatyana], пусть поплачет в суде. 
Хм, зачем насиловать женщину которая и так даст?"
280,"[id50856841|Татьяна],"
281,"[id50856841|Татьяна], вы не поняли о чем я!! Суть в том чтобы была!! Значит сейчас никому нах ненужна, пустышка!! Вот и хочет откусить кусок"
282,"[id23549389|Виктор], а вы считаете, что она должна разъезжать по миру на съемки с двумя малолетними детьми? Кстати, ваша благоверная сколько в семью приносила лет 5 назад? Только не прикрывайтесь декретом, плиз. Второе. Почему если между карьерой и материнством она выбрала семью - она пустышка. Есть какие-то конкретные мнения, кроме лирики и зависит к большим деньгам?"
283,Тоесть все атрисы повашему бездетные?
284,"[id23549389|Виктор], то есть, это ее выбор. Можно сразу после роддома бежать на сцену. И много вы знаете актрис с двумя детьми до 5 лет, которые активно снимаются?"
285,"[id50856841|Татьяна], стандартно, шаболды оправдывают шаболд)) чувствуют опастность, разводить лохов становится всё труднее и труднее))"
286,Хорош
287,"АКА, А КАК ПОДНЯТЬ БАБЛА? 
ПЕРЕПЕШИ ВСЁ НА МАТЬ, ВОТ И ВСЕ ДЕЛА"
288,"[id151037084|Марк], азино 3🪓🪓🪓уже не канает🤣🤘🏼"
289,Кармой по лицу провели.
290,"АДМИН НЕ В ТЕМЕ, ему лишь бы накинуть
Хакими изначально все на мать оформил еще задолго до своей женушки"
291,"[id497452|Alan], и чё?"
292,"Я только не понял, если она рассчитывала отсудить половину как совместно нажитое, почему она не знала на кого это всё оформлено? Значит не совместно нажитое и она не вносила свои финансовые расходы"
293,"[id16398421|Дмитрий], дак может не расказывал на ком все, либ спецом пи3дел что на нем все"
294,"[id16398421|Дмитрий], верно говоришь, ☝️"
295,"[id137933063|Алексей], так если совместно нажитое и она вносила свои средства при покупке, как она могла не знать"
296,"[id16398421|Дмитрий], совместное не совместное, законов там мы не знаем, мб там подругому все. и сомневаюсь что она там что вносила"
297,"[id16398421|Дмитрий], ты похоже не знаешь, что такое «совместно нажитое»"
298,"[id472597668|Christophe], ага, и про то что в судебном порядке ещё придётся подтвердить доход, который позволял тоже вносить свой вклад в приобретение чего-то. При грамотном юристе, можно отстоять своё имущество"
299,"[id16398421|Дмитрий], как же ты шаришь за законы Франции"
300,"[id472597668|Christophe],"
301,"[id16398421|Дмитрий], он просто на Дмитрия Тарасова насмотрелся, и также сделал."
302,"[id16398421|Дмитрий], ну некоторые особо хитрожопые,считают что совместно нажитое"
303,Шах и мат.
304,"Не то, что переиграл и уничтожил...
А расщипил на кварки"
305,"[id164112742|Дима], а вы думаете, она подала на развод после обвинения его в изнасиловании - это способ подзаработать с ее стороны?"
306,"[id50856841|Татьяна], пока факт изнасилования не доказан, нельзя осуждать человека. Тем более поговаривают, что это все развод с её стороны. Якобы она подстроила все это. И обвинения скорее всего ложные. Оговорили человека, что бы у нее был резонный повод подать на развод и забрать кучу бобла. Но у нее не вышло…."
307,"[id9948715|Юрий], но и по головке не погладишь после такого 😬👌🏼"
308,"[id50856841|Татьяна], я всё могу понять,но не могу понять зачем насиловать свою жену🤔это как вообще"
309,"[id436999223|Вен], не ее"
310,"[id50856841|Татьяна], он кого то другого изнасиловал,и она подала на развод?типа из за измены что ли?)"
311,"[id436999223|Вен], в некоторых сми нашла такую информацию"
312,"[id50856841|Татьяна], ясно...Санта Барбара в общем."
313,"[id436999223|Вен], ну да, ещё говорят выше, что это она и подстроила, жена, но такую информацию пока не смогла найти"
314,"[id50856841|Татьяна], да угомонись уже, не вывезешь"
315,
316,"[id71929703|Кайрат], Панин вошел в чат"
317,
318,"[id695961188|Vitaly], с шуткой опоздал на пару лет)"
319,"[id780806137|Anke], всегда актуально)"
320,"Дайте ему тоже тряпочку, пусть трет"
321,"""Тулунский маньяк"" Шувалов изнасиловал 27 девочек и женщин.
Шесть из них были несовершеннолетними.
Двух своих жертв маньяк убил.

Шувалову дали 24 года.
На год меньше, чем Кара-Мурзе."
322,"[id14605918|Anastasia], судя по твоей странице ты несешь такую же чушь как и российские СМИ)"
323,"Дайте название трека, пожалуйста"
324,"[id260528841|Владислав], B.O.T.A. (Baddest Of Them All) by Eliza Rose & Interplanetary Criminal."
325,"[id229626429|Кирилл], спасибо большое"
326,
327,"наш вытаскивает тряпку из тазика и ""моет"" пол возюкая тряпку по полу)"
328,За матерью повторяет.
329,
330,Здорово.😆
331,":вам какой бензин?
:95 конечно же я на машине не экономлю"
332,"[id343870784|Роман], на кой вообще авто? Сейчас вы рискуете трижды🤢🤷‍♀️"
333,"[id746644624|Ульяна], а вы способны пешком пройти хотябы 20км в день?"
334,"[id746644624|Ульяна], точняк. Пешочком ,дорогие мои, пешочком!"
335,"[id343870784|Roman], если никогда не ходил, то будет тяжело. Но привыкаешь быстро.
А машины и правда не особо нужны. 2\3 водителей ездят между работой, магазином и домом. На работу нормально дезжаешь на общественном транспорте. Из магазина и вовсе доставку можно заказать."
336,"[id780806137|Anke], машина только в городе не нужна и то если тебе ездить недалеко. А представьте себе люди и в деревнях и сëлах живут где от маназина до дома 10км и нет общественного транспорта"
337,"[id780806137|Anke], да и в городе бывает что люди от работы живут за 10-15км это час езды на автобусе, а на машине 15-20 минут, это без учëта пробок естественно"
338,"[id343870784|Roman], я ездил на электричке в соседний город на работу. И на автобусе ездил. Один раз пришлось идти пешком вдоль железной дороги через лес 32км =)
На машине комфортнее, может быть. Но всё равно 2\3 машину купили просто что бы «всё как у людей, а то чо я как нищеброд на автобусе»."
339,"[id746644624|Ульяна], Momentu mori! 🤢💀  Пешком надёжнее❤😎"
340,"[id780806137|Anke], да не, просто машина это реально удобно сел и поехал когда тебе надо и куда тебе надо. И ни от кого не зависишь ни кого не ждëшь"
341,"[id343870784|Roman], так и я удобно сел на задний диван такси и поехал куда надо и когда надо (если очень хочется кофорта) =)"
342,Пятигранник перевернули ебаный
343,"[id718461181|Иван], зачем видео со своим отчимом выкладываешь дура"
344,"Побит, 
но не сломлен!"
345,Соточкой залейте мне ещё в космос лететь
346,"Ты как , нормально?- Ща кофейку бахну и намана...👌"
347,"Солнце взорвется через 4,5 миллиарда лет, а эту пафняцкую картинку так и будут постить"
348,
349,"Не бита, не крашена, к продаже отпидорашена"
350,Эйс Винтура розыск домашних животных по русски???
351,Дмитровское шоссе.
352,Крипота
353,😆😆😆
354,
355,"Не твой, а наш."
356,"[id258278766|Надежда], всё правильно товарищ"
357,"[id258278766|Надежда],"
358,Б.Ю. Александров соблазнил😂😂😂😂😂
359,О волшебная ракушка
360,когда ты диабетик и сахар упал до 3 ммоль/л
361,А из какой серии кадр?
362,Вишнёвый видимо сырок🤣🤣
363,сложно
364,Это дырки тупые
365,
366,"[id12937086|Катя], ничеси)"
367,
368,"[id12937086|Катя], ну,скажем так,от девушки я не ожидал такой комментарий"
369,"[id300069491|Alister], хм, обычный коммент"
370,Дева с шестом перегнула палку😂😂😂
371,
372,"[id4078772|Марина], и поставила жирную точку в своем выступлении"
373,
374,"[id41860506|Илья],"
375,"Капец ,аж смотреть больно было 😑"
376,"Шлагбаум и мешок ржомба конечно , но вот мимо мата на стадионе это больно."
377,"[id487347838|Baer], с мешком вообще корка🤣🤣🤣"
378,"Из-за вас вспомнила старую новость, как девушка высунулась из окна движущейся машины и врезалась головой в дорожный знак, летально. Вмятина была серьёзная."
379,"[id501068824|Наталья], знак то починили хоть?"
380,"[id501068824|Наталья], это был естественный отбор"
381,"[id501068824|Наталья],"
382,Да это у всех так
383,
384,🤣🤣🤣
385,
386,"[id796564413|Chantee], зачем оставлять всратые чиркаши на фотках?"
387,"Ага, и хоба, а там лопасти"
388,
389,"[id198462338|Oleg], что ботва хотела сказать этой фоткой?"
390,"[id198462338|Олег], это ты на фотке?"
391,"[id198462338|Олег], Ламберт Ламберт, хе* моржовый. Ламберт Ламберт вредный ху*..."
392,Дядя не надо
393,"[id594551833|Канат], сказал канат🤣🤣🤣"
394,"Так будем мы вместе 
Так будем мы рядом
 С тобою всегда"
395,"[id168693090|Александр], ага"
396,"[id168693090|Александр], Всегда это другой таксист🤣"
397,
398,"[id456938669|Лорд], 😁ждал этот коммент"
399,Пропела))
400,"Очень смешно смеяться над чуждыми именами. 
Но по факту надо плакать, что количество иммигрантов скоро превысит количество рождающихся"
401,"[id17681196|Тимур], зачем? Хорошо же - дешёвая рабочая сила, дешёвые товары"
402,"[id39204787|Alexander], этнические преступные группировки, диаспоры... Хорошо же?"
403,"[id780806137|Anke], я с ними прекрасно работаю уже много лет. И это стереотип...скорее всего ими самими и созданный, чтоб их пи&#ить перестали. Было одно время...лет 20 назад - теперь это не так. Есть неработь, которая нуждается в депортации-это безусловно. Если от них избавиться-от всех неработающих граждан мужского пола от 21 до 40 лет, не важно какой национальной принадлежности. Будет лучше чем в Китае. И срок от 2 до 7 лет за рождение ребёнка вне брака. 👍🏻"
