,0
22,"Не спорю. Вы не поймите не верно, я уважаю право верунов на заблуждения и переубеждать никого не собираюсь. Однако я как атеист имею ровно такое же право шутить над этим, тем более уж живя в стране где куча Мусульман и хватает представителей другой веры, мне как стороннику скепсиса тоже не мало приходится огребать морально а то и физически. Ведь религиозные люди такие порой смешные, я видел кучи верунов которые кидаются на тебя за то что ты изъясняешь свою точку зрения (не путать с навязыванием, осуждаю во всех проявлениях) но ещё не видел ни одного атеиста который бы кидался на веруна. Хотя временами хочется. Поясняю а то сейчас набежит кучки неуравновешенных дегроидов которые будут меня отвлекать своими высерами"
23,👍😘
24,"Какая лапочка  ,спасибо Люди!!!"
25,
26,"[id11417754|Денис],"
27,
28,"Спасибо тебе, Человек! Бог творит добро руками таких Людей!"
29,"[id5799871|Юлия], бог .... Бог его заразил часоткой, сломал лапу. И оставил погибать."
30,"[id246774868|Алёнка], яжатеисты подъехали?) Давайте просто каждый останется при своем, я вам свои убеждения навязывать не собираюсь."
31,"[id5799871|Юлия], вам правда глаза колит, ответить нечего же"
32,"[id246774868|Алёнка], ну пусть так, если вам от этого легче."
33,"[id5799871|Юлия], ну вы же на личности перешли, а я констатировала факты лишь."
34,"[id5799871|Юлия], верующие все хабалистые?, мне не легче... не тяжелей."
35,"[id246774868|Алёнка], ну и замечательно! Пусть у Вас будет все хорошо."
36,"Дело не в боге,все куда проще. Есть белое и черное,т.е. добро и зло.  Тут помогли добрые люди. И не стоит обращать внимания на петушков,которые правоцируют людей верующих и наоборот ."
37,"[id246774868|Алёнка], Поддерживаю."
38,"[id246774868|Алёнка], Забей все как всегда, что то хорошее - бог спас, плохое - наказал , ну или на все воля..Религиозники никогда не поверят что люди могут быть хорошими."
39,
40,"[id208686364|Наиля], а какой красавец вырос👍👍👍👍"
41,"Хорошо что есть
такие люди которые любят животных уважаю."
42,Стань пешкой в королевской игре))))
43,Аватарка из игры великий султан 🤭
44,"Пост не мужчины, но каблука"
45,"Жена сразу разведется, если подарю такую йухню 😁"
46,"Это делается для себя, в первую очередь) А, если через год появилась такая небрежность к партнëру, то грош цена таким отношениям."
47,"[id2901305|Юлия], или она только притворялась"
48,"[id32484112|Дмитрий], и такое бывает."
49,"Ну да, не кому не хочется быть обезьяной. Хотя бывают и такие."
50,Думаю решающее значение в любви должна иметь не степень волосатости ног.
51,Детский бред для тиктока
52,"Ага, моя бывшая тоже так думала."
53,Трюки
54,Даааа Уж.....
55,Мерзкая тëтка.
56,
57,Нижняя подпись-зачем ты все портишь?! Просто для чего ты там?
58,"Эх, на первой фотке почти идеальные карты, только пяточку оторвала🤣"
59,Там в Америке все с большими ртами иконы😏
60,Раньше не любил но когда она призналась что является фанатом Манчестер Юнайтед! Богиня!
61,И кто её назвал иконой?
62,"Шляпа, есть куда круче звезды и внешне и по игре!!!"
63,"Случай на американской заправке.

🤡 — в США хорошо живут, как в кино, готовые эпизоды можно вставлять в любую мелодраму"
64,"Иконой стиля были советские артистки Серова, Орлова, Целиковская, Жеймо. Делали прически как у них, платья, носочки."
65,Интересно и по какой причине арестовали?
66,"[id20340939|Сергей], по настоятельной просьбе западных партнёров, разумеется)"
67,"[id20340939|Сергей], они сайты НАТО положили, спец службы обидку кинули, не могут же 18 летние победой  перешагивать Хенералов лампасников"
68,"[id12899852|Андрей], это которые с нами руками хохлов воюют?🤣"
69,"[id20340939|Сергей], чтобы госуслуги не положили. Профилактика."
70,"[id20340939|Сергей], например, да"
71,Я вам сейчас скажу откуда совершали взлом
72,Теперь ему взломают жопу🌚
73,
74,"Анонимусам лет 5 не меньше. Это он что - начал профессионально сайты взламывать в 13 лет?
Вброс какой то опять"
75,"[id389033658|Vasya], анонимусам 20 лет). А поймали не хакера а админа их тг канала, вброс крч"
76,Это гон
77,И поменьше таких людей которые так засерают  окружающую среду
78,🤝👍👋
79,Гудрон🤣🤣🤣
80,"[id4605451|Станислав], Ну а как его ещё назвать? Откуда достали - тем и назвали 🤣"
81,"[id106135386|Ленчик], мазут"
82,"[id209353819|Николай], гудрон это и есть мазут по сути."
83,"[id668723917|Evil], по хуюти. Гудрон застыл бы давно."
84,"[id209353819|Николай], хуелай хуишин."
85,"[id209353819|Николай], душнила."
86,"[id668723917|Evil], а ты тyпой eблан"
87,"[id209353819|Николай], ой,мне так обидно😭😭😭"
88,"[id668723917|Evil], крепись"
89,"[id209353819|Николай], маме расскажешь."
90,А кличка у пса Гудрон была до этой ситуации или после?! … 😅
91,"[id29536889|Юрий], явно после"
92,"[id29536889|Юрий], интересно, а Юрий Гагарин специально в день космонавтики в космос полетел?"
93,"[id29536889|Юрий], а ты специально так подадал чтоб в свой день рождения родиться?"
94,"[id209353819|Николай], 🤣🤣🤣👍"
95,🤝 с уважением 🤝
96,И посадили на цепь))
97,"[id152462218|Алексей], лучше на цепи у любящий семьи быть чем в каком то гудроне утонуть, только представь такую смерть"
98,"[id213207762|Линар],"
99,"[id213207762|Линар], у людей это называется брак)"
100,Что здесь произошло? Почему такие отходы уже в озеро превратилось?😐
101,Дай бог вам крепкого здоровья 🙏
102,👏👏👏👍👍👍
103,Гуталин назвали бы😄
104,Когда в России начнут привлекать за Гос измену? За бездействие в пользу иного государства
105,"Блаженный, не надоело одну и туже пикчу кидать из раза в раз? Причем не давая информации откуда такая инфа. 

Ну а вот тебе (и остальным либерашкам, которые сбегутся сюда) список заводов в России."
106,"[id29403497|Вадим], мощный вскукарек 👍 ещё есть что нибудь такое же бессмысленное?"
107,🤣🤣🤣🤣Офигеть! И это на всю Россию?!
108,
109,"[id66647190|Олег], Включим логику? Все эти заводы процветали до падения ""железного занавеса"", то есть они работали в ""тепличных"" условиях, без конкуренции и получали госзаказы. 
После как на рынок ринулись зарубежные конкуренты, наше производство потихоньку загибалось. Некоторые продлевали свою агонию до конца 00х. 
 
И встречный вопрос, сколько закрылось производств в сша за тот же период времени?🤨 
 
Да и ваша ссылка на какую-то фб блогерку, которая к неодушевлённым заводам использует термин (рождения и убийства) пованивает театральщиной. И выводы настолько смешны ""Почти полностью уничтожены отрасли – гражданское авиастроение, судостроение, приборостроение, электроника, машиностроение."" 
 
 Вот только небольшой перечень судостроительства (всего то за 2022г) 
 
1. Спущен на воду атомный подводный крейсер «Император Александр III""⚡ 
2. Спущена на воду дизель-электрическая подводная лодка «Великие Луки» проекта 677 «Лада""⚡ 
3. Спущен на воду ракетный корабль «Наро-Фоминск» проекта 21631 («Буян-М»)⚡ 
4. Спущен на воду краболов проекта CCa 5712LS «Капитан Егоров» 
5.6. Спущены на воду два танкера типа «Афрамакс» «Океанский проспект» и «Академик Губкин""⚡⚡ 
7. Спущен на воду четвёртый крупнейший в мире атомный ледокол «Якутия» проекта 22220⚡ 
8. Спущен на воду новейший морской тральщик «Анатолий Шлемов» проекта 12700 «Александрит» 
9. Спущен на воду краболов-процессор проекта ССа 5712P «Капитан Манжолин» 
10. Спущен на воду Корвет «Ретивый» проекта 20380 
11. Спущено на воду краболовное судно «Капитан» 
12. Спущен на воду бускир-толкач проекта 112ПК. 
13. Спущено на воду краболовное судно «Дмитрий Коноплев» 
14. Спущен на воду головной траулер проекта GM 3.02 «Солигорск» 
15. Спущено на воду краболовное судно проекта CCa5712LS «Сергей Приходько» 
16. Спущен на воду пятый серийный траулер-процессор «Капитан Тузов» 
17. Спущен на воду пограничный сторожевой корабль ледового класса «Пурга» проекта 23550⚡ 
18. Спущен на воду ярусолова-процессора «Гандвик-2» проекта MT1112XL 
19. Спущен на воду краболов «Капитан Хазан» 
20. 21. 22. 23. 24 Спущены на воду пять сухогрузов проекта RSD59 на заводе Красное Сормово⚡ 
25. Спущена на воду морская баржа проекта RDB 66.68М 
26. Спущен на воду головной краболов-процессор «Вайгач» проекта КСП01 
27. 28. 29. 30. Спущены на воду в Нижегородской области четыре обстановочных теплохода проекта 3052 
31. Спущено на воду новейшее скоростное пассажирское судно на подводных крыльях «Метеор — 2020» 
32. Спущен на воду четвёртый траулер-процессор проекта 170701 «Капитан Брейхман» 
33. Спущено на воду краболовное судно «Омолон» проекта 03141 
34. Спущен на воду восьмой пограничный патрульный корабль проекта 22120 
35. 36. 37. 38. 39. 40. 41. Спущены на воду семь СПК «Валдай 45Р» 
42. Спущен на воду головной краболов «Капитан Александров» проекта CCa 5712LS 
43. Спущен на воду первое речной электробус от верфи Emperium 
44. Спущено на воду гидрографическое судно «Яков Лапушкин» 
45. Спущен на воду атомный подводный крейсер «Генералиссимус Суворов» проекта 955А «Борей-А» с ракетами «Булава""⚡ 
46. Спущено на воду второе скоростное пассажирское судно на подводных крыльях «Метеор 120р» 
47. Спущен на воду многоцелевой атомный подводный крейсер «Красноярск» проекта 885М («Ясень-М»)⚡ 
48. 49. Спущены на воду два противодиверсионных катера проекта 21980 «Грачонок»"
110,"[id32269010|Dark], и всё практически направленно на ""оборонку"".
""Защиту от потенциальных врагов"".
Когда начнете работать на создание чего-либо?
Не на ""аналогов нет"", а на создание чего-либо, что принесет пользу этому ""земному шару"")?"
111,
112,"[id245453687|Юра], вы наверное топ 5 прочитали? Оборонки там от силы 20шт.
Остальное пассажирские суда, краболовные и атомные ледоколы. И это не вся инфа. Я могу найти и больше, но давайте будем честны, кто это будет читать? Поверхностно прочитают и забудут. А я лишь потрачу своё время.

Ответ на свой вопрос вы можете найти в поисковике."
113,"[id32269010|Dark], никаких топ 5.
Никаких предрассудков.
Я тоже хотел верить, гордиться.
Но давайте прекратим этот бред, перестанем обманывать самих себя."
114,"[id245453687|Юра], какую то чушь написали."
115,они у них работают а воюют на другие страны
116,
117,💩
118,Флешмоб для админа
119,
120,"Заипало, это гомно"
121,"Зачем мне зубило,мне нож нужен"
122,Легендарная Финка лгбт
123,"Все бы ножи делали с таким качеством.
 Человек - самая сложная и самая уникальная система во вселенной. Спросите себя: что, объединённым в одну систему белкам, жирам и углеводам, позволяет проявлять творческие и созидательные способности? Как по мне, так ответ очевиден: то, что мы созданы по образу и подобию нашего творческого Изготовителя (со способностью проявлять присущие Творцу качества), (Бытие 1:27). Все, кто приведут свою жизнь в согласие со смыслом нашей жизни (в согласие с пониманием того, для чего системы появляются), в недалёком будущем получат возможность заниматься творчеством и созиданием вечно (физически). Все клетки организмов этих людей получат возможность регенерировать бесконечно долго. К сожалению, большинство людей, на этот фундаментальный для человечества вопрос, так себе честно и не ответило, от чего и страдает, хотя ответ «лежит на поверхности». Обычно, в вопросе о смысле нашей жизни, называя жизненные процессы (например, рождение и воспитание детей), или цели (которые мы сами перед собой ставим) смыслом жизни, люди подменяют понятия. Отвечая на этот вопрос, нужно понимать, что процесс (жизнь, во всём разнообразии её проявлений) и смысл процесса (жизни) – это далеко не одно и то же, – это два разных понятия, которые путать нельзя. Желаю всем успеха."
124,
125,"Не очень хорошо работает эта штука, плюс раздражение около входа в анус"
126,"[id627136322|Свергнувший], а, ты пробовал?)"
127,"[id415680282|Валерия], Да"
128,"[id627136322|Свергнувший], ахахаха...молодец))"
129,"[id415680282|Валерия], В смысле, почему молодец или из-за чего ?)"
130,Она каждый раз моется?
131,Мама дорогая !до чего дошел прогресс 😆
132,"Говорят, на али к ней ещё и кривошипно-шатунные модули с насадками для женщин, они потом очень довольные отзывы пишут."
133,
134,Пока срешь попутно затачивашь нож  и главное глаза что бы говно с искрами туда не летела 😂
135,"Люди какают, деньги капают"
136,Это называется кидать гуано на вентилятор
137,
138,"Диски главное не перепутать.
А то и яйца нечаянно можно отпилить."
139,Авторам поста настоятельно рекомендую ознакомится с обладателем данного голоса на канале ИБ (субо)
140,и впредь не постить видео с ним😄
141,Налоговая: где взял деньги? - вытащил из мусоровоза
142,"Хорошая история, жаль что пи**ж)"
143,"Я не пойму, это по филосовской какой то идеологии или в предверии девальвации?"
144,"А почему два пиковых туза? Вы, батенька, шулер"
145,"[id6646369|Наталья], потому что коллода на 72 карты"
146,"да хоть сколько карт, тузов должно быть 4"
147,"[id326893379|Виктор], это не для обычной игры каллода"
148,"[id152462218|Алексей], да и 72 карт не бывает колоде, если если это не таро"
149,"[id326893379|Виктор], ну вообще то 2 колоды смешали"
150,"[id331091013|Андрей], это понятно, тут утверждали что колода на 72 карты)))"
151,Красиво стиру мослает.
152,
153,"Там всего 4туза:черви ,Винни ,пики и бубновый туз ..посмотрите внимательно"
154,спите соседи🤣
155,"Почему коменты удоляют?! Эй, нейросеть, успокойся!!!!!!!!)"
156,Почему дайнерис не красит яйца драконам
157,Удивлен что яиц драконов нет
158,"[id66543395|Кирилл], Зато у драконов они есть 😂"
159,"[id210676387|Алекс], Уже нет"
160,"Варис такой счастливый, будто свои яйца нашел🤣"
161,
162,"Чернокожая Ариэль, смуглая Динь-Динь, белая Нани, что дальше?"
163,Фиолетовый Стич
164,"[id71013089|Абубачир], он и так фиолетовый"
165,"[id1697939|Елена], вот она! Подмена правды в деле! И солнце, в таком случаи, не желтое, а зеленое 🤣"
166,"[id71013089|Абубачир], вообще-то белое"
167,"[id71013089|Абубачир], чел солнце реально зеленое в спектре🤦‍♀️"
168,"[id44927627|Линар], в спектре оно может быть любого цвета ."
169,"[id274310338|Алексей], вот только сегодня учённые выяснили, что солнце зелёное🙂так что твоё сообщёние про подмены понятий не подмена😁"
170,"[id44927627|Линар], у солнца вообще нет цвета . Цвет лишь в наших головах , так как глаза так считывают попавшие в них отраженные фотоны от поверхности предмета ."
171,"[id274310338|Алексей], чеееел, хорооооош ахахахах. Чисто разобрал на атомы."
172,"[id71013089|Абубачир], сами виноваты , что не берут гаитянку на роль . Это моя самая любимая героиня . Нани одна тащит , дом , пришельцев , сумасшедшую сестру , бойфренда тормоза и человека в черном на пенсии ."
173,
174,Кукуха перестала свистеть и потекла.
175,Это оказывается в обе стороны работает
176,"[id212462575|Виталий], не работает. В этом случае там вой ."
177,Даёшь Отелло  белокурым скандинавом!
178,"[id1697939|Елена],"
179,"Если это работает в обе стороны, то я не против"
180,Сбой в матрице🤣🤣🤣
181,"Тут один ответ может быть. Она - транс или какая-нибудь не бинарная личность. Других объяснений быть не может, это же дисней."
182,Вообще е6анутлись
183,
184,
185,коты лучшие
186,"[id21271741|Егор], ага"
187,"[id255585929|Федор], кошмар, зачем столько? У меня двое и то по горло их хватает))"
188,"[id430260938|Саня], уже разрали :)))"
189,Мой 3 раза за ночь орал под дверью)
190,Такая же с собакой история
191,
192,Мохнорылый!
193,"Все как у меня, только меня тревожит по утрам собака ""Дружок"", а кот Мусик его провоцирует на эту миссию, пора открывать дверь на улицу."
194,Он не скажет извините и не спросит разрешение он хозяин дома
195,А можно без верхней надписи?)
196,
197,Хасбику дайте
198,"[id42098240|Юра], да ему по ней прыгать придется)))"
199,О это мои тимейты….
200,Яндекс и ВК - спортсмены ?!?
201,VK? Серьёзно? Наконец-то....
202,"[id198984000|Марина], что то я не верю что укроботов станет меньше, они через впн будут сидеть"
203,"[id231151346|Владимир], у них ВК вроде уже лет 10 как под запретом"
204,"[id198984000|Марина], да, да, хоть перестануть ""мусорить"" в коментах и зарабатывать на этом"
205,"[id47213166|Алексей], так половина спаремов у нас и живут 😃"
206,"[id218854116|Андрей], а толку? Kate mobile вместо вк"
207,"[id231151346|Владимир], +++)"
208,"[id198984000|Марина], у них на уровне закона запрещён ВК) просто они никуя не патриоты и им срать на указы их же недоправительства🤣🤣🤣 а весь их патриотизм - пустой трёп😎"
209,"[id8302333|Lenka], не, чуть не так, мы просто не можем не поорать с вашей дурости, и заходим вк для того что бы вас поунижать даже тут🤣🤣"
210,"🤣🤣🤣🤣кого вы унижаете Россию, да вы кроме себя никого не унижаете"
211,"[id217698657|Vladislav], ага, заметно, больше годика уже как по плану вторая армия сверхгосударства исполняет🤣"
212,Ура не будет хохлов
213,"[id326797211|Виталик], у них ещё при Порошенко ВК и ОК забанили, так что толку не будет, все останется как было, это все пыль в глаза"
214,"[id5338513|Азат], ну например в Латвии забанили так забанили, теперь только телеграм"
215,"[id5338513|Азат], им разрешили уже что бы ""переубеждать русских"""
216,Яндекс после интервью со Стасом попал под внимание? 😄
217,Да и х.й с ними
218,Че хаклы каменты теперь не будут писать?
219,А сожать хохлопедоров будут если они в акупанской соцсети будут сидеть?
220,Рассердили хохлохряков🤣🤣🤣
221,Нет хохлопидорам!!!!
222,"Пусть мовають на своем,меж таких же убыточных хохлочмов"
223,Ну что опять за говно ты выкинул???
224,"[id52924999|Роман], да он гей"
225,Где он?
226,"Мужик мертвый. Раньше часто делали такие фото. Как говорится, на долгую память"
227,"[id26373851|Сергей], да там распутин с царской семьёй и всё."
228,"[id52924999|Роман], а точно. Ну тогда они все мёртвые))"
229,"[id26373851|Сергей], ра-ра-распутин 🤣"
230,"[id52924999|Роман], бл, только хотел про распутина шуткануть))"
231,"[id26373851|Сергей], я скажу более страшную вещь на всех фотографиях тех времени всё люди уже мертвы."
232,"[id29126973|Arkady], он к тебе ночью придет он ведун"
233,"[id26373851|Сергей], особенно девочка внизу слева) явно же мертвая...😅"
234,Это Распутин
235,"[id3315570|Екатерина], Двапутин"
236,"[id3315570|Екатерина], Трипутин"
237,"[id3007304|Даня], Четырепутин"
238,Распутин и царская семья?
239,
240,"[id145089289|Андрей], ага, и Стенька Разин , в молодости."
241,"[id145089289|Андрей], ага и Галкины.🤣🤣🤣"
242,Где Никки?
243,От взгляда мужика с бородой.
244,Опа фотка Распутина
245,Мужик мертвый. Посмертное фото
246,"[id44854682|Наталья], да нет... Он живой😂"
247,"[id44854682|Наталья], Распутин с царской семьей. Их всех убили"
248,"Я тоже хотел, но мне сказали, будет не очень смотреться."
249,Мамы выглядят намного старше
250,Плохой эта идея может стать только если сын оденет платье Мамы на выпускной.
251,"[id39322233|Радик], с языка снял)))"
252,
253,Надо было бабушкино надеть!!😆
254,"Где мамы, где кто?😯"
255,Статуэточки 😍
256,"[id132074541|Ольга], определяю по качеству фото мамы по бокам, все дочери в центре"
257,2002 года выпуска наряд
258,А мне одной интересно почему у мужика лицо квадратиками закрыто? Он что спецагент?😹
259,"Хохлам только не показывайте, а то их там поразрывает)"
260,"[id75912940|Владимир], 😂😂😂👍"
261,"да им с первого дня их майдауна, рисовали их перспективу печальную, они необучаемые.)"
262,"[id75912940|Владимир],"
263,"[id75912940|Владимир], та мы ржем с него просто, столько говорит что запад плохой, но на западные деньги спокойно живёт и возмущается если их поток умёньшают)"
264,Всем класть на него.
265,"[id717116779|Артём], за всех не отвечай.."
266,"[id121678485|Света], Простите поправлюсь. Всем тем кому он это говорил, на него класть."
267,"[id717116779|Артём], не не не, мне класть на слова стран-сателитов США, но Венгрия такой не является. Поэтому мне  интересно что говорит Орбан."
268,"[id266508029|Руслан], сейчас тебе должно быть интересно, что там на Гос Услугах :)"
269,Пусть лучше расскажет кто его содержит!!!!!
270,"[id721977325|Костя], абсолютно в 🎯"
271,"[id721977325|Костя], они нормально живут, сами себя содержат, без всякой там нефтегазовой отрасли. Молодцы"
272,"[id721977325|Костя], ну точно не ориентируясь исключительно на нефть и газ являясь небольшим государством с *сменяемой* властью."
273,люблю такие каменты. - расскажи кто тебя содержит?
274,"[id206155077|Андрей], а кто налоги платит?)"
275,"[id364261089|Умар], не ты же"
276,"[id206155077|Андрей], государство? Государство платит налоги чтобы у меня дороги из говна были? Государство платит налоги чтобы у нас инфраструктура было как в африканских странах если ты не в Москве? Так кто тут кого обеспечивает?"
277,"[id364261089|Умар], слушай, ты, давай конкретно - сколько ты налогов заплатил. давай без всякого"
278,"[id206155077|Андрей], лол, можешь щас сам сказать чем меня государство обеспечивает не за мой счет?"
279,"[id206155077|Андрей], в Европе человек на зарплату может спокойно жить и путешествовать! На росии можно только выживать денег только на еду хватает"
280,"Не напала б Россия, ничего такого бы не было и Украина, спустя 9 лет пооцветала бы в ЕС"
281,"[id516267455|Константин], Донбасс бы с Луганском не трогали, может и с Крымом бы остались, хотя врятли"
282,
283,"[id516267455|Константин],"
284,"[id516267455|Константин], розовые очки сними. И парик клоунский заодно"
285,"[id516267455|Константин], Ну да, ну да😂"
286,"[id382404499|Демьян], Крым руссия захватила раньше,к слову😆Так что не работает ваша логика."
287,"[id516267455|Константин], не напала бы Украина на ЛДНР ничего такого бы не было. Им всего лишь надо было выполнить Минские соглашения и республики бы вернулись к ним."
288,"[id266508029|Руслан], Луганск и Донецк часть Украины как суверенного государства. Впрочем если вы до сих пор верите что дело в ""защите союзных республик"" то вряд-ли вам вообще что-то объяснить можно"
289,"[id213513006|Max], так вот имено! Чел, ты вообще вдупляешь, нет? Украине предлагали забрать обратно Луганск и Донецк. Надо было выполнить мирный договор, который они сами же инициировали и сами же подписали."
290,"[id382404499|Демьян], а ничего, что сначала РФ захватила Крым? а потом граждане рф захватили Славянск. Только после захвата Славянска была объявлена ато"
291,Ахахаха
292,"[id379035361|Александр], ти рашист"
293,"[id796194531|Елизавета], ога"
294,
295,"Всё то оно так,вот только вопрос принципиальный"
296,Долго доходило.....!?
297,Ну наконец-то осинило🤣 а может и подсказал кто🤣
298,"Премьер Китая взятку не взял, но взяла Венгрия, точнее один из венгров 😆😄"
299,"[id232964067|Анастасия], если деньги закончатся, то и Орбан будет кричать какая РФ плохая)"
300,нормально он развёл шейхов на благотворительность.)
301,"[id30122036|Сергей], на аукционе главное себя не развести)"
302,"[id256123959|Данил], у шейхов денег много и понтов на которых можно сыграть, ещё больше."
303,"[id30122036|Сергей], недавно читал что для них номер очень важен, это у них главные понты"
304,"[id30122036|Сергей], Да там бабки крутятся по кругу, этому шейху они обратно вернутся"
305,"Дуров, вроде, нормальный чел, зачем ему эти понты на номерах?)"
306,"[id2533278|Григорий], так написано же, что деньги пойдут на благотворительность"
307,Это благотворительный аукцион. То есть практически подарок с весточкой памяти в виде номера авто.
308,"[id433303872|Елизавета], а без номеров нельзя на благотворительность отдать?"
309,"Ребят ,выводите  ваши войска! Мы братья украинцы будем стоять до последнего"
310,"[id28944127|Владислав], так вы орудие сложите и стойте спокойненько 🤣"
311,"[id1750170|Денис], А если я приду к тебе с автоматом , шо ты будешь делать ?"
312,"[id1750170|Денис], у нас нет орудий , а вы наш гарант"
313,"[id28944127|Владислав], вы же там шиалили о не ядерной ? Поверь чувак я буду учить физику"
314,"[id28944127|Владислав], так в том и дело) сдайте оружие и все у вас будет ок"
315,"[id1750170|Денис], С каких дедов мы должны сдавать оружие ?"
316,"[id28944127|Владислав], просто так будет лучше :) сложите, греха подальше, а то перебьете друг дружку"
317,"[id28944127|Владислав], во сне ?) В мечтах?"
318,"[id1750170|Денис], в Бахмут за вагнеровцами"
319,"[id28944127|Владислав], у тебя нет мозга, как ты пишешь ?)"
320,xyeпутало)
321,"Я по правде говорю , с вашей девушкой хотел жениться и завести детей ! Шо вы творите ??"
322,"[id28944127|Владислав],"
323,Живут же люди
324,"Лошарa Дуров не потянул какой то миллиард,теперь и будет как неудачник ездить на местных номерах"
325,"[id240977565|Илья], он миллиардер, а не дол6ае6, даже для него это слишком, отдавать такие деньги за гос номера"
326,"[id213207762|Линар], ну он был готов отдать, а мог бы помочь бедным пенсионерам в России, поэтому нет ему уважения!"
327,"[id240977565|Илья], легко помогать бедным чужими деньгами"
328,"[id213207762|Линар], думаешь бабосики не его?"
329,"[id240977565|Илья], 🤣 можно подумать у российских пенсионеров маленькие пенсии..."
330,"[id326765537|Салават], ты дурak или придуриваешься?"
331,"[id240977565|Илья], а что, у нас же самая богатая в мире страна! Как же могут быть маленькие пенсии?"
332,"[id240977565|Илья], почему Дуров должен делать то, что не делает государство?"
333,"[id326765537|Салават], никто ничего не должен, есть человеческое отношение к своим собратьям,он думает что заберёт свои миллиарды на тот свет, как и любой олигарх,но мы все, пешки м ферзи, окажемся после жизни в одной коробке"
334,"[id240977565|Илья], да ну не считайте его миллиарды, он их заработал. Считайте миллиарды тех, кто их украл у народа."
335,Курёнку не получилось выпендриться.👏🤣
336,"[id89803882|Алексей], ты сейчас в его приложении сидишь"
