,0
76,"Конечно, в этом случае жалко детей, на пособие, которое получает мать, если она нигде не работает, дети первым делом должны быть накормлены и одеты. А если детишки ходят голодные, а мать спит пьяная, дак делайте выводы..."
77,"[id472353463|Таня], без официального дохода не одобряют пособия,родители пью наверное на то, что подколымили. Это дом в деревне, значит по деревне могли помочь с хозяйством соседям за бутылку"
78,"Они и рожают для того, чтобы получать детские.."
79,"[id266759694|Марина], да государство им платить, а кто нормально живёт им пособия нету. Очень не справедливо"
80,"[id75988271|Елена], не несите чушь🤣, медали просто так не раздают😉"
81,"Медаль мать-героиня дают женщинам у которых детей 10 и больше. 
Там очень много критериев. Семья должна быть образцово показательной."
82,"[id75988271|Елена], медали дают за 6-го ребёнка ,но не за 5-го"
83,"[id266759694|Марина], так опека должна следить за этим! От лица государства! А их с кабинетов не вытащишь"
84,"[id266759694|Марина], сейчас пособия получать работать надо"
85,"[id123109294|Минзия], поддерживаю ,мы зарабатываем нам хватает )"
86,Так нищие и алкаши только и рожают
87,"[id606239590|Алексей], молчал бы, не зная правды!"
88,"[id606239590|Алексей], знаю людей у которых четыре, пять, три ребёнка, у самой трое выросли и у всех дети обеспечены, замечательные семьи. И родители работают."
89,"[id185243598|Tessa], знаем правду, видим каждый день.
С чего молчать то?"
90,"[id606239590|Алексей], ну нищета это дело такое...можно иметь все, и в один момент остаться без копейки. Так что про финансову обезпеченность не нужно."
91,"[id606239590|Алексей], так у нищих в большем случае дети толковые, образованные и приученные к труду вырастают, в отличии от обеспеченных мажориков, которые привыкли считать что им все обязаны."
92,"[id98631285|Надюшка], да о нищих речи быть не может. Бедным можно оказаться, в один миг.
Об алкаша разговор ведётся в видео."
93,"[id154544701|Татьяна], да Алексей немного перегнул насчёт нищих. Я в бедной семье выросла, семеро детей. Все работящие, рукастые, все умеем. Шить, вязать, мастерить, строить. И прочее"
94,"[id759019432|Katycha], моя семья тоже не из богатых, но своими детьми я  могу только гордиться)"
95,Надо вообще по всей России убрать алкоголь убрать немедленно зато Страна будет без алкоголя и алкоголь этот грех
96,"[id524510096|Фидель], а хренела"
97,"[id524510096|Фидель], запрет проблемы не решит"
98,"[id524510096|Фидель], не запретят. Алкоголь государству выгодеен, он деньги приносит"
99,"[id524510096|Фидель], 👍👍👍"
100,"[id524510096|Фидель], уже убирали. Были единицы алкашей, теперь полстраны"
101,"[id759019432|Katycha], как были алкаши , так и остались.И запрет ничего не решал, только виноградники испортили. Как пили на свадьбах , так и продолжали пить, а вообще всё в нас самих, всё в наших руках, а не в том, есть алкоголь в продаже или нет."
102,"[id219394020|Алиса] вот! Проблема не в пособиях а в колличестве алкоголя на прилавках и под ними. Слабые духом люди без цели и моральных принципов легко становятся алкоголиками, а обратно очень сложно."
103,"[id524510096|Фидель], ага, был уже один такой «умник»! Ввёл закон о трезвости! К чему это привело? К тому, что были уничтожены практически все виноградники, а народ как пил, так и пил, только самогон, втихаря дома гнали! На каждом празднике были и настойки, и самогон, только все в чайники разливали, чтоб не «спалиться»!"
104,"[id524510096|Фидель], и пособия убрать,чтобы пахать  шли."
105,Работать надо по пренудиловке а не путинские деньги им выделять.
106,"Не грибите всех, под одну метелку"
107,"[id717990225|Наталья], а чего не гребите то? Для чего рожают все? Не работают, деньги хорошие платят. Я знаю сколько непьющих рожают только из за Путинских выплат. Ни образования, ни специальности, работы нет, на тяжёлую работу не хотят идти, например полы мыть или посуду, вот и рожают. Сами так и говорят. Нафиг работать, если можно больше получать, сидя дома.
И обижаться тут нечего.
У нас вот работы доя молодых полно-пекари, кассиры, продавцы, повара требуются. А никто не хочет трудиться. Единицы работают постоянно на одном месте. И то старой закалки люди. Ещё в СССР воспитан. С места на место не скачут. А молодёжь обнаглела.Не хотят добросовестно исполнять свою работу, вот и бегают. Товар на полки выкладывать много ума не  надо, так и это не хотят. Понятно, что устают. Так ведь и мы уставали, дома дети ждали, мужья с работы, хозяйство во дворе.
И никаких пособий. Только то, что сами заработали."
108,"Екатерина, здраствуйте, я говорю за себя, у меня 7 детей все мои, рожала для себя, а не из за выплат, также работала, сейчас сижу в декрете с 7ребенком , держим скотину, большой огород, и мне обидно за себя, что из за таких бичих, всех многодетных обобщает, моим старшим детям по 20с хвостиками, и мне 44,но дети это моя жизнь, так что мне обидно, ведь нас немало таких как я."
109,"[id759019432|Katycha], правильно 👍 ✅"
110,"[id759019432|Katycha], слишком много не пиз..ди"
111,"[id759019432|Katycha], всё равно гребёте всех,я тоже не в восторге от того что на рожали и дома сидят на детские.Но есть и такие которые работают просто у них з/п маленькие и таким и нужно платить( комуто нужно быть санитарками,уборщицами и т.д)Таких много и они действительно не пьют"
112,"[id156092657|Елена], Елена, а эти детские сколько мы, получаем 3 года, а раньше на что детей поднимали на 216 рублей, и как многодетная мне до сих пор платят всего на 5 детей 1135 , это на всех, я не чего не говорю, да для нас многодетных мам, это большая помощь спасибо нашему президенту, но если разобраться, не бухать, и ростить нармально детей, то эти деньги капля в море с нашими ценами"
113,"[id618499917|Guzel], кому сказать нечего и по существу возразить, те и начинают отвечать матом, оскорблениями.
ЭТО ваша позиция, иждивенческая."
114,"[id717990225|Наталья], так они и их пропивают. Вместо того, чообы ещё к ним и подзаработать, прибавить доход в семье."
115,"[id156092657|Елена], я не о доплата малообесенченным семьям, где родители работают и маленькая зарплата. Я о выплатах на рождение детей и о тех, кто вообще никогда не работал. А тем, кто работает, я бы наоборот согласна, чтобы ещё больше платили. Так как у них из за занятости на работе, мало времени остаётся для дома и детишек. Чтобы дети могли посещать в отсутствие родителей разные кружки платные, секции спортивные."
116,"[id717990225|Наталья], всем здравствуйте я вас Наталья тоже поддерживаю у меня шестеро детей и тоже все уже почти выросли детки только осталось от трое несовершеннолетних но я хочу сказать почему вот из-за одних алкоголиков всех под одну гребёнку гребут"
117,Надо увеличить материнский копитал...... Мало
118,"[id755976046|Андрей], с тобой только согласен😁"
119,"[id755976046|Андрей], надо вообще на х..й все отменить.пусть работать идут."
120,"От куда деньги детские, если не работали ни дня"
121,"[id404682671|Ольга], а вот, и оттуда, так назначают, не по справедливости,"
122,"[id404682671|Ольга], по закону"
123,"[id574522379|Валентина], по какому такому закону, кто не работает тем не платят. Нужен оф. Доход. Мы с мужем работаем, а нам отказывают, говорят нам хватает."
124,"[id404682671|Ольга], а мы, налогоплательщика для чего? Которые работали, работают? Налоги платят."
125,"[id759019432|Katycha], ага, для них видимо😕"
126,"[id404682671|Ольга], в некоторых случаях есть право нулевого дохода, например многодетные."
127,"[id404682671|Ольга], по нулевому доходу, если в графе ""отец"" прочерк, как мать одиночка... Таковы законы..."
128,"[id561026952|Юля], таких,, некоторых,, случаев очень много! Прежде чем назначать, пусть проверяют условия жизни, детей и тд. Вот. Тогда будет справедливо"
129,"[id472353463|Таня], сейчас только работающим выделяются средства и мамам до 1,5 лет"
130,"[id404682671|Ольга], согласна с вами полностью, к великому сожалению такие личности как на видео пользуются этим."
131,😳
132,Царствие Небесное!
133,☹
134,Царствие небесное!
135,🙏🙏🙏
136,🙏🙏🙏🇷🇺🇷🇺🌹🌹
137,🙏🙏🙏
138,Светлому человеку светлая память в наших сердцах
139,🙏🙏🙏😭😭🌷🌷
140,"Царствие небесное Человеку  с большой буквы, преданному до последнего вздоха своей профессии🙏🙏🙏👏👏👏"
141,Земля ему пухом🙏🙏🙏
142,Пусть всегда побеждает добро! Молодцы! 👏👏👏
143,По больше бы таких людей .Молодцы
144,Плачу!
145,"[id340785475|Любовь], тоже 🌺"
146,"Дух захватывает, ролик на одном дыхание 🤝✊"
147,👍👍👍👍👍🤗
148,👍👍👍🤗
149,👍👍👍👍👍👍
150,Дай Бог вам здоровья. Хорошую дочь вы воспитали.
151,
152,
153,Кошмар😲😲😲
154,Хах кстати я 2 в ряде коментов
155,"У него недержание, это мужские прокладки"
156,
157,"[id447035116|Майя], 😂😂 тоже так подумала."
158,"[id447035116|Майя], да пусть хоть Докторскую колбасу засунет! Деменция подошла... 😱"
159,
160,Не ну старик совсем из ума выжил в таком возрасте так выглядеть и в обтяг всё носить это капец стыд и срам
161,"[id732952459|Татьяна], так если, правда болезнь, недержание"
162,Пошло
163,Как народного получил так всё понеслось это безумное мракобесие
164,"[id447035116|Майя], ну какое не держание ну явно это не прокладки а если это и так тогда он совсем уже обнаглел в таком виде перед людьми выступать ну это надо прятать прикрывать"
165,Ну мне вот интересно он перед тем как на сцену выйти он в зеркало не смотрит совсем или его с закрытыми глазами наряжают ну он же должен понимать что он ну не в той форме уже ли от бабок совсем чердак поехал
166,Пусть мальчишки радуются😁😁😁
167,Пушап не только для баб
168,"[id41228929|Виктор], это шишап как Павел Воля шутил🤣"
169,"Люди,война,а вы шишапы обсуждаете,он завтра голый выйдет и ему все равно,вы то чего засоряете телефоны? Господи."
170,"[id732030725|Елена], а вы??? Ну нет такой темы, чтобы не объявились коментаторы с войной... И что теперь людям жить перестать , как вы уже достали нагнетать обстановку 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️"
171,Старость не радость!
172,мОЗГИ НЕ ИСПРАВЛЯЮТ....
173,"[id147537090|Александр], мозгов бог не додал."
174,"[id147537090|Александр], вот,это ему  не помешало бы."
175,💩💩💩
176,"[id493627747|Екатерина], многозначительно))"
177,"Это корректирующие бельё, бабенкам можно, а Филе нет)"
178,Чем бы дитя не тешилось☝
179,Смотреть жутко… что за изверг…
180,"[id21204692|Валерия], смерть таким родителям, изверги!!!"
181,"Вот убить мало!! Нужно чтоб звери рвали его на части, суку"
182,"[id103468440|Алена], вот это правильно будет"
183,Да это т...и так сразу надо под уголовное ответственность
184,"Его посадить и пусть его также мучают как он мучал ребёнка, гнида а не мужик"
185,Вот поэтому в Россию нужно вернуть смертную казнь.
186,"[id474799482|Татьяна], для начала нужно вернуть нормальную систему правосудия, иначе под смерную казнь попадут миллионы невиновных, неугодных и тд. Подумайте, прежде, чем писать такое."
187,"[id474799482|Татьяна], есть хороший пример. Если за изнасилование ввести смертную казнь, то 90% если не все 100% жертв изнасилования будут убивать, чтобы не получить смертную казнь, а просто сесть за убийство."
188,"[id474799482|Татьяна], зачем так легко его наказывать?? Пожизненно пускай сидит. Это для них самое тяжёлое."
189,смерть за смерть
190,"[id223268395|Мария], вас и ваших родных меня и моих родных. Если мы там мимо не будем проходить, никто не посадит, а сажают и дают смертную казнь только причастным людям так или иначе."
191,"[id474799482|Татьяна], это далеко не так. Мой сосед выпивал во дворе с другим соседом, утром одного из них нашли мертвым во дворе, пришли за соседом (1) держали его более 3-х месяцев в сизо, он уже и сам сознался в убийстве (которого не совершал). Чудом, просто чудом, чел который в действительности совершил убийство ( по неосторожности) пришёл с чистосердечными и соседа (2) отпустили. От судьбы и от суммы не зарекайся, не зря говорят."
192,"[id474799482|Татьяна], Вы не могли бы ппреформулировать предложение? А то что-то совсем непонятно, что имелось ввиду."
193,Убивать таких надо
194,"[id338421899|Ольга], сначала помучать, а потом убивать"
195,"Сколько ещё будет длиться  произвол ублюдочных алкашей с низкой самооценкой, самоутверждающихся в за счёт более слабых членов семьи?! Когда будет реальная защита страдающих и заслуженные статьи и сроки за издевательства?!"
196,"[id311428120|Elena], ну это вам не стаканчики пластмассовые кидать в росгвардию. Тут может и подождать"
197,Нерусские
198,"[id648849578|Эльмира], а ты что русская"
199,"[id676940109|Артур], 😊👍"
200,"[id648849578|Эльмира], у извергов нет нации!!!!! В мире есть одна нация, быть ЧЕЛОВЕКОМ"
201,"[id676940109|Артур], 😁👍"
202,"[id648849578|Эльмира], на существуют две нации люди и нелюди,а другие это только условности"
203,[id676940109|Артур] а ты?
204,"[id648849578|Эльмира], нет не русский"
205,"[id648849578|Эльмира], Татарин я"
206,"[id648849578|Эльмира], А это что,имеет значение??🤯🤯"
207,"[id648849578|Эльмира], здравствуйте вообще причём Русский или не русский нации не причём здесь нету нации плохий есть люди плохие такой везде есть  пожалуйста не трогайте нации нации не причём здесь"
208,"Утырок тухлодырый, в деревню ко мне его на перевоспитание"
209,"Господи,  что происходит с людьми, хотя таких и людьми не назовёшь. Как так можно? Многие ждут этого чуда, лечатся..., а таким уродам дети легко даются...."
210,Охренеть!
211,"Дак этим многие и берут, а потому нужно УК РФ и под них подставить, что б думали заранее, когда решать лечь под кого то"
212,Позорище  Наказать этих дур.Не полицейского а именно их за такое поведение.С такими только трудом и позором бороться надо.Бедные родители.
213,Очередная тупость...
214,"Какое воспитание, такие и дети..."
215,"[id55778940|Дмитрий], вв не правы.сейчас молодежь,до такой степени продуманная,дома они тише воды,ниже травы,паиньки,могут и учиться и в школе вести прилично,но на улице ведут себя кошмарно,поэтому и все удивляются,ой от неё то никогда не ожидали,охи и вздохи,вот так."
216,"[id732030725|Елена], Я знаю своих детей везде, а если у Вас проблемы, то  такие ситуации и бывают!"
217,"[id55778940|Дмитрий], воспитание возможно и есть, только можно предполагать, что, мама одна воспитывает, а того хуже , что и бабушка.
Мужчины, как правило очень часто бросают своих детей!
Ну и соответственно осуждают тоже, кто бросил! @"
218,"[id744864192|Катерина], мамы разные бывают, я тоже без отца рос..."
219,"Дибилки,мозгов вообще нету."
220,"Дешевка. И на полицаев находится управа, верите?"
221,Есть чем гордиться
222,
223,"А полицейский типо не в курсе, что вступил в интимную  связь с малолеткой?😂
🙈🙉🙊"
224,"[id533270277|Мария], малолетка уже давно научилась как рогатку раздвигать уже до полицейского😂"
225,"[id618499917|Guzel], ну это то ясно. Видно, что они тупорылые. 
Вопрос о наличии мозга у полицейского, который, видя какая особа , и все равно вступил с ней в связь 🤦‍♀️"
226,"[id533270277|Мария], может она его наипала что ей 18"
227,"[id618499917|Guzel], ну хз. Она ж в видео говорит , что сразу сказала ему... ""А ничего, что мне 13?"""
228,"[id533270277|Мария], что она раз «А ничего что мне 13»? тра…ся как хз кто."
229,"[id618499917|Guzel], Вот мне с ней все понятно. Я б таких еще стерилизовала, по тому что мать из нее получится никакая. Уже ясно все. 
Все равно, возникает куча вопросов к взрослому мужику (полицейскому) 🤔
Получается по мозговой активности они на равных 😂"
230,ну и долбаебы
231,"[id715730664|Яна], ещё какие долбоёбы!😡"
232,жаль мальчишку.
233,"Там и родители не стройняшки,сами бы не жрали"
234,"[id698910742|Наталья], полностью согласна с вами."
235,"Да суки добились,чего хотели!Избавились от ребенка!Каких только родителей нет,каждый по своему воспитывает.Животные лучше людей!"
236,"[id536406499|Светлана], Пидарасты гнойные....."
237,В этом возрасте как похудеть так и поправиться можно быстро. Зачем так издеваться.
238,"[id615988075|Елена], папашке с мачехой мало дали.  Мальчик бы вырос и похудел естественно.   Царствие ему небесное!!!!"
239,
240,"Вот придурки. У нас внук полноват, но чтобы так сказать и есть не давать ,боже сохрани.🙏🙏🙏"
241,"[id718504876|Надежда], я тоже так считаю, а кагда они начинают рости в рост то тут худеют на глазах. У меня сын всегда нормального телосложения он спортсмен, а кагда за пол года потянулся на 8см.то сейчас похудел ещё."
242,"Админ - когда предложение заканчивается нужно ставить точку. Вы плохо знаете русский язык. Учите, он Великий!"
243,"[id75020977|Сергей], он его вообще не знает."
244,"[id338562586|Тамара], весь текст как перевод какого нибудь чукчи! "" Убийство себя"""
245,"[id474656364|Эльвира], я уже даже просто стараюсь не обращать внимания,после прочтения этих текстов ,у меня нервный срыв."
246,Враг не дремлет 😏
247,Причём тут знаешь не знаешь язык пацана-то нет вот и всё
248,"Какие они родные? Родные,в любой ситуации,поддержат и помогут. А тут,сволочи,довели ребёнка. 😡"
249,"Таких родителей пожызни надо сажать ,даже нежалко."
250,променял сына на ''звизду''..?
251,"На мальчике экономили,Изверги😱не боюсь сами жрали за троих😱"
252,Царствие небесное. 🙏🙏🙏
253,🙏🙏🙏
254,😢😢😢🙏
255,🙏🙏🙏
256,🌹🌹🙏🙏
257,"Да когда это уже закончится? Сколько уже погибло... 
Соболезнования родным."
258,"[id437222674|Галина], это только начало. 🤧🤧🤧"
259,🙏🙏🙏
260,🙏🙏🙏
261,🙏🙏🙏🙏🙏
262,🙏🙏🙏😢
263,Ебанутся😳
264,"[id242449528|Владимир], ужас 🙈"
265,"[id242449528|Владимир],"
266,"Абы что, м ума сходят"
267,Мир сошёл с ума!!!
268,"[id342977136|Лилия], люди.Мир тут не при чём🌷"
269,Господи старое видео женщине ноавится
270,"[id342977136|Лилия], как такое можно демонстрировать? На Пасху,когда наши парни на войне....Позор.Тарзан-бывший военный,что его не призвали? Вон какой здоровый....Ещё на возраст ссылался...🤦‍♂️🤦‍♂️🤦‍♂️"
271,"[id193910611|Иван], люди болеют маразмом, вы правы мир не причём."
272,совсем ебанулись 😁
273,"[id579430079|Надежда], мне тоже кажется,он старше намного сейчас😂😂😂"
274,Противно смотрится
275,"[id384470201|Татьяна], какая мерзость!!!"
276,Это унижение женщин и обесценивание мужчин в целом !!!
277,Тарзан больной на всю голову
278,"[id136602927|Людмила], 🤣🤣👀"
279,"[id136602927|Людмила], гейевропеец"
280,Дибилы
281,"Какая грязь, фуууу, блевать охота. 🙈"
282,"[id439480452|Светлана], 🤣👀"
283,"[id193315907|Антон], в полном смысле такой !позор на всю страну,его на фронт голым и без оружия ,у него своё оружие есть,там его ему быстро разчехлят"
284,"[id753029121|Ленара], ДА В ТЮРЯЖКУ ЕГО ЗА АМОРАЛКУ ...ТАМ ЕМУ НАЙДУТ ПРИМИНЕНИЯЕ ...👀😂😂😂"
285,"Неужели ненадолго Гадость Показывать, ФУ"
286,"[id648296032|Надежда], 🤣🤣🤣👎"
287,Два дибила это сила!!!!
288,печально когда женщина убивает а не рожает женщина должна нести жизнь
289,"[id689684299|Елена],"
290,Мир сошел с ума.
291,"[id758899333|Марина], согласен"
292,"[id689684299|Елена], скажите это зеленскому, который для них придумал такое"
293,"[id279296858|Игорь], это открытие Америки?..."
294,"[id689684299|Елена], Вот Елена,Вы правы."
295,"[id689684299|Елена], почему должна?кому задолжала?"
296,А мальчики молодые красивые не осознавшие еще значит  жить...погибают.Ужас.
297,"Лучше в тюрьме отсидеть, совсем сума сошли женщин забирать.🤷‍♀️"
298,"[id287106140|Руслана], а, оттуда в первую очередь.."
299,"[id643556333|Алла], Ну там по желанию 🤷‍♀️"
300,"[id287106140|Руслана], по какому там желанию? Там пионерский лагерь что-ли? По-меньше верьте прессе."
301,"[id500621024|Инна], Я не и не верю прессе кто хочет на волю тот и идёт.  Уж со мной то вы не спорьте.😁"
302,"[id287106140|Руслана], потому что они там сума сходят если даже детей туда гонят и насильно забирают 😔"
303,"[id731571461|Ксения], Вы о чём? Каких детей? Кто сума сходит?🤔"
304,"[id287106140|Руслана], я с Вами не буду спорить. Но! Тогда бы, все тюрьмы на половину были бы пустые. Не по всем статьям забирают заключённых на войну."
305,"[id500621024|Инна], Я о том же 🤷‍♀️ не каждому предложат"
306,"[id287106140|Руслана], но, это хорошо"
307,"[id287106140|Руслана], Вы сказали, что,  ,, кто хочет на волю, тот и идёт."" Так? Это же Ваши слова? Далеко не каждый, кто хочет, того отправят."
308,хороша спец операция при которой уже и баб поголовно на фронт гребут...скоро детей начнут со школьных уроков забирать рыть окопы...пипец...куда катится мир....
309,"[id643556333|Алла], чего хоть чушь то несёте? Пост про то, что на Украине повальная мобилизация!🤦‍♂️"
310,"[id643556333|Алла], а Путин то при чем,повестки украинские?Вас никто не призывает."
311,"[id643556333|Алла], это на Украине."
312,"[id643556333|Алла], Вы хоть внимательно повестки читайте. Это в хохляндия."
313,"[id134557591|Евгений], в рф та же фигня...он даже электронные повестки ввели.да и дума разрешила призывать женщин и детей окончивших школу брать по контракту...а если Украина пойдет в атаку и прорвет фронт. То всеобщей мобилизации с принудительной эвакуацией не избежать....так что радоваться нечему."
