,0
83,"[id616580291|Кирилл], песочница это такая коробочка во дворе с песком, где ты и эта дурочка, писаете в ямочки и на куличики какаете! Ты выйди из песочницы, оглядись и увидишь её, эту песочницу! Да кстати идиот, контуженый человек, писать и читать не может, зрение садится и руки дрожат, особенно если когда-то попытается, прочитать такие каракули как твои! Да и ещё, песочница это не кто, а что, тупица!"
84,Сказки .сверху кремлебот
85,
86,"[id79883346|Вера], Зеленский был все мировые лидеры были🤷‍♂️"
87,"[id506379850|Антон], а, что существуют мировые лидеры, что-то кроме пиндосов и наркоманов больше и нет не кого. 😜🤣🤣🤣"
88,"[id506379850|Антон], не хрюкай свинина"
89,"[id506379850|Антон], почему же сказки? или типа любые сообщения о Путине - это что-то неправдоподобное?"
90,"[id792883066|Матвей], все правдо а шо неправда то сипсо пропаганда 🤷‍♂️"
91,"[id506379850|Антон],"
92,"[id506379850|Антон], не, ну все, да не все, но типа есть кадры поездки, да и так-то в ЛНР уже регион почти весь под контролем РФ, до границы считанные километры остались"
93,"[id506379850|Антон],"
94,"[id216562382|Светлана], это видео путриотам показывай"
95,"Ну да конечно, наш Лидер, президент огромного государства, Верховный главнокомандующий всеми войсковыми соединениями Армии и Военно-морского Флота России, должен рисковать своей жизнью и жизнями своего окружения! Да несомненно это нужно делать обязательно, повседневно, ежечасно! И всё это надо делать только для того, чтобы ты болван Кирюха, посчитал его героем! Ты Киря не только болван, если написал это серьёзно, ты ещё и идиот, если думаешь что наш президент трус! Поэтому спрячь свой умишко в уголочек, пусть подрастёт маленько!👎👎👎"
96,"[id601067856|Анатолий], так в Мариуполе же был, там, что безопасней. 🤷‍♀️"
97,"[id714473972|Таня], Мариуполь это российский город - порт, на Азовском море! Президент страны, имеет право посещать любой город России!"
98,"[id601067856|Анатолий], вот вам щеневымерликам и оппозиции не угодить. То кричали ,что он в бункере ,не показывается , то кричите ,что надо же ему показухой заниматься каждый день . ..короче работа кипит в ЦИПСИО...."
99,"[id714473972|Таня], в МАРИУПОЛЕ ,ПОСЛЕ ПОСЕЩЕНИЯ Путина чуть не разорвало их,вот страшно ждать ,что будет у них после посещения Херсонской области ...."
100,"[id216562382|Светлана], вы либо читать не умеете, либо не знаете, куда этот коллаж с  ""хохлоракетами"" пристроить! Читайте повнимательней, ато вам в каждой рекламе уже, (ципсио какоето) как вы написали мерещится будет! Вы наверное имели ввиду Украинское ""ЦИПСО""! А эти коллажи, специально для вас, патриот вы наш, доморощенный!"
101,В КОММЕНТАРИЯХ СМОТРИТЕЛИ ЗОМБОЯЩИКА ДЛЯ БАРАНОВ....
102,"[id581264135|Вечность], а хорошие новости есть?)))"
103,"[id581264135|Вечность], а ты пу́гало кошачье что, не смотришь зомбоящик для баранов!? Откуда ты тогда знаешь, что это такое!? И почему ты зрителей и слушателей, называешь смотрителями!? Вот про смотрителей  понял, у вас в психушке так называют тех, кто за вами дебилами присматривает! А вот почему ты такое злое, потому что они вас психов, к телевизору близко не подпускают! И ещё, совет посоветовать нельзя, как написано у тебя в профиле, чокнутое ты создание, его, совет, можно только дать человеку! Тебе я советы советовать не буду, просто скажу, спрячься и не отсвечивай своим ""умом"" ато оскорблю до невозможности!👎"
104,"[id79883346|Вера], есть."
105,"[id581264135|Вечность], а у вас, бандерлогов, разве телек ещё не запретили? Или просто по методичке своих господ-хозяев вещаешь?))))"
106,"[id601067856|Анатолий],"
107,"[id580444529|Михаил], даже не представляешь на сколько ты смолол дурь.....просто идиот..😆😆😆😆😆"
108,"[id581264135|Вечность], в зеркало перестань смотреть, бандерлог)))) Иди лучше, второе Чёрное море копай)))) Кастрюлю не забудь надеть))))"
109,"[id580444529|Михаил], насколько мозги пропагандой у тебя промыты...ужас ....я не за кого у меня нет хозяев как у тебя дурачок."
110,"[id581264135|Вечность], ну да...нет у тебя)))) Все вы, ципсошники, так говорите. Но за печеньками за свои посты регулярно в очереди стоите))))"
111,упырь
112,👍✊️
113,Денег дадут Бразилии? 😁
114,"[id8979048|Павел], Да нет, это просто развитие экономических связей в стране, + мне кажется что он не только на форму приедет но и на обычные переговоры."
115,"[id8979048|Павел], Россия может себе позволить дать денег разным странам и помочь в их ситуации, а что даст Украина?"
116,Сейчас подсчитают....
117,"На сколько продвинулась цифровизация ,скажут.."
118,"Газовики то они газовики и корочки есть, но нигде не обучались данной профессии... Как так?"
119,"[id730726005|Андрей], мало того,что у них никогдв нет запчастей,даже кусочка водородного шланга,чтобы заменить,сейчас хоть к плитам не придераются,которые старше 10лет"
120,У них должны быть ключи от домофонов
121,"[id395617731|Степан], у вас в квартиру тоже домофон стоит?"
122,"[id111358118|Лев], я имел ввиду подъезд. А чтобы попасть в квартиру, нужен вызов или сигнал, а так пошли на. Й..."
123,"[id395617731|Степан], у нас проще , ходят женщины которых мы давно знаем , они давно работают и проверяют"
124,"Об""ясните  мне, почему все процедуры по проверке газового, да и другого оборудования, платные, если эти работники от ЖКХ или иной организации, так они же зп получают, когда услуга платная это означает, что я её покупаю, и тут вопрос, а хочу ли я её покупать? Или ЗП получают от проверки до проверки..."
125,"[id719087987|Елена], потому, что проверка оборудования это услуга а не обязанность компании поставщика. В договоре всë написано. К сожалению и медицина постепенно переходит в разряд услуги."
126,"[id22644232|Виктор], значит я могу не покупать эту услугу, ведь мне решать чинить унитаз или нет, если он не протекает, сейчас установили газоанализаторы, мне известен случай в хрущёвке, но его я могу и отключить, если мне мешает его свист, почему бы эту бесплатную услугу не подключить к пульту в газоснабжающей организации, и лишить меня самостоятельно откл.эту пищалку"
127,"[id719087987|Елена], газовая ревизия,да,каждый год и она платная,а вот воздуховод проверяют каждые 3 мес и у нас это  бесплатно"
128,"[id22644232|Виктор], раньше это все входило в обязанности. Теперь, дабы заработать больше, обязанности стают услугами."
129,"[id719087987|Елена], платите за ВДГО и всё будет входить в стоимость"
130,Звёздные врата какие то.
131,Куда мчится!?))
132,В секунду
133,"Сбежавшая дыра мчится со скоростью 540000 км/ч. 😂
Можно фамилии этих учёных?"
134,"[id375215383|Алексей], в масштабах космоса это не такая великая скорость, как может показаться"
135,"[id375215383|Алексей], что конкретно вас веселит, то что она сбежавшая дыра (как и ваша) или её скорость?😄"
136,"Страшноватая дыра какая то. Вот даже дыры сбегают от человечества, видимо совсем человек стал плох"
137,Эта дыра весом больше нашей солнечной системы
138,
139,"Вопрос армянскому радио😄😄😄😄😄смешно, Петросян, кривое зеркало"
140,Ничего не ждёт
141,"Уже и на получение заработанной пенсии , где хотим, мы не имеем права, видно скоро совсем отменят"
142,и пёс с ним
143,Только в особняк он больше не попадет
144,"[id406131747|Сергей], вот пусть теперь и думает о том, чт оон делает! когда страна тебе все дает ждля развития и жизни, а ты потом начинаешь ее поливать грязью!"
145,"25 лет петуху,отличная новость)"
146,Я оппозиция
147,"Пока не нарушаешь закон, тебе бояться нечего"
148,"Предатель, посадить надо в каталажку и надолго."
149,Зря расстрел не вводят?
150,Иуда по московскому
151,А дворец в Сочи? Не его😂😂😂😂😂
152,"ПОТОМОК КАРАМЗИНА ,МАГИСТР ИСТОРИИ В КЕМБРИДЖЕ УМУ НЕ ПОСТИЖИМО КОГО САЖАЮТ.......
Правильно , зачем России такие люди. Вон☝️быдлу нравится жить в стране без права слова, генетическая память рабов неизлечима"
153,"Оно печётся о правах пока за это платят. Человек в принципе нигде не работает, не наследник миллионера. Однако живёт припеваючи, может себе позволить постоянные поездки за бугор и прижиавание там. А запад на примере Украины показал наглядно что значит право людей, достоинство, борьба с коррупцией и т. д. 40 дипломатов из 25 стран ЕС были на суде, зачем?"
154,"[id452563893|Ol], сажают преступников. За совершение преступлений."
155,"[id452563893|Ol], ""нерабы""🤣"
156,"[id714134543|Calvin], учи китайский, скоро пригодится"
157,"[id452563893|Ol],ааххахаха🤣"
158,"[id452563893|Ol], просто в России не любят предателей и продажных опезов."
159,"[id452563893|Ol], ты тоже иноагент?"
160,Достали эти дебилы...гнать всех из нашей страны метлой .👊👊👊🇷🇺🇷🇺🇷🇺
161,"[id714814470|Вера], вот и я о том же! Вон что развели в комментах! Гнать их всех, верно!"
162,"Да и всё это дало большой пласт для развития.
Посмотрите сами, на этом опыте мы можем себе позволить развивать новые технологии,новое вооружение."
163,"Да надо Васильеву с Сердюковым, чтобы все обнулили."
164,"Установить полётное задание на Вашингтон в один Сармат, передать об этом публично США и тут же победа."
165,"[id3938809|Дмитрий], вы чушь не несите! в ответ на эту ракету в нас выстроится тоже целая куча! кому нужно такое военное столкновение?"
166,"То что есть у России всу и не снилось даже, наши бойцы успешно владеют оружием и придут к своим целям"
167,
168,"ну ничего) как видите не только в России пенсионная реформа... может быть им не стоило так кричать, если точно такие же сложности есть в стране?"
169,
170,"[id79883346|Вера], Шербурские зонтики! Шербург-город в департаменте Ла-Манш. Шервудский лес - парковая зона вблизи деревни Эдвинстоу в Англии. 😁"
171,"акции протеста? думают, что их государство послушает? да нет, это Европа и там всё равно на мнение граждан😂"
172,"[id789962108|Агата], кто рулит? Правильно!!! МВФ!!! Глобализм так же и в России."
173,что тебе у нас не нравится?
174,"[id580444529|Михаил], а тебе что нравится, когда глобалисты знают о тебе все, и нарушают твою частную жизнь"
175,"[id614316251|Макс], ничего у меня НЕ нарушают))) Что хочу - то и делаю. куда хочу-туда и еду. В квартиру никто не ломится. Машины ни мою, ни жены никто не конфисковывает. Квартиру дочке никто не запретил купить. Читать в интернете что заблагорассудится тоже не запретили. Где, в каком месте у меня жизнь нарушили?"
176,"[id580444529|Михаил], рано или поздно это произойдет"
177,"[id614316251|Макс], рано или поздно Солнце погаснет))))"
178,"[id580444529|Михаил], беомитрию уде сделал?"
179,"[id614316251|Макс], не имел желания и потребности. А что?"
180,"[id580444529|Михаил], а я разве вам,вам на что-то пожаловалась? Христос воскресе воистину воскресе Христос!!!!"
181,"[id706290154|Лариса], ну так и не надо тогда про какое-то МВФ и т.д. Радуйтесь жизни и не читайте на ночь госдеповских или навальнятских методичек))) Воистину..."
182,Шатайте гниду американскую !
183,"[id2152432|A.], не думаю, что тут речь про америку, просто никто не думал, что санкции могут каснуться и этой страны)"
184,"[id793332418|Владимир], а я думаю что всему причина поганые англоублюдки и этот высерешь их ставленник, как и большенство евро политиков..."
185,"Ну это чет жесть какая-то конечно. Но, их дело, Россия туда не лезет, но прекрасно видит что их дубинки и слезотачивый газ как-то не демкоратичнее."
186,"А в России проглотили,и губешки утерли...вперёд,рабы,корячтесь до 70! ибо нехрен жироаать,Грея разбитый позвоночник и истертые суставы,на диване!"
187,"[id737567792|Виталий], до 60 женщины,до 65 мужчины.в России."
188,"[id706290154|Лариса], мало 65летних мужчин в России, статистика..."
189,"[id488329427|Алекс], Толстой в войне и мире,пишет- пожилой мужчина лет 53."
190,"[id706290154|Лариса], ну если честно,то так и есть.😊"
191,А у нас когда запланировано? На 2025?
192,Вот она - демократия. Жаль французских жителей
193,"Наш обещал, что пока он президент, пенсионный возраст в России не измениться. Учитесь у нас французы, молчать и терпеть."
194,Раша сила  и надя огонь
195,Молодцы. Знают что нужно руководителей в первую очередь убрать.
196,"[id708519845|Alligator], больной фашист"
197,"[id144659773|Александр], а не больные кто ядерные на мирных жителей скинули? А не больные кто ковровыми стирает города с мирными? 
Помоему у вас с головой всё плохо"
198,"[id82460491|Евгений], это сделали люди  в той машине?"
199,"[id144659773|Александр],  то, что сейчас происходит в Судане - дело рук этих, в машине и посольства США.
К стати, посольство США остались и не стали эвакуировать своих граждан. В отличие от других стран.
Это хорошо показывает, что США не боятся нападения ни со стороны государственных структур, ни со стороны повстанцев."
200,"[id708519845|Alligator], свечку держал? И телек смотришь ?"
201,"[id144659773|Александр], да это их коллектив"
202,"[id82460491|Евгений], жертва пропаганды"
203,"[id144659773|Александр], тоесть факты бомбардировок сша других стран вас не устраивают?"
204,"[id82460491|Евгений], бомбили те кто в машине был?"
205,"[id144659773|Александр], почему я для укров рашист и оккупант? Я лично им ничего плохого не сделал, пока что. 
Но как оказывается все связаны"
206,
207,"Молодцы, даёшь депокимонизацию исоамского мира)"
208,
209,"Экономика страны зависит от банковских вкладов граждан. Пока они находятся на банковских счетах, они помогают финансовой системе страны, работают на экономику. Так что переживать не стоит. Никто ваши деньги не присвоит"
210,"[id790923679|Алла], у государства нет цели сделать хуже, забирать средства или же делать жизнь граждан тяжелее совсем не про Россию😬"
211,Эрудит -не значит умный!
212,"[id516565069|Наталия], он умным был пока в думу не попал."
213,"[id212294058|Михаил], списал у одного-плагиат,списал у нескольких-компиляция,списал у многих-эрудиция."
214,"[id516565069|Наталия], просто ряженый. Он умным и эрудированным не был ни когда.
Начитанность говорящей головы наоборот показывает то, что эта голова может только воспроизводить прочитанное."
215,
216,Первым делом надо у него конфисковать!!!
217,"наглядный пример, не любое предложение в минфине поддерживается."
218,"А зачем людям деньги? Они их потратят на себя. Надо на государство работать, неблагодарные!"
219,"Отьем денег у населения,в правительстве давно только этим и занимаются!"
220,Читайте внимательно дебилы
221,Анатоль😁
222,А так хотелось
223,пинка ему под зад!!!
224,
225,Гут.
226,Всмысле могут? Таких сразу в ЧС добавлять надо
227,"[id181310260|Алексей], правильно. Если по-хорошему эти артисты ничего не понимают, то скорее всего, нужно имеенно такими методами и решать их неразумную поддержку нацистов😑"
228,"[id181310260|Алексей], Фюрера на этого унтерменша не хватает"
229,Кто этот человек😂😂😂 ??
230,Давно  надо  запретить.
231,"[id750970896|Валентина], ну видимо да, если он занимается не творчеством, а финансированием и поддержой армии террорситов и нацистов😑"
232,"[id750970896|Валентина], не ну запретить то можно но ведь кто то ходит на эти концерты билетики покупает.....это как если бы в Великую отечественную к примеру Власов ездил по стране с выступлениями...."
233,"[id712116632|Сергей], вы правы, уж больно  мы добрые."
234,
235,"не могут, а должны!!"
236,"очень странно, что наши артисты не понимают, кого реально нужно поддерживать или им в кайф наблюдать за новостями про осбтрелы мирного населения😑"
237,"[id721456710|Лара], он не наш артист."
238,"США срывает куш, столько вооруженных конфликтов по их воле, такой товарооборот."
239,Но их планам не суждено сбыться. Потому что Китай обновил флот и собственно будет патрулировать вокруг Тайваня каждый день
240,"[id709813531|Измаил], да Тайвань этим себя толкьо еще больше топит! ведь США везде действуют по одному сценарию ии страны только разрушают еще больше!"
241,"Уничтожить говноштаты вонючии, а их лидеров судить и повесить !!!"
242,"США точно хотят заварить конфликт Китая и Тайваня.. Неймется американским чертям, так и норовят конфликты всезде устраивать"
243,"Лучше б закупили десятки тысяч гонд онов для себя,да вазелина тонн100,а то Китай придет,а они не готовы!"
244,"Интересно, G7 реально полагает, что мы так просто согласимся работать в убыток, если реально примут какой-то уровень цен? Россия сама решит, по какой стоимости продавать нефть и газ, и как бы западу придется смириться с этим решением. Хотя мы всегда открыты к компромиссу."
245,"[id791189654|Герман], они видимо надеются на чудо, но вот только Россия не из тех стран, которые станут делать упор на выгоде Европы😑"
246,"любой обход мы заметим, только вот не стоит забывать, что это наши ресурсы и думать глупо, что мы позволим себя облопошить😐"
247,"сами установили потолки на ресурсы и цены, а потом не понимают, что с этим делать) ну не смешно ли?"
248,"[id793239901|Людмила], а потом США само и обходит свои же санкции😂 не понятно кому в итоге навредить хотели😂"
249,"Схему они нашли) Так они все сделали для того, чтобы Россия и дальше делали любые схемы для обходов"
250,"Да многие страны и не собираются что-то такое поддерживать. Им важнее сотрудничать с Россией, чем остаться вообще без нее."
251,"США сами вводят санкции, сами же и ищу им обходы.. Умеют жизнь себе усложнять"
252,"Конечно,нам боятся не чего всяких потолков цен,просто не будем продавать,а чтобы не быть в минусе,поднимем цену для населения,всё просто"
253,Сегодня услышала днем думала ослышалась
254,"[id74526998|Светлана], да они тут вообще решили по всем нашим людям пройтись, но ничего, мы то точно знаем,что тут, всё-таки, для России никакой печали нет, мы всё это выдержим, переживем."
255,"[id74526998|Светлана], ну вот такая ""свободная"" Европа😂 когда ты не можешь въехать на ее территорию, потому что ты просто русский...."
256,"Любой запрет западников и их холуев можно воспринимать, как награду. Значит, для защиты России сделал много, что вызвало приступ ненависти к России и её защитникам, выраженный запретом."
257,Неужели Молдавия еще существует? По-моему от нее осталась только небольшая отрыжка после поглащения ее  Румынией.
258,
259,Ну так он вообще-то глава. И такие действия от Санду - это крайне не политично. Это скорее просто тупо и более того - уже все границы просто пресекает
260,"Дружба народов, проводите в России, подобные мероприятия, чтобы меньше было всяких расприй. У нас в России живет более 160 наций, чем не международное мероприятие бы получилось! А главное не надо унижаться ни перед кем.Работайте дома и больше пользы будет!"
261,Не смешно....
262,"Это, видимо, разрешение?... 😠"
263,"Это видимо их последнее что могут сделать ... Жаль,. народ в целом дружелюбный , это чисто политика ."
264,"[id172922823|Виталий], ну вот только получается, что народ страдает ... Польша хочет территории, но вот какой ценой?😐"
265,"И соснёт до воршавы, удачного вхождения в состав России!"
266,"[id151091979|Илья], Да никому эта Варшава не нужна. Наша задача - это освобождение своих территорий первоочередно!"
267,"Ляхи горя хапнуть решили?
Ню ню..."
268,"Я кайфую с этих заголовков)) где-то там, какой-то выживший из ума экс-чего-то там, с бадуна ляпнет, у нас сразу пометка молния)) «в США заявили...»
Всё, держите нас семеро теперь"
269,"[id334861708|Выход], если так подумать, что только заявлять и могут, а реально что-то делать это не про них)"
270,"[id334861708|Выход], ну как бы Зеленский сказал, что сотрет границы с Польшей) а что это значит? Экс сказал - но он был в правительстве США и многое значит тоже на политической арене"
271,Давайте за Польшу.Не чекайся.🤔🤷‍♂️😢
272,"какой-то недоспец вышел и заявил, а по факту просто информационный пиар.. да Польша ничего без поддержки штатов😐"
273,"[id707291212|Дамир], Ну так поляки в то время рисуют уже карты, где западные области Украины к ним присоединины, и это карта не месячной давности, а куда большеее"
274,"[id793333263|Марк], всеми возможными способыми хотят себе эти территории. Даже официальные лица Польши даже не стесняются об этом заявлять)"
275,"[id707291212|Дамир], такие планы у Польши были с самого начала😂 но вот Зеля доверчиво продолжает и дальше открывать им для этого все границы...."
276,"А в чем проблема? Поляки вроде этого и не скрывают, они уже говорили о том, что если Украина проиграет, то они западную часть Украины просто заберут себе)"
277,"До властей США только сейчас дошло, что Польша именно это и планирует, поддерживая сократить численность укрианской армии в борьбе против России?"
278,"а намерения Польши давно уже всем известны и понятны, странно только, что сама Украина не видит, как из под ног всё загребают!"
279,"Туймазы несправедливости: против семей с детьми-инвалидами выступила вся ""армия"" чиновников Радия Хабирова 

Против семей с особенными детьми единым фронтом выступают не только районные власти, но и представители минстроя республики руководство которого попадало под уголовное преследование.их пользу!

«Против нас на суде были такие люди как начальник юридического отдела администрации города и района Туймазов, адвокат заместителя города Туймазы Шангареева Рафиса Наиловича Зиазетдинов, начальник юридического отдела администрации города Туймазы Клокова Е. И., представитель Министерства строительства и архитектуры, и т. д. В общем человек 10 и многие из них с юридическим образованием», — отметила Сирина.

Тут не лишним будет напомнить, что Минстрой РБ (соответчик по иску Закировых) на сегодня возглавляет Рамзиль Кучарбаев — фигурант уголовного дела, который совместно с главой МинЖКХ Борисом Беляевым подозреваются в превышении должностных полномочий и служебном подлоге при приемке по госконтракту очистных сооружений.

При этом Кучарбаев в 2013-2016 годы был заместителем главы именно Туймазинского района. Знаете, теперь не видим ничего удивительного в том, что на местах так относятся к закону и людям. Вот же — пример «старшего брата» перед глазами, которого Хабиров даже с должности снимать не стал, хотя следствие шло более года.

А назначают министров, как мы помним, «по представлению премьер — министра правительства», читай, Назарова. Тандем одобрил, теперь всё можно?

У семьи Закировых впереди разбирательства по незаконному снятию Сирины с жилищного учёта. Заявление для правовой оценки действий должностных лиц администрации города в декабре 2022 года было передано в Туймазинский МСО Следственного управления Следкома России.
Источник:http://www.moscow-post.su/politics/tuymazy-nespravedlivosti-protiv-semey-s-detmi-invalidami-vystupila-vsya-armiya-chinovnikov-radiya-habirova-180324/"
