,0
37,"Фейсбук заблокировал меня сразу же, как только я высказала поддержку нашему Президенту! Это антироссийская платформа! А по поводу того, чтобы деятели культуры убеждали наших бабушек не отвечать на  провокационные звонки, я считаю это неправильным, поскольку деятели культуры  дискредитировали себя в глазах простого населения!  Вы себе даже не представляете, как! 
Я, являюсь преподавателем ВУЗА, мои молодые ребята- студенты, возмущены высказываниями Меладзе, Лабоды, Макаревича, Ахеджаковой и прочей так называемой интеллегенции! Вот мои студенты, это настоящие патриоты, а не вся эта гламурно-ванильная публика! Что они несли нашему молодому поколению? Популяризацию западной культуры, их нравы, пение под "" фанеру"", голые тела на сцене, надутые губы, пошлые, бессмысленные песни! 
У нас, есть достаточное количество, той настоящей интеллигенции, которая не пиарится на экранах телевизоров, тех деятелей культуры, которые по настоящему ей принадлежат, а не являются шутками и скоморохами!  Нельзя раздражать народ этим уже опостылевшим всем шоу- бизнесом, идеология д.б. патриотичной особенно в условиях сегодняшнего времени!"
38,"[id4463147|Любовь], дура, скоро сдохнешь от голода."
39,"[id178990512|Наталия], не знаю Ваш уровень интеллекта, но судя по Вашему комментарию, он приближается к нулю😢
Я, с ""голоду  не сдохну"", несмотря на то, что являюсь доктором экон.наук, профессором Вуза, умею держать лопату в руках и выращивать все у себя на даче! А, вот Вам это действительно по- видимому грозит, судя по Вашему IQ, если конечно понимаете, что это такое? Советую начать с воспитания, как духовного, так и трудового! Удачи!"
40,"[id4463147|Любовь], а, ну ясно, если работаете в универе, то дали наказ придерживаться пропаганда кремля. Потраченный случай. Удачи"
41,"[id178990512|Наталия], ошибаетесь, нельзя быть такой мнительной! Если бы это было так, как это видите Вы, я бы об этом и не написала! К, счастью, что мои студенты адекватные, современные люди, умеющие мыслить и делать выводы! В отличии от Вас, они настоящие патриоты своей страны!"
42,"[id4463147|Любовь], когда это быть патриотом означает поддерживать войну против другой страны? Что вы несете, женщина ? вы не заслуживаете не то что преподавания, а существования! Дети умирают, а вы патриотки великие. Путин≠ сроссия"
43,"[id178990512|Наталия],  Это лишний раз подчёркивает Ваш IQ, если патриотизм Вы ассоциируете с войной. Я об этом ни слова ни сказала! И война, это всегда плохо! Только, где были Вы, когда та же Украина воевала подло с Донбассом, убивала там людей, в т.ч. и ни в чем неповинных детей, женщин, стариков? Но, исходя из Вашего стиля общения и пожеланий, не требуется никаких пояснений!
В отличии, от Вас я желаю Вам здоровья!"
44,"[id4463147|Любовь], на Донбассе убивались люди только с российской стороны. Ваши слова - прямое доказательство что вы смотрите российский тв"
45,"А, на Хиросиму, Нагасаки ядерную бомбу тоже Россия сбросила? Вьетнам, Афганистан, Сирию, Ливию, Югославию тоже русские бомбили? Донбасс, это продолжение действий, главного миротворца, перед которым Вы стоите с протянутой рукой, к великому сожалению....
Или россияне обещали Вам сбросить ядерную бомбу на Киев? Это, Ваша красавица с косой, пообещала нам россиянам, а за что? За наш газ, я не вдаюсь в экскурс истории, а многое можно было бы привести в пример...И не надо мои познания сводить к уровню ТВ, я в отличии от Вас читаю в оригинале зарубежную прессу...
Все, дискуссию с Вами считаю бесполезной, ещё раз, всего Вам доброго!"
46,"[id4463147|Любовь], мне пофигу, кого бомбила Америка. Главное - Украина никого никогда не бомбила. Че вы к нам лезите, нелюди?"
47,"[id4463147|Любовь], меня заблокировали, ибо я против войны и против непонятно чего"
48,
49,"[id11896694|Оля], украинцы и бьют своих, а ты конечно, держи нас в курсе вашей лжи!"
50,"[id4822398|Андрей], бог судья таким как ВЫ!!! Надо любить свою страну, Россию, уважать и поддерживать решение власти и ПОДАВЛЯЮЩЕГО большинства населения страны, а так же поддерживать вооруженные силы России, пусть хотя бы словами, пока по другому не могу этого сделать!🇷🇺"
51,"[id294066997|Игорь], почему Вы за компом? пора идти Вам воевать, а не здесь сидеть. Женщины ждут от Вас героизма."
52,"[id552499016|Оксана], с огромным удовольствием пошел бы истреблять нацистов и отстаивать интересы России. Но, демобилизации сейчас нет. Наши войска сами справляются в полном объеме и резервистов привлекать нет необходимости."
53,"[id552499016|Оксана], мы пойдем если прикажут вот не пускают даже говорят зрение обожгло глаза в свое время , но а так ничего не держит прикажут пойдем"
54,"[id50307440|Даша], вы о чём? о каком голоде говорите???"
55,"[id294066997|Игорь], вам придется вернуться в 1945й, потому-что в Украине нет никаких нацистов, включите ВПН"
56,"[id152535772|Наталья], глаза разбуйте тётя.... Ничего, скоро они у вас откроются!!! Не будет ваших нациков больше!!!"
57,"[id294066997|Игорь], Инорь , включи голову, радуешься убийству людей, а ради чего, что завтра есть ""нечего"" будет, зомбаки!"
58,Вообще то мы не бьем своих
59,
60,Путин молодец... знает где ему сидеть... у нас страна большая... и Украинскими нациками каждый второй готов лично заняться...
61,"[id161441022|Борис], ты сидишь и почему не воюешь?"
62,"[id12653874|Игорь], аххаахах, гарно застолье у Зеленского"
63,"[id12653874|Игорь], ну для показухи и Путин может там сфоткаться, толку только от этого"
64,"[id64253975|Игорь], А это не показуха"
65,"[id161441022|Борис], но пока что ВС РФ драпают позорно. Видели вера их героизм😆"
66,"Страшнее войны могут быть только люди, поддерживающие её. Нет войне!!!😮✊🙏"
67,"[id609835943|Елена], так вот я только что поперекидывался с Украинским нацистом словечками... Так вот этот отморозок он вообще не за мир... Он за то что бы всех убить... и вчера... и сегодня... и завтра..."
68,"[id161441022|Борис], отморозки и преступники есть везде. Не надо по отдельным деградантам судить о всём народе 🤷"
69,"[id609835943|Елена], покиньте место боевых действий используя гуманитарные коридоры... Надо понимать что русская армия это не волонтёры и доведут до конца поставленную задачу... А вот потом разберёмся о чём нам судить..."
70,"[id161441022|Борис], российская армия пересекла государственную границу другой страны с военной операцией. В данном случае выступает, как агрессор и оккупант. Прикрываясь Донбассом, развернула военные действия на большой части страны. И с этими очевидными фактами могут спорить только неадекватные или отравленные ТВ пропагандой люди. Мне очень жаль 🤦😱"
71,"[id609835943|Елена], благими намерениями выложен путь в ад. Поезжайте на переговоры с представителями киевских властей, уговорите их не воевать с ДНР, ЛРН. Может Вам удастся воскресить хотя бы детей, убитых нацистами на Донбассе. Вы же такая добрая!"
72,"[id609835943|Елена], так и а никто и не спорит о том что парламент (ставленники народа) одобрили использование вооружённых сил на территории другого государства... А предпосылки к этой как вы говорите агрессии... сейчас откапывают в безымянных могилах в Донецкой области... Где украинцы нацисты расстреливали жителей Донецкой области за то что они родственники русских..."
73,"[id330929796|Ольга], для этих переговоров есть специальные люди в российской делегации"
74,И поверьте мне Елена что эти специальные люди не руководят вооружёнными силами РФ... и никаких больше поблажек можно не ожидать...
75,"[id609835943|Елена], Это не война! Это защита наших рубежей. Нацекам понравилось устраивать факельные шествия и угрожать РОССИИ. Пусть получают сполна."
76,"[id309275424|Лидия], извините, вы где живёте?"
77,"В этой ситуации поражает не только бесчинства и военные преступления украинских националистов, но и отношение США и большинства европейских стран к данной ситуации. 
Лицемерие большинства европейских политиков и Америки похоже просто не знает предела. 
Только и слышно каждый день санкции, санкции, санкции. Огромное количество чиновников из Европы и Америки различного уровня на деньги своих граждан-налогоплательщиков сутками обсуждают каким еще образом навредить России не взирая на последствия для своего народа, лишь бы «побольнее». А что такое Россия? Это огромное количество простых граждан, в том числе женщин, детей, стариков. Так в отношении кого в итоге нацелены эти санкции, против простых граждан России? Против простых работяг Евросоюза и Америки? 
Вы только послушайте - Глава министерства иностранных дел Великобритании Лиз Трасс заявила, что Лондон не успокоится до полного разрушения экономики России. А что экономика любой страны существует отдельно от ее граждан? То есть главная цель Лондона — это разрушить спокойную жизнь, благосостояние и будущее миллионов россиян! 
Сам по себе факт применения экономических санкций, с юридической точки зрения абсолютно противоправен. Ведь существуют же в конце концов международные договоры, соглашения и т.п. Нарушение договоренностей в одностороннем порядке согласно законодательства любой из так называемых, цивилизованных стран, неминуемо приведет к наказанию виновных. Странно, но в ситуации с Россией цивилизованный способ разрешения споров не работает. Можно спокойно прекратить исполнение любых обязательств, вводить любые запреты, в том числе своим товаропроизводителям, разрушать основы экономика как России, так и своих стран и даже на спорт наложить лапу санкций, оправдывая это высокоморальными и человеколюбивыми целями. 
Так вот это и есть ЛИЦЕМЕРИЕ — моральное качество, состоящее в том, что заведомо безнравственным поступкам (совершаемым ради эгоистических интересов, по низменным мотивам и во имя антигуманных целей) приписываются псевдоморальный смысл, возвышенные мотивы и человеколюбивые цели. 
И все это без учета того, что спровоцировала всю эту ситуацию совершенно неадекватная политика Соединенных штатов и Евросоюза! 
Наша страна знает что такое ВОЙНА! После окончания Великой отечественной войны на территории России практически не осталось семей не потерявших своих близких при защите своей родины от нацизма. Никто в России не хочет войны, но иногда мир приходится отстаивать с оружием в руках и это именно тот случай! Очень хочется верить, что глас России наконец-то будет услышан мировым сообществом и здравый смысл возобладает над амбициями политизированной верхушки Евросоюза и США."
78,"[id609425505|Юрий], скажите спасибо параноику из Кремля. Вершителю судеб мира 🤔"
79,"[id609835943|Елена], Валить с больной головы на здоровую🙃 это как раз в стиле западных политиков. Так дойдем и до того, что вводим санкции и пытаемся разрушить экономику страны мы сами. Ваше мнение, совпадающее с мнением западных проНАТОвских политиков пусть остается с Вами. Лично мне жаль только то, что не решали эту проблему 8 лет назад."
80,"[id609425505|Юрий], вы же прекрасно знаете, что существующая ныне власть в России с 91 года игнорирует выбор большинства граждан РСФСР за Социалистический путь развития и с тех пор десятилетиями приводило в пример  своим гражданам европейские и западные преимущества, ценности ,отношение к действительности и истории , образования , законов и т. д и т. п..... Так где последовательность и в чем авторитет власти ведущей свой народ против его выбора совершенно непонятно куда ( мне 57 , я дед) с какой национальной идеей. Понимаете большинство людей дети воспитанники своих родителей и своего времени, я своих, мои дети мои воспитанники и эта и есть преемственность. Добавлю,  мой прадед, дед отец, я и мои два сына всё служили и воевали за свою Родину своим матерям и жёнам. Мы из Волгоградской области с Донской земли так называемого ныне патриотического центра России и мы всё против войны в которой самые братские народы стали заложниками большой политики. Я, говорю от имени своих близких родственников по праву: внука ,сына, отца и деда  у нас с ними в этом полное согласие и понимание и мы за 30 лет никогда не голосовали ""за"" капитализм-пережиток прошлого. Теперь я слышу от Медведева предрекания  (в условиях санкций) консолидации власти, элиты и народа . Позвольте, на чем будет основываться это и где же он был раньше ведя политику разгосударствления , разбазаривания  материальных и моральных ценностей государства победившего фашизм и спасшего мир?"
81,"[id134568597|Василий], а мне 54 , но я в отличии от Вас, категорически против Социалистического пути развития. Так что с большинством Вы явно погорячились. Я живу в районе Крайнего Севера в городке с огромным количеством различных национальностей, в том числе украинцев, и считаю, что при любом развитии страны национализм даже близко не должен приближаться к нашей стране."
82,"[id134568597|Василий], мы можем много рассуждать о развале СССР 30 лет назад, но жить нужно в настоящее время и постараться оставить нашим детям и внукам стабильную, процветающую страну. А пока рядом с нашими границами процветает противоправная запада, национализм и пренебрежение нашими интересами этого не будет. Мне не нужно рассказывать про Украину, моя жена родилась и выросла в Горловке и уже 10 лет не может попасть на могилу к своему отцу - шахтеру. Я уже писал в предыдущих комментариях, что жаль, что наша страна не действовала также решительно 8 лет назад. Я не националист, но я патриот России и любые действия в целях поддержания авторитета страны я буду поддерживать безоговорочно!"
83,"[id609425505|Юрий], а разве я вам,что то рассказал про Украину , даже не собираюсь если вам за 10 лет так и не хватило усилий попасть на могилу. это бесполезно , тем более слышать от вас про патриотизм .... пусть кто мы и кого мы воспитали определят и оценят по нашему потомству различные качества и способности коим мы дали."
84,"[id609835943|Елена], параноя у 90% украинцев,да к тому же еще вы и слепоглухонемые, которые видели и знали, что на Донбассе убивают мирных жителей, но вы радовались, Кстати, вы знаете гимн Украины, так вот посомтрите его 5 -й куплет, а этот гимн вы заставляете учить с первого класса, кого вы растите, точно не мирных людей((("
85,"[id50307440|Даша], аха, и правый сектор, айдар, торнадо- это котики, а факельные шествия во славу нациста бандеры, тоже не в киеве проходя, ох и кастрюли у вас, дырявые))а тебе прислать , как твоя укронацистская власть заживо сожгла людей в Одессе, тебе показать, как разбомбили в 14г Луганск, сколько твоя поганя власть просто убила людей не согласных с вашими нацистами, так что учи уроки, доргуша, иначе не будет в твоей жизни света, а только мрак нацистко-бандеровский мрак(("
86,Войну наше поколение не видело и Правительство РФ  не допустит никакой войны !!!!!!!!!!! Всё будет хорошо и ещё лучше.
87,"[id609835943|Елена], тебе меньше пить надо,похмелись может мозг у тебя заработает."
88,"[club25380626|Первый Канал], Здравствуйте! А скажите пожалуйста. Почему не открывается ваш сайт?"
89,"ЗдравствуйтеПишу Вам и слезы меня давят,пишет Вам многодетная мать которая воспитывает четверых детей совсем одна,я не знаю уже куда можно обратится за помощью,за надеждой,за справедливости.Я проживаю в Москве около 20 лет,местные чиновники отобрали у нас единственное жилье где проживали и были прописаны постоянно.Местная администрация вышвырнула многодетную мать совсем в никуда с четверыми детьми,грудиной ребёнок на руках многодетная мать осталась совсем на улице,феврале 2022.С помощью Бога я нашла жилье где можно было жить,жилье съемная.до 19.12.2022 я не однократно брала выписки из домовой книги я была там прописана с детьми,а вот 19.12.2022 брала последняя выписка тогда и узнала что администрация нас выписала еще 16.06.2021 я понять и не могла что творится,ведь предыдущие выписки дали мне понять что мы там прописаны.Сын получал паспорт первичный с пропиской где были зарегистрированы 16.03.2022.Опять же убедилась что мы прописаны,в конце декабря я брала выписку что нас выписали 16.06.2021,как это может быть такое если я родила младшую дочь 18.07.2021 и прописала ее только в августе 2021 году,выписке из домовой книги была указана что там осталась прописана моя дочь которой всего было 1 год и 5 месяцев,опять же если меня выписали еще беременную как я тогда могла прописать новорожденного там где были прописаны.Естественно я после последнего выписки из домовой книги сразу же обратилась в ген прокуратуру о просьбе разобраться и помочь многодетную малоимущую мать одиночку у которой нету никого и нечего кроме детей.Сама же звонила в соц защиту сказав что нас сняли с регистрации,они запретили все выплаты которые получала,не легко обошлось мне прописаться у знакомых чтоб хоть пособи на детей получать,но это уже нечего не меняет соц зашита с февраля месяца отказывает меня по выплатам по разными причинами,еще с меня без решение суда требуют более миллиона денег которые получала на детей за период 16.06/21 по настоящие время.Я нахожусь в декретном отпуске нету своего жилья ДГИ Москвы уже лет 3 как постоянно отказывает встать на учет как нуждающиеся в жилье.Я даже планировала рисковала дойти до ипотеки потому что прописались у знакомых с условием что через год я выпишемся оттуда,скоро наступит срок что мне делать я не знаю.Теперь ипотека это мечта с меня требуют более миллиона о которых и речь идти не может,все факты показали что мы были там прописаны.Местной соц зашиты нарушаются права нашей многодетной семьи,права моих несовершеннолетних детей в том числе дочке которой (9лет ),которой оформляется инвалидность,которая постоянно находится в больнице,данный момент она лежит в больнице а я с тремя остальными бегаю по прокуратурам по соц защитам.Никому мы не нужны местные власти с нас делают бомжами 3 апреля я получала выплаты на четверых детей как многодетная семья всего 6500.Как малоимущая соц защита находит разные причина отказа,буквально 17.04.2023 я была в местной соц зашите с двумя маленькими детьми ждала 3 часа пока примет меня начальница,в итоге она сказала что с меня будут удерживать пособи так как я им должна более миллиона денег,без решение суда,без рассмотрение фактов документов где подтверждается что мы там были прописаны.Пожалуйста помогите я очень переживаю за жизнь моих детей,которые со мной переживают и мечтают о мирной жизни."
90,"Так,это было вчера 🤷‍♀️"
91,полет киноэкипажа «ВЫЗОВ» на МКС …
92,Возвращение киноэкипажа ВЫЗОВ на Землю
93,"пусть головой об неё постучит может ""мозг"" запустится и начнёт работать!"
94,"[id697581215|Владимир], то та рогозина сняли, за счет государства фигню сняли🤦‍♂️5 миллиардов потратили, может и распилили под шумок! Молодцы шас рогозин в зоне СВО день рождения отмечал в Донецке из этого оленя хорошие люди пострадали, вообще не понимаю, почему его не посадят лет эдак на 20?"
95,"О скромности, видимо никогда не слышали..."
96,Доброе утро
97,"❤️❤️❤️🌈🌈🌈🌺🌺🌺💐💐💐ОТЛИЧНЕЙШЕГО ДНЯ, ДРУЗЬЯ!! 🎈🎈🎈🎈🎈"
98,
99,"[id375739564|Вячеслав],"
100,"Доброе утро, друзья!!!

Удачи и радости в новом дне!"
101,"[id385445596|Helen],"
102,
103,
104,"[id385445596|Helen], Доброе утро! Удачи! ❤️🤗🍮🌹🌹🌹☀️😘"
105,
106,"[id385445596|Helen], приветик дорогая. Доброе весеннее утро! Прекрасного денёчка! 🙋‍♀️❤️🤗🍮🍫💐☀️🥰"
107,С добрым утром!!! ❤
108,
109,С добрым утром 💝💟🤗
110,"... необыкновенный, душевный и пронзительно   чудодейственный.. фильм для  души...😍 ❤️"
111,Создатели фильма так и не поняли главного: ВЕЛИЧИНЫ И МОЩИ ПЕСНЯРОВ.
112,"[id102899488|Юрий], главное, что мы поняли, помним, слушаем и гордимся, что жили в это же время. Мне ещё очень нравится ВИА Аракс."
113,Редкая пластинка...Даже в те годы не просто было такую купить.
114,"он меня бесит.ему бы на донбасс в окопы или на верхний ларс вместе с ургантом.утром от его голоса,который что попало мелет просто голова взрывается.ургант хоть иногда шутил в тему.а этот вообще всегда не в тему"
115,"[id50192510|Константин], зачем оскорблять наших бойцов на передовой?В окопы берут только лучших,а он не из них!"
116,в РОССИИ не действует закон о гомосеках ! почему рекламируют это хрусталева ?????
117,"Для Первого канала пишу. 
 Ну, что, дорогие мои, слыхал я о желании Ивана Андреевича (Не Крылова), а Урганта вернуться на Первый. 
 Что ж, поддержим стремление отрока сего? 
 По елику, то есть по телеку... 
 Ладно, вакансии уборщиков помещений у вас хоть есть? 
Надеюсь, что есть. А, чем плоха эта позиция для возвращения Урганта? А на экране пускай и другие покрасуются, экран у Первого один, а помещений для уборки много, всё может и больше пользы от него там будет, чем на экране, а, если плохо будет убираться, мыть полы, да пылесосить, то гоните его в шею. 
 Кстати, и пусть не беспокоится о костюме, униформу ему Первый должен предоставить совершенно бесплатно! 
 Да, и обойдёмся без басен и побасенок от испугпатриотов."
118,"Зрители фильм еще не видели,а его уже называют ""нашумевшим"". Принимают желаемое за действительное?"
119,"[id401895426|Татьяна], ну так телевизионщики сами только и шумят, о своих шудеврах по всюду!)"
120,"И по сей день, жители этого многстрадального города и области, совершают подвиг, выживая в нищенских зарплатах, убитых дорогах, казнокрадствах чинуш и закидонах чудо-губернатора, с тяжелейшим ранением головы, но Героем России...."
121,
122,Христос Воскресе!!!
123,Нельзя верить ему!!!
124,"Решил сам себя попиарить, бабла срубить, чтобы домой уехать"
125,"[id284200277|Tatyana], вы может по себе судите? Видно очень бабло любите. Вы не с Украины?"
126,"Как можно верить людям, которые пришли к нам с мечом!?"
127,"1 прекращать творить, террористов, ... успеешь к себе пригласить. Незабудь самостоятельно их усыновить, удочерить."
128,"Нечем заняться, видимо."
129,"[id284200277|Tatyana], на кухню иди, раз тебе заняться нечем."
130,"☀️Правда•за•РФ🇷🇺➰🇷🇺➰🇷🇺✔️
☀️☀️☀️☀️☀️☀️☀️☀️☀️☀️☀️•••••
Победа близится, вопреки явной лжи и коварству врага✔️"
131,"У первого юра сумчатый военным экспертом выступает??? Лол, этот не служивший эксперт, только по недоработке органов ещё не под статьёй за фейки...зашквар..."
132,"А вы попробуйте опросить солдат, без камер и,,урапатриотизма,,... Реальность, вам очень сильно не понравится, даже шокирует..."
133,"Хорошая и нужная передача, смотрим каждое утро с самого начала ее появления на экране, очень познавательно и эксперты доступным языком все объясняют, спасибо!!"
