,0
34,"[id302018302|Антон], не знаю, мне не зашёл, как купили, так и выкинули 😁"
35,"[id302018302|Антон], он свежий не пахнет, если полежит только"
36,Фрухтовый сюрстрёминг
37,"[id173350439|Егор], и то и то попробовать интересно"
38,"[id320343409|Приятный], кореянка которая все подряд жрет как бульдозер, ты наверное слышал про нее.
Даже она сюрстреминг не смогла проглотить, но водичку выпила"
39,"[id320343409|Приятный], запах тухлого мяска мне так и не позволил переступить через себя. Пыталась пронести в номер данный кусочек завернув его в несколько пакетов но увы ,в лифте чуть не стошнило соседа."
40,"[id311558592|Елена], так сказано же и не раз то что сюрстреминг надо есть на улице , на природе например , и перед тем как есто промыть в тазике"
41,"[id320343409|Приятный], ну не могу я есть на улице ,а как оказалось и в комнате))а своём опыте ж учимся"
42,"[id320343409|Приятный], про сюрстреминг не скажу, а дуриан ел, ничего особенного, безвкусная ""оболочка косточки"""
43,
44,"[id128840550|Сергей], где пятый?"
45,"[id128840550|Сергей],"
46,"С таких успехом я считаю, что петицию подписали не 1000, а 2 тысячи человек)"
47,Вот так будет точнее 1000 чел³
48,"Если не пойдут ей на встречу, она будет есть соседей"
49,а пожрать тебе не завернуть?🤔
50,"[id5790015|Hi], ну конечно, двойную порцию))"
51,"[id200210544|Илья], там и двойная со свистом пролетит😄"
52,Жрать надо меньше
53,"Конечно, платных мест"
54,"Худеть блеать надо, а не требовать от других чтоб тебе ещё и место уступали"
55,Не дай бог с такой жироёбиной лететь🤦‍♂️🤦‍♂️
56,Ну у некоторых авиакомпаний полные люди обязаны покупать доп. Места. Т.к. иначе вес самолета будет распределен не равномерно и тогда всем кредык 🥹
57,Пусть покупает 2 места
58,по-моему плюс
59,😐
60,Вкусно и точка
61,я конечно видел видел но чтобы таких впервые
62,Чистый белок
63,Ебланище
64,
65,Кого сейчас этим удивишь
66,"Не гигиенично с пола есть, мог бы и на тарелку положить."
67,С балкона упала. С 8 этажа
68,"дед, пей таблетки! сторонники путена все поголовно безумные или прикидываются"
69,это по мнению самих украинцев или ВЦИОМ?))))))))))))))))
70,А смысл его слушать? Он же поехавший
71,Вот это приход
72,Это ему привиделось после очередной дороги ?
73,"Кстати! После того, как он отказался, мне предлагали стать Джигурдой, чтоб потом стать кандидатом в президенты Украины ☝😜"
74,
75,
76,"А есть существенная разница между Зеленским и Джигурдой? Что один,что второй не в себе"
77,"[id20513554|Ольга], кто ещё в тебе не был?"
78,"[id5081711|Андрей], риторически не правильный подъёб, её в предложении нет🤔"
79,"такие актеры там не нужны! если серьезно, то в 2013 наше ФСБ пыталось контролировать их СБУ. миллиарды долларов на это потрачено было из наших налогов! ахаха, рассчитывали на Киев за три дня!"
80,"[id709079545|Mad], укропитек, иди в окоп родину защищать!!!"
81,
82,"""Овцы всю жизнь боялись волков, а съел их пастух!""©
Ауф"
83,сьел пастух? ага. 2 тебе
84,"[id189338552|Александр], это цитата,по методу копировать,вставить. Вопросы?"
85,"[id224696982|Сергей], есть вопрос! что это 👉ауф?"
86,"[id224696982|Сергей], ауф что такое? олень не игнорь меня."
87,"[id189338552|Александр], ассоциация упрямых фуфиков. Что неясно тебе, лось?"
88,"[id188236453|Миша], не лось а лосось. олень ты тупой!"
89,"[id189338552|Александр], в твоём случае это от слова сосать"
90,"[id189338552|Александр], чисто стеб. Точка в собачьем стиле) Типа ""Вот так вот!""."
91,"[id17064560|Андрей], скажите мне. вы одеколон пьете?"
92,"[id189338552|Александр], к чему это вот? Это ведь не я придумал. Спросили откуда - я ответил."
93,"От стаи волков, пёсель бы не защитил. Порвали бы..."
94,тёзка не мути воду. собака не волк а волк не собака. один пес может порвать вожака и все. все в разбег.
95,"[id189338552|Александр], не может пёс загрызть вожака, если только водка древний и больной сам подползет"
96,"[id15397420|Сергей], Я в сибири живу в тайге"
97,"[id15397420|Сергей], понял сам что написал?"
98,"[id189338552|Александр], как сторожевой пес поймет кто из волков вожак ? По запаху шоле?"
99,"[id261630966|Просто], для дЭбилов в самый раз!"
100,"[id261630966|Просто], 🤣там читать надо и много. потянешь?"
101,"[id189338552|Александр], ну ты же всё уже знаешь,зачем тебе перечитывать м,дЭбил?"
102,"[id261630966|Просто], оленям привет!"
103,"[id189338552|Александр], хватит разговаривать с животными,зоофил!"
104,В этом мире есть 3 типа людей- Овцы Овчарки и Волки
105,"[id591133427|Даниил], не помню из какого фильма цитата, но вроде бы это был американский боевик"
106,Это из сериала вроде
107,"[id591133427|Даниил], только в отличии от животных, благодарность у людей проходит быстро,а страх не проходит никогда…"
108,"[id311942747|Егор], да фильм с Беном Аффлеком - Расплата он там играет аутиста"
109,"[id311942747|Егор], американский снайпер с купером"
110,Пёс сам как волк на только приручкный
111,А от м таи людей собака уже не защищает да и сама потом косточками с удовольствием похрустит
112,"Описание не правильное. 
В общем было так : овца с псом не поделили что то. Овца разозлилась и в ъ е бала собакену по чайнику своей тупой тяжелой башкой. У собакена пошла кровь из носа, сотряс, лапы подкосились. Овца подошла к разбитой собаке и говорит -«куле ты пёс выепываешься? Я тебе ещё щас с вертухи копытом по эбалу заехать смогу, так что заткнись и затарься подальше, коли зубы и хвост целы»!"
113,"[id315163480|Аида], ни кто не сомневался что ты ТП могла бы не блестать остатками ума"
114,"[id108898423|Smok], а ты в курсе что любой волк без проблем разорвет лучшую бойцовскую собаку как бы она натренирована не была? И ни одна собака не пережила бы стычку с стаей волков. Так что додумывать тут можно что угодно"
115,"[id392914551|Егор], парень Аиды чтоли 😁"
116,"[id108898423|Smok], я конечно все понимаю но сотряс от барана это сильно"
117,"[id392914551|Егор], ну чушь, волкодавы спокойно хреначут волков"
118,"[id187692247|Кристина], ок"
119,"[id187692247|Кристина], есть видео в ютубе как волки съедают волкодавов в холодные голодные времена. Заходят в деревня , села и утаскивают волкодава."
120,"[id715339672|Ilgizar], можешь также в ютубе посмотреть, как волкодав бьётся с волками, я своими глазами такое видела"
121,"[id715339672|Ilgizar], да не замарачивайся, они не поймут. волк в первую очередь хищьник, очень умный хищьник. А не домашняя зверушка"
122,"[id392914551|Егор], кому ты тут втираешь, дикуха? Я своими глазами это видела"
123,🥺😘
124,Мем
125,
126,А кости доела собака
127,"СК видимо заняться больше нечем – все преступления раскрыты, убийцы пойманы, насильники за решеткой..."
128,"[id75888759|Андрей], мощный вскукарек 👍 ещё есть что нибудь такое же бессмысленное?"
129,На крестницу Путина законы не распространяются
130,"[id649706219|Эдик], мощный вскукарек 👍 ещё есть что нибудь такое же бессмысленное?"
131,"[id649706219|Эдик], 👏"
132,"Ну потому что не хотят скандала, а скандал бы был большим"
133,"Вау мама за нее попросился?
Еще не всех подряд неугодноых гребут"
134,"Непотопляемая Ксю,обласканная властью и связями,ну кто ж ее посадит?!Она же ходячий памятник,визитка процессов,которые тянут страну в пропасть!"
135,"[id185782565|Антон], мощный вскукарек 👍 ещё есть что нибудь такое же бессмысленное?"
136,"что вообще за законы, по которым власть нельзя критиковать?"
137,"[id500935908|Валя],  старый  добрый   37 г.  повторяется"
138,"[id702086250|Юрий], в 37 ты бы боялся на кухне молчать про себя ))))) Даже не говорить )))"
139,На родственников/друзей из кооператива Озеро/крестников не распространяется законы РФ
140,"[id420425073|Ярик], мощный вскукарек 👍 ещё есть что нибудь такое же бессмысленное?"
141,"Собчак - не оппозиционер. Собчак - удобист, оборотень. Поет красиво, ей за это и платят."
142,"У нас в стране будто не осталось никаких больше проблем, только уголовные дела за слова клепаются как на конвеере. Тут вот только чуть споткнулись о крестницу Путина..."
143,"[id186444368|Таня], мощный вскукарек 👍 ещё есть что нибудь такое же бессмысленное?"
144,"[id187097060|Константин], кукарекаешь тут ты один! Ещё есть что-нибудь такое же бессмысленное?"
145,"[id28943938|Илья], так себе вскукарек, иди пасись животное тухлодырое 🤣 P. S. я откуда знаю, есть у тебя ещё или нет? Ты долпоеп похоже"
146,"Можно сколько угодно говорить про связи Собчак с властью, но она все еще продолжает высказываться против этой войны, а ее мать в сенате единственная голосует против людоедских провоенных законов"
147,"[id303219737|Вера], поэтому и продолжает. Вот вы даже чирикнуть не успеете. Все усмотрят и все заметят."
148,"Да-да, пару подбирать в мужских носках это одно из нелюбимых занятий😫😫😫"
149,10 пар черных носков
150,"[id94640551|Анастасия], Стесняюсь спросить, а почему вы в мужских носках ходите? 😬"
151,"[id94640551|Анастасия], зачем подбирать пару, если все носки одинаковые. Носки, они ведь как квантовая запутанность. Когда надеваешь носок на левую ногу, второй мгновенно становится правым, где бы он ни был"
152,"[id2520690|Кирилл], удобно, не жмут😐"
153,"[id94640551|Анастасия], Стоило догадаться догадаться самому 😄"
154,Да он чертов гений!
155,"Достаточно и 80 пар. Мне жена подарила 20 пар белых коротких, 20 черных коротких и 20 чёрных длинных, и 20 следков. 
Я теперь вообще не парюсь с носками"
156,"Самое главное - брать их все сразу в одном месте. 95% моих носков - чёрные. Больше всего тонких. И мне зачастую кажется, что они все разные. Миллион разных чёрных носков! Почему производители не могут договориться и сделать ""обычные"" носки? Пусть бы все фабрики шили обычные и ещё всякие другие. И покупатель бы знал, что один ""обычный"" будет точно таким же, как другой! Я бы только такие покупал и не знал бы с ними проблем."
157,Как вариант
158,Хммм... кто-то ещё ходит в черных носках?!😂
159,"Подарок полезный,
А удовольствия сколько  😄"
160,"Это лайфхак просто для тех кто хочет замуж , нельзя такие вещи писать в публичной сфере,не надо подсказывать что важно мужчине"
161,"вы стираете носки? это же расходник, начали твердеть выкидываешь покупаешь новые, а чтоб не благоухали есть специальные спреи для обуви которые убивают микробов"
162,а финки НКВД есть ? админка
163,Да 3ае6ала эта Камри
164,Тряпочка в комплекте ?
165,Камри с таким пробегом стоила бы 800+
166,"[id2235250|Женечка], 17 лет..какие 800+???
Это же гно гнилое"
167,"[id64322359|Михаил], если пробег реальный. И хозяин один. То думаю не гнилая."
168,"[id64322359|Михаил], ну да. С 1 хозяином  так и стоит"
169,"[id2235250|Женечка], это 3.5"
170,"[id189477297|Александр], там 2.4 тоже есть."
171,Гейтаетка легенда для пенсов и геев! ПетуПовозка!
172,КАМРИ КАМРИ ХУЯРМИ ЛАМБОРГИНИ 👍
173,ХУЯТИНА ПОЛНАЯ
174,"Не бита не крашена, пробег не скручен…."
175,👍
176,Продам гараж
177,Некруха на коленях
178,
179,🤣👍
180,
181,Так-то опасно в ухо пылесосом тыкать 😳
182,"[id10497798|Дмитрий], ну ухо то не свое🤣"
183,🤣🤣🤣🤣🤣👍
184,🤣🤣🤣🤣🤣
185,
186,🤣🤣🤣👍🔥
187,
188,😂🤣🤣😂🤣🤣😂
189,Чем только люди не занимаются 🤣🙈
190,Что тут у вас происходит ?😆
191,Дебилы
192,sea664 тг шк
193,
194,
195,Ювелир 😄
196,Скорострельность лучше чем у калаша😂
197,"Хрень.
Чего до слёз-то
До стакана воды 😄"
198,"Хорошо, как их тогда называть? 🤣
Копчёные??? 😁
Они обижаются на любые слова в их адрес..."
199,"[id41516531|Андрей], Негры они и в Африке негры."
200,Рубероид
201,zum1002 тг шк
202,Уголёк
203,sea664 тг шк
204,спички
205,
206,"Не надо их никак называть. Их надо отправить на историческую родину, пусть живут там, изучают свою историю кркглогодично, самоназываются, как им угодно, и соблюдают свои права между собой, без привязки к белым. Мне только кажется, что они и там начнут свару, кто из них чернее и следовательно важнее."
207,Негры
208,
209,Apple Pay бы вернули еще)) так удобно было
210,"[id19863126|Арсен], не apple pay, а «плати и точка»"
211,"[id5948492|Алексей], не, вот этого не надо)))"
212,жи есть Maag-а
213,
214,"[id202174376|Игорь], вкусно у толчка )))"
215,"[id202174376|Игорь], точно такой же как и мак был🤷‍♂️"
216,"[id115456615|Яков], так и хавай там, нам не рекламируй!😉"
217,"[id95466156|Васёк], названия чутка изменились и всё, а так как была хавкой для скота так и осталось"
218,Модно и точка
219,
220,"[id340390131|Мария], ага... проходили мы те свободы...найух больше не надо"
221,"[id604497138|Павел], тебе то черту откуда знать🤣"
222,"[id187298170|Владимир], ооооо...а вот и кудахтанье подоспело.
А ты прям знаешь,валет пиковый🤡🤡"
223,Госпади. Да давайте избавимся от Путина. А не вот это все.
224,"[id91792633|Malena], за шмотки говнокачества митингуешь? За трусы продалось?)"
225,"[id13706050|Юлия], за радужный флажок"
226,"[id5921139|Евгений], и полное отсутствие присутствия."
227,"[id91792633|Malena], лучше от таких как ты избавляться. Земля Русская чище станет."
228,"[id13706050|Юлия], да. Ношеные😁"
229,"[id187298170|Владимир], вы сейчас смеётесь а хохлячие эскорт жрицы на вопрос за что вы на майдан вышли, отвечали ""за кружевное белье""🔥"
230,"[id13706050|Юлия], серьёзно😳"
231,"[id13706050|Юлия], ебааать. Жесть конечно"
232,"[id187298170|Владимир], серьезно. Не в пабликах, некоторое время назад, в ленте хохлячей мовы на полном серьёзе они выступали)"
233,"[id13706050|Юлия], хахаха. Отдай свои ёмаё. Сжалься над немощными"
234,А чего у них будет общего? Одно и тоже помещение в ТЦ?
235,это уже точно будет не Zara
236,Zoro
237,"[id231368956|Сергей], кстати....как его ещё не запретили за Z😄😄😄"
238,"[id436999223|Вен], 😅"
239,"1. Зачем ?
2. На #уя ?"
240,"[id523079|Денис], бизнес...просто бизнес"
241,Компания понесла убытки когда прилепила её морду на этикетку 🤣
242,Да скорее всего просто никто не покупал продукцию с ее лицом😄
243,"Да ладно,неужели начинает всё становиться на места!?"
244,Гнать эту суку с нашей планеты.
245,"«Винный напиток»?
Еще и лицом Бузовой?
Не, спасибо))"
246,Бузвин?! 🤣🤣🤣
247,"[id90638896|Дмитрий], винузова."
248,"[id31965931|Алексей], вантузова"
249,Надо было на коньяке предложить😂
250,"[id38784475|Екатерина], я знала,что так закончится??Коньяк?!! 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣"
251,"[id710782281|Наталья], да да,оно😂😂😂"
252,Давааааас
253,"Будь владельцем компании Пабло Эскобар, таких непоняток не могло бы случиться."
254,На кого было рассчитано данное пойло? На 14 летних девочек? О чем они там думают все )
255,"[id6498802|Мурад], вот тоже об этом сразу подумала. Львиная доля ее фанов, это 10-15 лет. Да и взрослые тети, не будут пить винный напиток, да еще и за 400 рублей"
256,Всех с пасхой ❤✨
257,Плачет от счастья?
258,zum1001 тг шк
259,Всех с пасхой ❤✨
260,И ещё землянин  должен быть исключительно из США
261,"О, американские ""Счастливы вместе"""
262,
263,)))))
264,Встреча с редакцией РЕН-ТВ
265,
266,*Поделку из желюдей
267,В его возрасте может быть всякое.
268,"Ну, не молодеет, чё вы хотели увидеть? Вот если бы молодел было бы интересней)"
269,
270,"Ты не волк, если не волк. И  ты волк, если волк. Д. Стэтхем"
271,"[id289040619|Игорь], волк волку волк, товарищ и брат. но это неточно (С) Волк"
272,Ну хоть кто-то к лету похудел
273,"[id6634864|Антон], толстых волков вроде бы не бывает?
Во Владимирской области приходилось не единожды видеть волков, но все они какие-то худосочные"
274,"[id152428243|Владислав], просто они друг друга кусают за бочок периодически 🤔"
275,"[id6634864|Антон], чего? Правда что-ли?🤣 Или это прикол?🤔"
276,"[id152428243|Владислав], ну если один волчёк ложится на краю, то другие его за бочок кусают по очереди( я на Дискавери видел"
277,"[id6634864|Антон], ух ты! Не знал!👌 интересный факт. Спасибо"
278,"Снизу полюбом выступает в цирке, чтобы зимой было на что сычевать."
279,У нас писцы этих волков в рот имели 😅😅😅
280,"немного магии фотошопа, и окрас прям идеально черный"
281,
282,"Снизу волчонок, месяцев 4-5"
283,"Время, когда жил с родителями и когда стал жить один 🤣"
284,"[id1193070|Митя], нее, скорее холост и женился"
285,снизу волк курильщика..
286,"[id273757944|Захар], лучший комментарий в мире😂😂😂👍"
287,"[id238971519|Шамиль], 😄😄"
288,"У меня хаски был, та же херня)"
289,"больше зависит от изначальной цены товара, толку с товара за 6тр с рук, если новый в магазине стоит 6тр, а человек продаёт уже без чека"
290,"[id9621561|Alex], а смысл тогда его покупать с рук?"
291,"[id79926636|Дмитрий], если новый и продадут дешевле чем в магазине, то воможно есть смысл сэкономить"
292,"[id9621561|Alex], ну фиг знает. Частный продаван гарантию даёт пока ты с ним не попрощался. Магазин минимум 14 дней даёт, хочет или нет. Это закон."
293,"[id652715|Алексей], частные дают гарантию в частном порядке и в основном на словах, а в магазине документ как минимум"
294,"[id9621561|Alex], о чем ты? Здесь вообще про это нечего не сказано.."
295,"[id435018617|Данил], а вы о чем?"
296,"[id9621561|Alex], ну так тут все просто. Считаешь, что дорого - не покупай."
297,"[id3252003|Мария], конечно, так и делается, но спросить о торге тоже несложно"
298,Идиотизм
299,😂 автобусы ходят)))
300,😄
301,"И подписал его тот, кто всю эту клоунаду затеял с принятием трех чтений за полдня. Цирк абсолютный."
302,"[id163121617|Анита], цирк в твоей голове животное"
303,"[id187097060|Константин], 😂😂😂 хороший подсос президенту, кремлебот, но нет)"
304,"[id187097060|Константин], это в твоей, слоупок тухлодырый🖕 Те двое имели право,но не делали, а этот бункерный чёрт, не имеет, но делает🤦"
305,"[id30149761|Анна], для долпоепов факты не аргумент, я в курсе) иди пасись животное тухлодырое"
306,"[id108604918|Дмитрий], это тебе муж твой сказал? 🤣 не верь ему... он за твою полировку своего штуцера и не такое скажет.... иди пасись животное тухлодырое"
307,"[id187097060|Константин],  если для тебя картинки - это факты, то ты - олигофрен 😂
Хорошо сосешь , по методичке."
308,"[id187097060|Константин], ясно, ты просто тупой кремлебот🤷‍♂🖕"
309,"[id187097060|Константин], ему эти права не нужны, он ведь царь😆"
310,"[id234538922|Владимир], долпоеп 🤣 держи в себе свои фантазии...."
311,"[id30149761|Анна], животное, держи в себе свои тухлые фантазии) сосешь тут только ты..."
312,"Если повестки электронные, то пусть и призывают ими в игру Call of Duty. В любом другом случае — военкомат меня не получит."
313,
314,"[id150512073|Юрий], где палец так у*бал ?"
315,"[id150512073|Юрий], не ссы, тухлодырое, таких и так не призывают"
316,"[id187097060|Константин],"
317,"[id463091442|Максим], абсолютно согласен с доктором, тебя не вылечить... иди пасись животное тухлодырое"
318,"[id187097060|Константин],"
319,"[id187097060|Константин], че еще прогавкаешь??? Я смотрю тухлая дыра твоя больная тема? И давно она у тебя протухла??? 🤣🤣🤣🤣🤣🤣🤣"
320,"[id150512073|Юрий], ну это понятно у вас в ххлостана ловят везде на убой"
321,"[id187097060|Константин], а ты чего не в окопе то дырка????"
322,Интересно а в деревнях где нет инета? Предлагаю на вертолёте повестку скидавать и пошло 7 дней🤷‍♂️
323,"[id126414879|Ильнур], в какой именно деревне нет интернета? Долпоеп, у них значит и профиль на госах отсутствует"
324,"[id187097060|Константин], не агрессируй. Может реально не всем можно в зубы дать афтомат"
325,"[id1980485|Никита], ага изобрази тут диалог двух ботов, тупое животное , думаешь после падения режима , пропетляешь , что просто за деньги писал комменты и тебя не вздернут?)"
326,"[id5081711|Андрей], компетенция твоего мнения сравнима с вантузом, не позорь родителей."
327,"[id187097060|Константин], в деревне ""очко твоей мёртвой матери"". Оно на столько глубокое, что туда даже интернет нельзя проаести"
328,"[id226746819|Фёдор], Ваууу, а с чего ты взял, что у моей мамы такая же ситуация как у той опойки, которая тебя  выcpaла на кафель? 🤣 иди пасись животное тухлодырое"
329,Это не закон. Это надругательство над правом в чистом виде.
330,"[id101905376|Ирина], в котором месте?"
331,"[id101905376|Ирина], правом? Вы о чем?"
332,"[id187097060|Константин], в таком!! сами работать они не хотят, теперь гайцы будут ловить"
333,"[id101905376|Ирина], о каком праве вы говорите ?"
334,"[id285490194|Барух], правом уклонения"
335,"[id152354764|Алексей], А знаешь почему ""ловить""???? Может потому что бегают.не будут бегать не будут ловить.По-моему логично."
336,"[id187097060|Константин], иди мимо, ты слишком тупой"
337,"[id21651551|Рустам], ссыкло"
338,"[id5081711|Андрей], тупой ты, никакие права человека не нарушаются."
339,"[id5081711|Андрей], слышь, пубертатный хмырь, наладь связь между мозгом и языком для начала. А потом в сеть лезь"
340,Явно же потому что страна побеждает в войне🤡
341,"[id449859941|Ахмат], мощный вскукарек 👍 ещё есть что нибудь такое же бессмысленное?"
342,"[id449859941|Ахмат], скорее чтобы не было войны"
343,"[id449859941|Ахмат], парад. Ты вечно забываешь о параде: люди перестали ценить историческую значимость! 
 Вот сейчас всех маршировать научат - и сразу отпустят! …но это не точно."
344,"[id187097060|Константин], твоя версия? И почему ТЫ до сих пор у компа - а не в части?!"
345,"[id3387418|Вениамин], мб потому щенок, что не взяли? Сказали, что моих 20 лет в погонах уже много, моя ВУС в данный момент не нужна"
346,"[id187097060|Константин], что за погоны? И что за «бессмысленность» ты углядел в том комментарии выше? 
 Стоп: в смысле - СЕЙЧАС не нужна? Вам, 20+ лет в ботах, что-то большее сообщают?"
347,"[id3387418|Вениамин], а что, в комментарии есть смысл? Человек приплел спецоперацию, хотя это просто зделали для того, что б не ходить и не вручать повестки. Введут к осеннему призыву. Вот и всё. Зато надо везде присобачить сво"
348,"[id138207578|Роман], это просто совпадение, да(: 
 Да, на взгляд любого, не топтавшего боты 20 лет подряд - не пропагандиста, разумеется - это выглядит именно так. К слову."
349,"[id3387418|Вениамин], ну, как скажете"
350,"[id25438772|Максим], ага логика от одноклеточного))"
351,Да это гон-украинская нагонялка ужаса))))
352,"запрет выезда для призывников - наша новая реальность
запрет для выезда для всех остальных - наше недалёкое будущее"
353,"[id325462010|Алишер], мощный вскукарек 👍 ещё есть что нибудь такое же бессмысленное?"
354,"[id187097060|Konstantin], так он прав"
355,"[id349942425|Ясин], в чём прав?"
356,"[id25438772|Maxim], в том, что скоро запретят выезд для всех"
357,"[id349942425|Ясин], с чего бы?"
358,"[id25438772|Maxim], ну к этому идет, закрытие экономики, электронные повестки, с запретом на выезд"
359,"[id349942425|Ясин], где закрытие экономики?
От того, что повестки станут электронными, единственное фактическое следствие — уменьшение коррупции. И всё. Остальное — лишь обеспечение нормального соблюдения людьми обязанностей, которые у них и так были"
360,"[id25438772|Максим], такие же как ты петухи говорили и мобилизации не будет 🤣"
361,"[id82775885|Николай], а с чего это я петух?"
362,"[id25438772|Maxim], уменьшение коррупции? Аххаах, смешной ты, если не знаешь, что взятки дают в военкоме, а туда все равно прийти нужно будет"
363,"Если повестки электронные, то и служба пусть будет онлайн."
364,"[id252635738|Родион], 🤣👍"
365,"[id252635738|Родион], общее построение в wot)))"
366,"[id252635738|Родион], в варфейсе"
367,"[id226746819|Фёдор], в калде"
368,"[id5081711|Андрей], а если морфлот - то wows."
369,"[id282880296|Леха], в баттле 2042)))"
370,"[id252635738|Родион], в pubg, wot, cod или лучше всего в arma3 -лучший семултор военных деиствий🤣"
371,Виртуальная
372,Ждем значит мобилизацию
373,"[id362282665|Виктор], врядли в ближайшие полгода."
374,"[id362282665|Виктор], призыв ждём, осенний, на срочную... дБ 🤣"
375,"[id362282665|Виктор], Че будет того и не обойдешь)))"
376,"[id187097060|Константин], Вали уже отсюда амеба, научись мысли формулировать , потом говори, а не дрисликом своим тут делишься"
377,Ботинок тебя уже износили
378,"[id362282665|Виктор], после майских праздников"
379,Совсем там охренели! Потом хрен докажешь что ни чего не приходило! Особенно когда госуслуги постоянно глючат🤣
380,в чем талант? Вырождение нации налицо) Популярность и признание толпы дегенератов важнее каких либо ценностей. Ну штош)
381,"открой форточку, это не душно, это уже задохнутся можно. чувство иронии отсутствует напрочь"
382,"В том и косяк, что не каждый видит в этом иронию. Поэтому такое лучше не выставлять для всей общественности :) По большому счету, соцсети и добавляют деградации обществу всякими приколами, которые некоторые люди воспринимают как призыв к действию"
383,"[id427569225|Вероника], на сво 150к солдат откинулось, видос мало чем уж навредит"
384,"[id128918300|Леня], а че лицо прячешь? Циник хуиник"
385,"[id12056436|Ромачо], на слово лопата не всем смешно. Смеяться из-за того, что это типа маргинальная тема.. И такие все независимые от нравственности - признак не оригинальности мышления, а наоборот. Когда не чем выделиться, пытаются брать шок контентом. Ахаха.. А вот нам норм, это ирония. Неа. Так это не работает. Ирония должна быть тонкой, а если дерзость и вызов, то с интеллектуальным налётом, а не тупости.  Следующий уровень после того, как насрал по дверь и убежал. Такая же ирония"
386,"[id427569225|Вероника], весь этот словестный понос можно сократить до фразы ""все пид##асы,а я - Д'артаньян""
Не всем нравится интеллектуальный юмор,камеди то ведь популярно,причем среди огромной прослойки населения.а ты просто ханжа,вечно недовольная и  в вечном поиске до чего бы докопаться,лишь бы был повод показать всем свою псевдоинтеллектуальность."
387,"[id12056436|Ромачо], ханжество не надо путать с элементарной планкой достоинства. Совсем уже съехали ниже плинтуса, оригинальные вы мои"
388,"[id12056436|Ромачо], в камеди ирония намного тоньше, если того же Павла Волю взять. А это днище. Не смешно, сплошное позерство и провокацция. Этого маловато будет до юмора"
