,0
26,"[id742098566|Виктория], давно ли они стали цивилизованными? Одна только нанкинская резня чего стоила... Но это наверно другое ведь?"
27,"[id593212819|Евгений], жень, а ты цивилизованный? Судишь про целую страну по поступкам прошлого поколения"
28,"[id699250856|Максим], в России эта девка не созналась бы , что поймала его."
29,"Для культуры Японии очень много значит понятие «честь» … причем даже в небогатых родах , мы же значение этого понятия почти забыли"
30,"[id2585306|Алексей], да, честь для них очень много значит. Вырезанные их полными чести предками китайцы и корейцы не дадут соврать."
31,"[id262316852|Евгений], но они делали это с честью."
32,"[id262316852|Evgeni], может, тогда вспомним и про нквдшников? Или вообще инквизицию? А может, копнем ещё дальше и рассмотрим массовое истребление мамонтов?"
33,"[id393820923|Raquel], давай вспомним НКВД. А по фактическим плюсам и минусам, или по байкам пи...ра Солжа?"
34,Он просто не нужен никому
35,"Какую дрянь превозносите , просто раньше учили не твоё - пройди мимо, не трогай."
36,Да..за 70 лет пребывания в Японии США).. научили их играть в бейсбол
37,"[id189429989|Костя], очень напоминает историю с крикетом в Индии. Говорят, собаки похожи на своих хозяев."
38,"Ну да, гребаный мячик никто не спёр, благородство японцев налицо. 🤦🏻‍♂️🤦🏻‍♂️"
39,"А чего токсичные такие?) Знаете же, что если бы можно было на футболе мячи забирать,  то такой от какого нибудь Соболева или Малкома не отдали бы. Тем более не дали соседям."
40,Как он вообще забрался туда?
41,"[id4616037|Владимир], слезть со стула наверное хотел ногами вниз"
42,Смех! У меня сестра Зоя так же залезла... Сначала шутили. А потом еле вытащили. Мылом голову натирали! Лет прошло много. И сейчас опять смешно!
43,Болгаркой надо было распилить
44,ну наконец-то догадались
45,"Неправильно🤣если голова прошла , то и сам пройдёт🤣🤣🤣🤣"
46,"[id147755239|Руслан], кстати ноо 😁 всегда так было"
47,Какой спокойный ребёнок
48,Они уже... Не живые?
49,Они просто спят как завещал бэтман😆
50,И как долго держится?
51,Зачем им это?
52,Бэдные кальмары...
53,Придётся сегодня салат из кальмаров сделать
54,Восстание машин все реальнее и реальнее.
55,"[id331142627|Ян], почему про восстание то сказано сейчас?
Это роботы что ремонтируют людей, а не убивают)"
56,"[id74878374|Владимир], они ""втираются"" в доверие."
57,"[id331142627|Ян], 😄"
58,"[id331142627|Ян], 😂👍"
59,"[id74878374|Владимир], Вы знаете,сколько человек уже убили такие роботы?"
60,"[id25046929|Валерий], роботы-хирурги?
Не знаю"
61,"[id74878374|Владимир], За 13 лет 144 человека"
62,"[id25046929|Валерий], это же несерьёзная цифра и огромные сроки.

Да и не в роботах вина, а в тех кто их собирал и давал инструкции. Программировал. 
Сами роботы при нужных датчиках и знаниях вообще не способны ошибиться как органические существа."
63,"101. 43 трупа и 101 живой человек... 101 бывший живой человек, но без этого никак, потому что они стали пособием."
64,Был подвергнут разрезу🤣🤣🤣
65,"Кем вообще теперь работать, если всё будут делать роботы?"
66,"[id692799423|Аиша], у проституции еще есть шанс остаться человеческой профессией"", ну и специалистом ПФ.
Я в ПФ."
67,"[id331142627|Ян], Пенсионный Фонд ?"
68,"[id53363416|Ильнур], именно он."
69,"[id692799423|Аиша], ну в идеале роботы и должны взять на себя совершенно все должности. Разве не об этом все мечтают?"
70,"[id692799423|Аиша], такой хирургический комплекс стоит как целая районная больница со всем оборудованием и персоналом, или больше. Много таких поставишь?"
71,"[id331142627|Ян],"
72,Пенсионер подвергся разрезу. После чего без повреждения грудной клетки извлекли легкое. Робот переводчик перевёл?
73,"[id2376921|Константин], имеется в виду, что ребра не повреждены в ходе извлечения лёгкого, а так же кожа, мясо и т.п. тоже лишний раз не повредилось(кроме разреза места, откуда доставали лёгкое)"
74,"[id587496765|Пётр], был произведен разрез, через которое было извлечено лёгкое без дополнительного повреждения грудной клетки. Так сложно было перевести?"
75,"[id2376921|Константин], ну, мне как то на это по-барабану, главное, что понятно"
76,"[id587496765|Пётр], обычно машинный перевод такой корявый"
77,
78,"Срочно нужна помощь, почему небо голубое?"
79,"[id795000539|Си], в интернете посмотри"
80,"[id794994971|Камрад], я короче часть понял, но одно не могу  понять, часть статьи приведу:
 "" Некоторые составные цвета белого света,такие как красный и оранжевый, проходят от Солнца к нам в глаза прямо, без рассеивания. Но большинство лучей голубого цвета ""отскакивает"" от частиц воздуха по всем направлениям. Таким образом, все небо оказывается буквально пронизанным голубыми лучами. Когда вы смотрите вверх, часть этого голубого света достигает глаза и вы видитеотовсюду над головой голубой свет! Вот,собственно, почему небо голубое!"" 
 Почему тогда солнце не красного цвета?"
81,"[id795000539|Си], потому что солнце не за коммунистов"
82,"[id212359566|Сергей], а если без шуток?"
83,"[id795000539|Си], а если без шуток, то солнце за белых 
Солнце излучает свет по всему видимому спектру, поэтому белое"
84,"[id795000539|Си], на закате и рассвете Солнце красное, днем желтое, а в космосе без атмосферы оно холодного зеленоватого оттенка."
85,"[id49875623|Валерий], это понятно, только почему она на зените не красного цвета, красный и оранжевый в глаза попадают без рассеяния, если верить статье."
86,"[id795000539|Си], потому что в нём есть весь спектр, голубой цвет лишь частично рассеивается в атмосфере. Чем ниже солнце садится, тем толще слой через который проходят лучи и тем меньше остается голубого. Поэтому солнце меняет цвет от желтого в зените до оранжево-красного у горизонта."
87,"Не жёлтое. Солнце в зените не жёлтое. Оно холодного белого цвета. По крайней мере, для меня — я ультрафиолет немного вижу, потому что без хрусталиков."
88,"[id795000539|Си], а почему солнце кажется больше при закате и меньше в зените?😅"
89,"остановите планету, я сойду"
90,Ого!)))
91,А как себя чувствует бывший владелец легкого?
92,"[id255366010|Евгений], нормально. Грунт под Бахмутом удобряет"
93,"Либо кривой перевод, либо незнание автора поста... 
Но эту операцию не делали роботы. 
Это робот-ассистированная операция, где хирурги сидели в углу операционной и оперировали через консоль с помощью ДаВинчи."
94,Этими роботами управляет хирург.
95,Во всём виноват Китай
96,
97,"[id139123046|Евгений], у вас подмена понятий? Речь об одном,а вы о другом..."
98,добро пожаловать на завод☺
99,"[id160964805|Сцатона], на заводах тоже автоматизация полным ходом идёт))) только если батарейкой в матрицу)"
100,"до полной автоматизации еще ооочень далеко,а насчет батарейки согласен))"
101,"[id160964805|Сцатона], сколько по вашему? Лет 50?)"
102,"[id5779803|Егор], как говорят в Петербурге, ""чрезмерно дох@я"""
103,"[id160964805|Сцатона], нет такого количества заводов, и не требуется, так как массы не способны уже существующий спрос удовлетворить."
104,"Всех не заместят, это просто новый виток развития, относитесь спокойней, ни так давно на счетах складывали и письма писали"
105,"Как же люди будут деньги зарабатывать. Если их везде будут вытеснять роботы? Так потом скоро война между искусственным интеллектом, и людей будет. Мда, куда мир катится. Нельзя оставить все как есть, и жить как сейчас."
106,"[id630416452|نومينكو], главное не париться, люди будут жить - никуда не денутся)  
 Можно отследить тенденцию что лет 100 назад все крестьяне пахали, лет 50 назад тракторная техника и камбайны заменили крестьян, но появились заводы где стали работать люди, по мере автоматизации заводов начал расширяться рынок частного предпринимательства и услуг, с недавнего времени стремительными темами начал развиваться рынок «айти», сейчас эти самые айтишники активно развивают искусственный интеллект и робото-технику, которая их заменит, ничего страшного в этом нет, у людей появиться масса свободного времени возможность развиваться в чем либо еще, реальность, знаете ли, очень гибкая штука)"
107,"[id5779803|Егор], лет 100 назад население земли было меньше 2 млрд. И затем была серия мировых и локальных  войн, революции, депрессии, голодоморы, испанки и тд,.  А нынче нас около 8млрд, и перед проблемой безработицы встанет процентов 10 трудоспособного населения, и очень быстро, буквально за год-два. Дальше больше. Для большинства людей, будущее не сулит ничего хорошего."
108,"Добро пожаловать на стройку, лопату никто походу никогда в России не заменит роботом."
109,"[id14969900|Сергей], роботизированный экскаватор: ""приветик"""
110,"[id79946151|Изольда], экскаватор не в состоянии работать в подвале например или в стеснëнных условиях."
111,"Запустят мини-версию. Роботизация быстрыми темпами развивается, даже не знаю, какой области она не коснется"
112,"[id14969900|Сергей], раствор каменщикам подносить"
113,
114,Давно пора 😂
115,"Убираются одни профессии, появляются новые. Все нормально"
116,"Не требует, пока что😁 потом жизнями и заплатим🤣🤣🤣"
117,"Когда все ждали, что роботы людям упростят физический труд, а те заняли лёгкий"
118,Молодцы!!! 🙏❤
119,Гудрон. Знатный тролинг для песеля))))
120,не обоссысь от смеха...
121,"Нет слов.
Был бы девкой, заплакал бы.
Красавец, и те, кто помогал (мужик не один был) и конечно же, Гудрончик."
122,"[id331142627|Ян], тип мужики не плачут? Мне дед говорил! Если мужчина плачет это значит что у него есть сердце!"
123,"[id242258402|Григорий], это так, для словца в комментарии.
Конечно плачут, я после просмотра мультфильма ""Мамонтенок ищет маму"", рыдаю в любом возрасте."
124,"[id331142627|Ян], про мамонтёнка прям точно сказал! Такая же реакция!"
125,Жесть какая ....
126,"Крепкого здоровья тем, кто спасает и помогает братьям меньшим"
127,Поступок Настоящих Людей!
128,Спасибо добрым людям! Но откуда такой ужас???? Туда и люди могли попасть!
129,"[id51076759|Оля], в моем детстве,бывший одноклассник,будучи шестилетним ребенком, влез в яму с тёплым гудроном! Дело было на территории строительного участка,где работала бухгалтером моя мама,а мальчишка жил по соседству..хорошо, что увидела  сторожиха! Увяз почти по шейку! Ручки были на поверхности.. еле вытащили и несколько дней отмывали! Яму с гудроном в последствии велели огородить!"
130,И на цепь!))
131,"[id10186743|Иван], зато со своей будкой, миской каши с мясом и добрым хорошим хозяином! По пёселю видно же, он счастлив"
132,"[id10186743|Иван], ну на свободе он уже побывал, влез в такую переделку!"
133,🙏🙏🙏
134,"Вот этого в природе не должно быть. Человек в данном случае не спасает, а убивает всё живое."
135,"[id34032617|Сергей], природа лавой и пеплом своих детей заливает и засыпает, пожарами сжигает, наводнениями топит, землетрясениями губит, астероидами гасит... А ещё ледниковыми периодами морозит))"
136,"[id755870526|Наталия], природа не творение человека, а вот мазут качать из недр и разливать его это плохо."
137,"[id34032617|Сергей], и виды животных, которые природа решила уничтожить, плохо? Которые люди спасают."
138,"[id755870526|Наталия], что природа создала, сама и уничтожит, рано или поздно, либо солнце потухнет, либо земля сгорит."
139,Малочисленные народы Крайнего Севера очень уважают такое мясо.
140,"[id206844113|Павел], есть племена которые твоё мясо тоже уважают. Если не воняет. 🤣"
141,
142,Малыш испугался что ему хотят помочь... адмиииин
143,"-Группа о науке
- пасхальное чудо🤦‍♀️"
144,Тюлененок???? Впервые слово слышу
145,Застрял на льдине? Это как?
146,"Тем временем у нас космодром восточный уже несколько месяцев простаивает, спасибо Рогозину 🤡"
147,"[id301987200|Ольга], у вас его и нет🤡"
148,"[id301987200|Ольга], тем временем у нас рекорд по безаварийным запускам. Их более 100."
149,"[id301987200|Ольга], у вас в усраине есть космодром?"
150,"Ну это надобно сказать спасибо кому повыше, на букву Ху... При нём нет разницы - Рогозин или кто иной."
151,"[id793829900|Алик], ""тем временем у нас рекорд по безаварийным запускам. Их более 100."" 🤣🤣🤣🤣🤣
Вы считали за всё время включая СССР, вычеркнув все аварийные?"
152,"[id789392157|Александр], не позорься так."
153,"[id789392157|Александр], вы глупы и несведущи. 100 безаварийных запусков подряд. Это в России, а не в СССР. И это считая с 2018 года."
154,"[id789392157|Александр], Россия впервые в современной истории выполнила 100 безаварийных пусков космических ракет подряд, сообщает «Роскосмос».

«С октября 2018 года по настоящее время проведено сто подряд успешных пусков российских космических ракет-носителей. При этом 46 стартов выполнено с космодрома Байконур, 36 — с Плесецка, по девять — с космодрома Восточный и из Гвианского космического центра».

По данным госкорпорации, 82 пуска пришлись на ракеты «Союз», 11 пусков — на «Протон-М», четыре пуска — на «Ангару», еще три пуска — на ракеты-носители «Рокот»."
155,"[id301987200|Ольга], на уркaине нет космодрома, клoyн ципcoшный 🤡 палишься"
156,"[id10037587|Игорь], на Украине только гей клуб могут построить. 🤣"
157,Не полетит.
158,Взлетит ли?
159,
160,"А мы можем запустить только по Украине ракетой, вот вся и разница"
161,А мы и не против!
162,"[id156075229|Руслан], а зачем лaбусы# ракеты по усраине пускают? 😂"
163,"[id156075229|Руслан], это очень хорошо что мы это можем."
164,"[id156075229|Руслан], Россия впервые в современной истории выполнила 100 безаварийных пусков космических ракет подряд, сообщает «Роскосмос».

«С октября 2018 года по настоящее время проведено сто подряд успешных пусков российских космических ракет-носителей. При этом 46 стартов выполнено с космодрома Байконур, 36 — с Плесецка, по девять — с космодрома Восточный и из Гвианского космического центра».

По данным госкорпорации, 82 пуска пришлись на ракеты «Союз», 11 пусков — на «Протон-М», четыре пуска — на «Ангару», еще три пуска — на ракеты-носители «Рокот»."
165,Нормально будет. Взлетит как надо.
166,"[id10177107|Игорь], взлетел? 🤣"
167,"[id10177107|Игорь], пepgaк твой продажный взлетит теперь. 😂😂😂"
168,
169,"Кто в курсе, почему корпус парит и для чего это нужно?"
170,"[id16644715|Вячеслав], кастрюля кипит."
171,"[id16644715|Вячеслав], космонавт курит, волнуется."
172,"Если кому интересно, вот что нагуглил: Для того чтобы ракетное топливо горело, ему необходим окислитель – кислород. В газообразном состоянии он занимал бы слишком много места, по этой причине его используют в жидком виде. Кислород-окислитель подвергают сильному охлаждению и размещают в специальных баках. 
Но есть проблема: как только емкости заполняются, сжиженный кислород начинает нагреваться, увеличиваться в размерах и испаряться. В результате баки могут разорваться и чтобы этого не произошло, следует нормализовать давление в них путем стравливания газа. 
Разработана целая система удаления лишнего газа. Температура выходящего из баков газообразного кислорода составляет около -160 ℃. Влага замерзает, ракета начинает покрываться инеем (слой может достигать толщины в 3 см) и становится белой. Цвет дыма по этой причине тоже белый. Каналы для вывода газов располагаются практически по всей площади баков, что и создает эффект полностью дымящейся ракеты."
173,через 2 суток может быть запустят
174,"Так там пишут,что запуск походу отложили на 48 часов."
175,Как мило❤
176,Может камень за яйцо?
177,"[id14186004|Максим], ++"
178,"[id14186004|Максим], но это не точно 😂"
179,
180,Когнетивный десонансс...
181,"[id95512884|Антон], услышали вы два умных слова, неплохо бы ещё узнать как их правильно писать 🤣👌"
182,"[id788340538|Ciber], cyber пишется через y"
183,"[id784447757|Никто], в моём случае ciber это имя нарицательное, пишется так как написано))) не кибер, а иное. А спорт - это моё увлечение. Так что ваше замечание бессмысленно)))"
184,"[id784447757|Никто], а может он имел ввиду именно испанское слово Ciber?"
185,"[id319176626|Демьян], хорошая версия. Но немного другое: Cosmic Infrared Background Experiment. Аббревиатура. Но я так нарёкся, значит стало нарицательным. Как-то так"
186,"[id95512884|Антон], когнитивного здесь нет, только противоречия."
187,404
188,
189,Старость не радость...
190,
191,"[id107170772|Артём], напьешься-будешь"
192,"[id10177107|Igor],"
193,"[id107170772|Артём],"
194,"[id10177107|Igor],"
195,"[id107170772|Артём], мне понятна твоя ориентация. Но я не такой."
196,👍
197,Даже мульт есть чем-то похожий
198,
199,"О, распил века скоро запустят:))"
200,"[id86555945|Иван], страну спутал"
201,В США же? Не спутал. Они любят пилить)
202,"[id86555945|Иван], аа, понял кто собеседник )"
203,"Молодцы, чем больше они таким занимаются, тем лучше) больше Франклинов пилят на всяком таком)"
204,"[id86555945|Иван], что может распилить частная независимая контора? Это не Роскосмос"
205,"😆😆😆😆 как минимум госдотации, которые им выдали:)) а так эти сказки про независимых частников детям рассказывают, хотя даже они не всегда в такое поверят)"
206,"Это первый пуск в истории земли, что в нём исторического?"
207,следим внимательно
208,SpaceX отменила запланированный на сегодня запуск космического корабля Starship и тяжелой ракеты-носителя Super Heavy. Попытку повторят не ранее чем через 48 часов.
209,Пните когда полетит
210,"Ну, вот, ждали, ждали.... 😏😏😏😊"
211,Отменили..сс@ут
212,"Я помню так один фильм начинался, в конце машины истребили человечество, там ещё музыка была такая дудум дум дудум, ду ду ду"
213,вроде Джон Коннор затащил...не переживай :)
214,"[id375785587|Roman], ничего, что его престарелый любитель штор застрелил?"
215,"[id646729407|Анна], музыка зачёт😂"
216,"вот я про ""дудум дум дудум, ду ду ду"" немного сомневаюсь, а так конечно видел."
217,"[id2846003|Александр], так лучше?"
218,"[id394386025|Павел], нееееет, надо ""дудум дум дудум, ду ду ду"" в тональности ""МИ"" наверно😉"
219,"[id646729407|Анна], тутутуууу чу чу чуууу, тутутууу чу чу чууууууу чу."
220,"[id646729407|Анна],"
221,
222,"[id646729407|Анна], если бы ты не пропела, я бы не понял что за фильм, а так всё понятно сразу 👌"
223,"Так он не может сам придумать что ему изучать, он только может следовать заданному алгоритму и приоритетам. Раз начал изучать базы, значит его закодили на приоритетное изучение баз если оператор не задал другую команду🤷‍♂️"
224,"[id883731|Maks], плюс вряд-ли ему прям доступ дали,скорее всего симулировали доступ и посмотрели че будет"
225,"[id883731|Maks], точняк, сделают какую-нибудь диверсию и всё свалит на ИИ,типа мы тут не причём.😑А так всё у них под контролем,это лишь пугалки для лохов.😏"
226,Даже ии потив военных баз 🤣
227,Скайнет. Начало
228,Это разведывательный спутник. Хватит из контекста вырывать!
229,"Если посмотреть  на человечество 

То в парадоксе Ферми  нет сомнений 
Все логично"
230,У админа хороший стаф....
231,"😄😄😄скайнет, начало"
232,I’ll be back 😎
233,"Походу, могут воплотиться в жизнь фильмы, где Искусственный Интеллект истребляет человечество."
234,Советские ученые выполнили эту разработку еще в те далекие годы
235,Этой помойке несколько лет уже! Бесполезная абсолютно игрушка
236,Я с тремя кредитами:
237,"Здрасте приплыли, пушка Гаусса уже давно была, просто всём на неë было пофигу :/"
238,вопрос в затратности энергии и в силе выстрела. Что -то интересного в посту не увидел.
239,Жутко😳
240,Даже у паразитов есть паразиты. Удивительная природа
241,"[id438227285|Гуля], с каких это пор муравей 🐜 стал считаться паразитом???
Гуля,  не стоило прогуливать уроки биологии в школе…."
242,"[id438227285|Гуля], муравей паразит?"
243,"[id793829900|Алик], Паразитом хоть кто может считаться, даже ты))))"
244,"[id132596644|Михаил], я то да. Но не муравей."
245,"[id132596644|Михаил], а вы, видимо, паразитируете на коментах???"
246,"[id253261177|Геннадий], А вы видимо пытались пошутить? 🤡 
Но придумали это...."
247,"[id132596644|Михаил], да, и видимо, неплохо получилось… 👍"
248,"[id253261177|Геннадий], Не плохо для шутки-самосмейки и iq 10"
249,"[id132596644|Михаил], согласен, неплохо, на порядок выше вашей… 
IQ-1…"
250,"[id253261177|Геннадий], Запомни совет, тебе очень пригодится на всю жизнь. 
Лучше разумно молчат, чем глупо говорить.
Тогда перестанешь позориться и не нужно будет чужие слова копировать перенаправляя 😄 как в детстве говорили (стрелы метать) а всё почему? Потому-что сказать уже нечего когда по уши в какашках своих. И ничего не остаётся 😄"
251,Нечто
252,Жесть... а кордицепс сам передвигается что ли и может атаковать? 🧟
253,"[id849902|Юрий], споры попадают на носекомого и действуют на мозг и нервную систему, заставляя носекомое двигаться, таким способом гриб выбирает место где прорости и размножаться.
Самая жуткая хрень в реальной жизни 💀"
254,"[id849902|Юрий], заражает насекомое, и управлят его мозгом, как у зомби."
255,"[id795000539|Си], я оценил твое научное сообщество, продолжай в том же духе, надеюсь не будет политоты и глупых мемов."
256,"[id105341807|Настя], главное чтобы человека не научился заражать, а то настанет the last of us"
257,"[id795000539|Си], 😰это точно"
258,"[id794994971|Камрад], 👍"
259,"[id849902|Юрий], посмотри подкаст Пола Стемметса у Джо Рогана. Там, в принципе, за грибы интересно послушать. Сам раз 5 смотрел)"
260,"[id849902|Юрий], нет, не может, это по сути гриб"
261,"[id109892641|Влад], спасибо действительно интересно"
262,"[id10758761|Наташа], уже посмотрела что ли 😁"
263,"Фильм "" привелегированные"""
264,"[id13960706|Юлия], фильм the Last of us"
265,Ждем когда он эволюционирует и начнет вселяться в людей
266,"[id184207595|Андрей], а зачем ему эволюционировать, когда ему и так нормально? Эволюция не так работает. Вот если начнут исчезать насекомые на которых растёт гриб - вот тогда возможно"
267,"[id190463982|Владислав], ну значит ждём учёных, которым скучно"
268,"[id184207595|Андрей], они давно вселены в людей! !!"
269,"Мойте руки чаще. Не облизывайтесь. Не поступайте как насекомые😳. Шучу конечно, но в каждой шутке, доля шутки ..."
270,The Last of Us
271,"[id138656476|Ekaterina], The Last of Ants"
272,"[id138656476|Екатерина], кольтская сверхглубокая"
273,Про облизывание соломинок из муравейника уже говорили?
274,"[id2936364|Андрей], а че там"
275,Вкусно и кисло)
276,"Когда я впервые узнала об этом,тогда я другими глазами посмотрела на царство Грибов…самое загадочное царство в природе…много нового и интересного еще предстоит узнать миру о них.."
277,"[id15668562|Оля], теперь они официально трава, кажется"
278,"[id108469728|Денис], да нееее,вы что-то путаете…"
279,"[id15668562|Оля], читал что они относятся к животным. В знакомая рассказывала про чайный гриб, как она однажды долго на него смотрела, скучно ей было, а потом вдруг увидела как он в банке там к себе какую-то веточку подтянул... так она после этого его в цнитаз вылила и банку выкинула"
280,"[id198847554|Александр], они отдельное царство,просто есть у них что-то от животных и что-то от растений.ну а про чайный гриб -это конечно очень интересно 🤔"
281,"А, т.е. можно жрать ночами напролет и ссылаться на споры - ОЧ УДОБНО!"
282,"[id301095571|Слава], раздражённый кишечник, видимо, хуже усваивает пищу, тем самым придётся жрать больше. Некоторые источники утверждают, что при стрессе организм даже белок в сахар перерабатывает."
283,"[id210289495|Andrew], тема интересна... еще есть термоневроз..."
284,"все болезни от стресса и нервов, ну ладно, не все, но значительная часть"
285,"Вот уже эти учёные, Медвежья болезнь это называется в народе, когда понос на нервах и тревоге"
286,А щас и грипп - это коронавирус
287,"Да я знаю, на лохов развод и не сработал, включили режим войны"
288,"чушь собачья
""наука"" пфффф 🤦‍♂"
289,"[id509864088|Алексей], пофигистам проще.."
290,Ну ну...
291,"Самые бессмысленные профессии:
1. Сотрудник ПФ;
2. Охранник в архиве, бибилиотеке;
3. Летчик ВВС Эстонии;
4. Моряк ВМФ Беларуси;
5. Ученые, типа тех, которые в новости поста."
292,Видимо подсознательно готовятся к борьбе сумо.
293,Ага😂
294,споры чего?
295,Брак вообще вещь вредная
296,Все болезни от нервов
297,слышал. но прикольно
298,"[id15689815|Николай], ушел в нирвану, и чуть не погрузился в сон🫣😅"
299,"[id393170|Роман], в сон с фракталами и боевыми вертолётами)"
300,"Как пели Иваси 

Так уж выходит, что наши уловки 
Нам ничего, кроме фальши не дали, 
Точен, как функция Бах, а Чайковский 
Прост, как гармония, но гениален. 
В том-то и есть преткновения камень, 
Что если долго корпеть над кларнетом, 
Можно сыграть на нём даже ногами. 
Можно, но счастье, пожалуй, не в этом."
301,слушаем музыку и наслаждаемся.
302,Кретинам - в самый раз. По-приходу...
303,"[id583972060|Иван],"
304,Норм 😌
305,Творческие кассиры 😀
306,
307,
308,"дааа . довольно интересно и оригинально , но долбануто . как будто молодой художник , который нарисовал точную копию монолизы за 30 секунд , но %ем."
