,0
114,спецоперация и полная стерьілизация пацанов росии желавших пересеч границу УКРАИНЬІ таких уж 183 000 тьісчи а про калек секрет ну так до 700 000- 800 000 тьісч
115,"[id247319965|Михайло], дурачëк?"
116,"[id247319965|Михайло], а что лям сразу? Или два ?"
117,"[id247319965|Михайло], и про секретные крематории"
118,"[id383711926|Kentaurus], з вы не нравится страна п в Украину, там хорошо вам!"
119,"[id247319965|Михайло], до седых мудей дожил, а ума не нажил!!!"
120,"Сядет  паренек,увы! А виновата дура-мамаша,живет с таким уродом!"
121,"ПЛОХО,ЧТО НОЖОМ,ПАЛКОЙ БЫ УДАРИЛ,,ЧТО БЫ ОСТАНОВИТЬ.И ЧТО,СМЕЛЫЙ ПАРНИШКА ВСЕГДА С НОЖОМ ХОДИТ?"
122,"Разборчивей маме надо было быть в выборе мужа,а страдают дети."
123,"[id746177837|Evgenij], согласна с вами👍"
124,"Слабак мальчик... Кто сильнее его будет , он за нож хвататься будет??? Трусость и слабость у таких"
125,"[id192019412|Георгий], когда на твою мать нападет кто то я сомневаюсь что ты о благородстве думать будешь что будет под рукой тем и будешь защищать"
126,"[id787495988|Иван], ты да мальчик , тебе только то , что под рукой , ведь силенками сам слабоват , видно по  твоим словам , да и на матерей не стоит спихивать , раз сам дрищь ты"
127,"[id192019412|Георгий], ну ну, я ещё раз тупому как ты говорю если будет стоять вопрос жизни и смерти, тебя или твоих близких ты будешь использовать все что угодно будет под рукой  и тебе нас₽ать будет нож не нож ты видно не был в такой ситуации где нужно победить и не важно каким образом"
128,"[id787495988|Иван], еще раз повторю ссылку , что не умеешь руками драться , то реж всех кто сильнее тебя , своден убогий дрищь , папаню не жалко , тебе 19 годов , вроде мужик уже , год армии а ножом папаню почикал , руками махаться слабак?"
129,"[id192019412|Георгий], есть люди которые не умеют драться, и что в этом постыдного?"
130,"[id787495988|Иван], по себе дрищь других не суди , подкачайся да подрости мозгами , а то сейчас армию припишешь что нападет на одного. Удачи в фантазиях чудило. Да текст прочти еще разок , что мальчик слабак , один на один и за нож хвататься , ручки слабоваты , и хватал обдуманно"
131,"[id192019412|Георгий], ой все иди нах.у.й, я понял, ты е6анный Шварценеггер качок халк всех победишь без посторонних предметов"
132,"[id787495988|Иван], не умеют драться , за ножи не хватаются умышленно , в этом вся и разница , обычный красный , черный молотый перец в глаза эффективнее ножа и спокойнее"
133,"[id192019412|Георгий], да да да ДА ДА ДА клоун ты больше нечего тебе сказать"
134,"[id192019412|Георгий], давай ты на этого мужика с пустыми руками пойдешь. Посмотрим, останешься ли ты жив,или нет."
135,"Трудно оценивать поступок сына, наверное уж лучше сесть, чем мать хоронить..."
136,"[id562990447|Владимир], согласен полностью"
137,
138,"[id562990447|Владимир], его посадят, а мать будет продолжать жить с этим мужчиной."
139,"[id562990447|Владимир], пока сын будет на зоне, этот урод мать добьет"
140,"[id562990447|Владимир], а эта шлю#ха другого урода притащит. Господи прости, дай этой бабе мозгов."
141,"[id360345916|Маруся], это она тебе сказала?"
142,"[id424212583|Света], она бы себе сказала лучше, из-за кого теперь её сын сидеть будет."
143,"[id360345916|Маруся], успокойся, скажет"
144,"[id131747764|Александра], если она дура, то он конечно её добьет"
145,"[id424212583|Света], себя успокаивай, прежде чем кому-либо писать."
146,Если бы сожитель переключился  на сына неизвестно чем бы закончилось!!! Прибил бы обеих !!! Тут либо ты его либо тебя!!!
147,19 не подросток.
148,Правильно парень всё сделал
149,"[id264486737|Костя], понять пацана и простить"
150,"[id264486737|Костя], откуда знаешь? Может он просто заепашил отчима, а теперь его отмазывают..."
151,"У пацана правильная реакция, из тюрьмы выходят ,а с того света ещё никто не возвращал родных..."
152,"[id3248078|Марина], в смысле правильная ты башкой двинулась? Походу да двинулась , мамаша свой выбор сделала жила с этим мужиком и скандал явно не из за голубя за окном а паренек себе жизнь если не сломал так испортил , с клеймом будет не нормальной работы ни отношения к нему , освободится и у ментов на галочкой как какая дичь на районе к нему в гости менты придут , за мать заступился , ладно бы сожитель ее убивал другой разговор."
153,"[id3248078|Марина], тем более ножом бить , кухонный боец позор таким"
154,"[id493505969|Georgii], во -первых, я не двинулись,во-вторых, душить ,это не убивать???"
155,"[id3248078|Марина], ты поехавшая , может даже фемка латентная"
156,"[id493505969|Georgii], иди лечись,и свою дичь оставь при себе"
157,"[id3248078|Марина], кто мешал ему душить его или с ноги дать , он сопляк сразу ножом бить начал , и еще раз мамаша его жила с этим мужиком у нее своя жизнь она ее выбрала не удивлюсь что пока он сидит она найдет такого же сожителя и не факт что жива останется"
158,"[id3248078|Марина], лечится то тебе надо в институте сербского"
159,Шкуры. Так им.
160,Как в такси не прокатило у зайчих
161,Откуда такая информация?
162,Деградируют люди совсем уже позор👎👎👎
163,"[id168560322|Светлана], не люди а бабы!"
164,"[id705677715|Алексей], все хорши"
165,"[id168560322|Светлана], хотя да!"
166,"И после этого кто-то ещё говорит что ""женщин"" бить нельзя? Таких п*здить надо, по другому не понимают, но зато орут даже эти животные на видео, что они ""женщины"" и их трогать нельзя!"
167,"Даааа,тяжело ледям жить....."
168,"Откуда они вообще решили, что можно бесплатно ехать? Это в Москве еще можно попытать судьбу, нет валидаторов"
169,"[id888573|Алексей], новость не правильная, им не хватало денег просто. А так они хотели заплатить"
170,"Если не хватает, идите пешком."
171,
172,"[id184490082|Алексей], 🤣🤣🤣🤣👍👍👍👍👍"
173,"[id184490082|Алексей], петушку🤣🤣🤣"
174,"[id184490082|Алексей], ой, какая красавица"
175,дикие
176,Видимо глазки не красивые раз не прокатило🐇
177,Да и тьфу на них.
178,"Ой да, что не будет! Всё будет, и лето и осень, и снова зима😂"
179,и? в Ангарске тоже айс
180,"[id189338552|Александр], после видео из Норильска, в Ангарске зер гут)"
181,
182,"Погода и та на них в обиде, продажные шкуры они!"
183,"[id104712514|Татьяна], продажная шкура это ты! Конченная"
184,"[id104712514|Татьяна], крепостная обиделась😄😄😄"
185,Никогда ей не была и не буду!!!
186,"А нам то что с этого. У нас у самих в одном месте засуха,снега,лесные пожары и  весенние наводнения .Так уж своих проблем и бед хватает по горло."
187,
188,"А причём здесь Казахстан!? В Красноярске такая же погода, не весенняя"
189,"[id199873301|Ирина], У нас на Алтае уже несколько дней так. Люди уже стихи пишут по этому поводу---Ольга Пчелинцева(Голуб) 
Цветут помидоры, и перец цветет 
А снег в Сибири идёт и идёт. 
Рассада не знает про снег, ей тепло. 
С надеждой глядит сквозь двойное стекло. 
В сарае понуро грабли стоят, 
Лейки, рыхлилки и шланги грустят. 
Зонтик ронняя скупую слезу, 
Видит во сне уже лето, грозу. 
Укрывшись сугробом мангал за углом 
Мечтает людей угостить шашлыком. 
Печальное платье в прихожей висит, 
На унты в углу с подозреньм глядит. 
Шляпа с полями вздыхает с тоской, 
Завидуя шапке сейчас меховой. 
И только лопаты с восторгом сейчас 
Пустились в весёлый и радостный пляс! 
Ведь без подмоги не выйдет во век 
Сегодня с крыльца дорогой человек! 
Уж май на пороге смущаясь стоит, 
А с неба апрель мягким снегом летит... 
Сибирь без сюрпризов. Прощаясь с зимой, 
Радует снежной холодной весной."
190,Ну и куй с ними
191,"Да эта зима уже за#бала настолько,что в песенках сидит!!! 21 век! Сейчас же столько разных технологий,что вполне от этой проклятой зимы можно было бы избавиться навсегда!"
192,Жалко слоняру
193,
194,Горите в аду ебу(ие браконьеры
195,👍❤
196,"Какая ужасная судьба у слоника,но со счастливым концом"
197,Молодцы что помогли слонику 🙏🙏🙏🙏❤️
198,Согласна!Храни Господь добрых людей💯👍
199,
200,
201,Нашли кого убивать.лучше бы головой своей бились.вот идиоты.
202,"Вообще ненормальный.Бедный ребёнок,получил не за что."
203,при вхождение в лифт есть правила....таких животных держат на руках...
204,"[id313635781|Марат], ну не лупить же сразу чужого ребёнка,на словах можно было обьяснить!"
205,"[id38511161|Наталья], мы же не знаем...может он сердцем слаб и реакция защиты организма сработало подсознательно...."
206,"[id313635781|Марат], выходит,что надо бояться не на голову больных а слабых сердцем...."
207,"[id38511161|Наталья], а вы не бойтесь ни кого...просто пацану следовало подробно объяснить как перевозить...а если ему ранее говорили то он сам и виноват..."
208,"[id313635781|Марат],  а я и не боюсь ничего, единственное только за детей страшно.И если это был такой ""урок"",то пацан надолго запомнит."
209,"[id38511161|Наталья], точно..."
210,Найти и руки вырвать психу
211,Психа на лечение...
212,"Таких не вылечить......Превратить в овощ, потом сам................."
213,"Ждём пост неадеквата с соплями и слезами, что его собаченьку задрал стафф."
214,"Я бы такого соседа сама отмутузила ,урод"
215,"У мальчика,который зашёл самая агрессивная порода из тех, что я знаю. Видно прекрасно, что собака зашла и сразу накинулась на другую собаку . Вот такая мелочь, но кидается и на собак и на людей.
Джек рассел порода!
Пацана никто не бил,видно прекрасно по видео ☝️"
216,"[id468078318|Александра], это не повод бить ребенка!!!!"
217,"[id468078318|Александра], ты дура!!!! Чё тебе там видно? Все побои замазали! Как раз таки видно что на руках собака ведёт себе спокойно, не лает и не огрызается!!!"
218,"[id468078318|Александра], нет огрессивных, пород собак есть неадекватные хозяева этих собак"
219,"[id154043002|Elena], иди нах ,просто нах🤣"
220,"[id468078318|Александра], еб@нушка 🖕🖕🖕"
221,"[id154043002|Elena], а ты красотка и умница , ну сразу же видно😜 👍"
222,"[id468078318|Александра], вы где такую чепуху вычитали, что Джек рассел самая агрессивная порода?"
223,"[id468078318|Александра], такая ерунда про Расселов, никогда не видела, чтобы они кидались."
224,"[id468078318|Александра], это не Джек рассел)это бассенджи"
225,"Нет ни одной нормальной системы, что вы ещё хотите то"
226,"Идиот, не адекватный 👎👎👎👎"
227,Пешком ходить надо со своими блоховозами!!!
228,"[id384781819|Руслан], слышь уродец вали к себе, урод моральный, чурка!"
229,"[id384781819|Руслан], второй тоже с собакой , он пусть и ходит пешком !"
230,"[id384781819|Руслан], блоховоз у тебя между ног болтается🤣🤣🤣"
231,"[id211471347|Екатерина], овца , я РУССКИЙ!!! Алтайский край!!! Тут родился и живу!!!! Куда мне валить? А, скотина ты упоротая!!!"
232,"[id324257396|Елена], а я про обоих сказал: лифт не для собак, как и МКД, впрочем."
233,"[id153349864|Эдуард], обосновать базар гнилой свой сможешь, ты,?"
234,"[id384781819|Руслан], 🤦‍♀️ так они и пешком так же себя вести будут 🤣 сам не понял , что написал"
235,"[id384781819|Руслан], тыкай маме своей ,у тебя мозга и не было и вытекать нечему , дебилоид , поясняет он . Ехай такого слова нет в русском языке, грамотей ! На х.. , это ток после тебя , возглавлять будешь , видимо дорогу уже знаешь 🤣"
236,"[id384781819|Руслан], попытка самоутвердиться , увы , не засчитана . Мне безразличны твои высказывания , это говорит о много .  вижу, что ты очень стараешься, пытаешься задеть меня, но, извини, все зря. Мне жаль ."
237,"[id384781819|Руслан], Смотрю и понимаю, что твоя голова всего лишь декоративное приложение к восхитительному телу.
Удачи по русскому ."
238,"Джек Рассел, это порода собак компаньонов. В холке, не более 40-45 см.и к перечню особо опасных, не относится! Так что к мальчику и его  псу, нет вопросов. В отличии, от того, кто дерётся.."
239,часто задиры
240,"Ограничить прав такую мать, запретить встречаться с дочерью, может есть бабушки, которые помогут."
241,"[id111563955|Наталия], однозначно, лишить, чтобы девочка жила спокойно и не была с такой горе мамашей невростеничкой."
242,Тварь а не мать зачем разрешают таким рожать
243,"[id111563955|Наталия],  вы думаете там лучше? Там детская тюрьма. 🤦‍♂️"
244,"[id192589014|Анна], В другой стране, на всю страну, мать отказалась от сына, его забрала бабушка он стал нормально адекватно вести та еще отобрали у нее младшую и тоже передали со временем бабушки ну а мама осталась при своих интересах!"
245,"[id192589014|Анна], в деддоме ещё хуже поверьте"
246,Бедный ребёнок!!!
247,"[id396010241|Елена], Я тут тоже видела горе мамашу с двумя,, малым в коляске и тоже дочкой 7 лет. Она так же начала орать и по губам бить,, я в шоке была просто!!! Сейчас таких больных полно на всю голову🙈..  а ля новое»»» воспитание..!!!
Лишать родительских прав и все!!!! Смотреть на ужасс этот нет сил!!!!"
248,"[id257099979|Наталия], детей жалко, они их рожают ради денег!!"
249,"[id396010241|Елена], незнаю.. ради чего,, но это жесть!!!!"
250,"[id257099979|Наталия], конечно!"
251,"[id396010241|Елена], ради каких денег?  Все пишут о деньгах постоянного, о мат капитале ?😂🙉 если ради него, то на детей гораздо больше нужно денег чем эти 🙈"
252,"[id396010241|Елена], ради каких денег? Смеётесь? Легче не рожать."
253,"[id396010241|Елена], причём здесь деньги.и раньше так было.когда и не было мат.капитала.младших лелеяли а старшим доставалось.от одной хлопушки синяки на неделю оставались.это я про себя.до сих пор с мамой не в лучших отношениях.а ведь уже 47.можно наверное и не вспоминать."
254,"[id153611763|Елена], я незнаю кто вас там бил , но это ненормально, от этого и семьи неполные и обид на всю жизнь 💯 , 
вы это нормой считаете????
У нас сосед по даче тоже дочку любил младшую, а сына на цепь сажал голодного, как собаку,, а может и хуже,, и заставлял за хлеб и воду весь огород копать и тд.. это нормально??!!! и цепью бил... все лицо ему изуродовал, пока мы не обратились в милицию,, и его не забрали у них !!! 
Что вы такое пишите то!!!
Мне 51,,, и если б меня пальцем кто тронул... 
еще чего..👌🦉🤔..
Не умеете воспитывать так ненадо рожать и  бить потом, дети не виноваты!!! Потом от таких родителей дети со сломанными судьбами... 💯"
255,"[id257099979|Наталия], почему я считаю это нормой.?наоборот.дети не знают куда обратится и как защититься.нужно в школе задавать информацию что делать если тебя в семье бьют."
256,"[id153611763|Елена], я просто заметила,, что сейчас это прям сплошь.. и рядом... какое то новое воспитание прям»»)))  ,,, агрессивное мамашек - блогерш.. детей жалко.. вот , что🙈🦉"
257,🤦‍♂️😈
258,Бумеранг никто не отменял. Такую мамашу ждёт такое же отношение в старости. Только и могут что на детей руки свои поганые распускать
259,"[id61078779|Юлия], согласна, я прямо желаю ей этого."
260,"И сколько таких ,. не здоровых,, воспитывают так своих детей. И во что выливается такое ,. воспитание ,. Идиотка..."
261,Всё моё детство это было нормой🤦‍♂️. Это ещё цветочки)
262,"[id128919942|Оксана], сочувствую"
263,"Мне интересно, её так же воспитывали. Не адекватная особь, просто жесть."
264,У мамаши недо&&&х явно. Интересно папаша имеется?
265,"[id169073204|Ирина], мой папа всегда говорит извините за ворожея конечно, если у бабы мужика нет  она с ума сходит , вот походу у этой особы нет мужа 🤷‍♀️"
266,"[id722337959|Латифа], что за бред, сейчас такие мужчины, что без них легче и спокойней. Очень много женщин самодостаточных, котомым мужик вообще нафиг не сдался"
267,"[id68356994|Марина], кому как ☝️"
268,"[id181646700|Денис], че за бред я прочитала"
269,Латифа я такого же мнения как и ты
270,"[id591947387|Сергей], женщины разные бывают,кто то обходится без мужчин а кто то нет !"
271,"[id722337959|Латифа], дурак У вас был папа, странно конечно у азербайджанцев мальчиков воспитывают"
272,"[id782918496|Carrie], Почему это был ? У меня папа живой, сами вы дура , кто вы вообще такая так писать??? Не воспитанная хамка"
273,"[id722337959|Латифа], недалекого ума у вас папа"
274,"[id782918496|Carrie], Кто дал вам правда оскорблять родителей незнакомых людей? У вас что родителей нет ? За языком следите, имейте ввиду что у вас родители тоже есть или нет или вообще походу не были !"
275,Свинья еб#ная
276,"[id416299350|Елизавета], скорее проблема в том, что наоборот..."
277,"Ужасно видеть, когда мамаша проявляет жестокое насилие к родному дитя. Если ребёнок мешает в жизни, то официально откажитесь от него, но не калечьте его."
278,"[id484482381|Владимир], тогда издеваться будет не над кем"
279,"[id484482381|Владимир], Ваши слова да богу в уши Владимир, сколько жестокости в людях."
280,"[id484482381|Владимир], а Путинские кто тогда получать будет…?она еще бл@дина нарожает…"
281,лжепандемия появилась от глобалистов ВОЗ и их продажных шестерок во всех странах.
282,Молодец 😄
283,Она очень красивая 🤗😍
284,Прикольно
285,Мышь 😱
286,Фу...они такие страшные
287,"Это Олег. Очень хороший человек. Спасает животных,лечит,помогает,пристраивает их."
288,
289,Какая хорошенькая!
290,Такая хорошая мышка🤗
291,Психически больная
292,Даааа... Весна... Обострение
293,По весне и обострения у психов происходят.
294,"Ни чего вы не понимаете,она грязевые ванны принимает🤣"
295,"Обострение у тех, кто видео это снимает..."
296,"[id457042318|Ирина], отчего же ?"
297,"[id745513683|Елена], от того, что человек больной, а кто то хайп ловит. Хотя, судя по вашему вопросу, сострадание вам не свойственно"
298,
299,"[id457042318|Ирина], ого!вердикт вынесла.С чего ты взяла, что хайп ловит, наверно ты ещё глупая."
300,Может  ей врач  прописал 🤣
301,
302,Не стоит мешать людям сходить с ума.🤔
303,Открытие купального сезона
304,"Ну пляжи у них там в Соль Илецк откроются только 1 июня , а женщине захотелось ускорить этот процесс (принятие грязевых ванн) 😃😆😄😂😂"
305,"[id208988422|Наталья], там то тоже не лучше"
306,Идиот
307,Мр@зь
308,Петух
309,Этого ублюдка теперь тоже надо сбить
310,Урод в тюрьме пусть и ост скотина ... бедненькая женщина
311,Ужас
312,В конце перехода прям побежала своей смерти навстречу (((
313,"[id622623356|Екатерина], последние секунды может зелёного сигнала😒"
314,На пожизненно и повесить 😡😡😡😡😡
315,"[id578204517|Милена], на пожизненно и повесить , самый нелепый понт среди комментаторов этого поста"
316,"[id578204517|Милена], лучше сначало повесить а потом на пожизненно."
317,"Мразина! Девушка по походке молодая, огради господи, такую смерть🙏, из за таких уродов"
318,В Вагнер теперь поедет
319,тут ниже про сво)
320,"зачем таких терпят,даже не жаль,терпи дальше и летай  с балконов"
321,"[id554731808|Любовь], сказали мои мысли👍"
322,"[id554731808|Любовь], это психика, она подавлена, другого не видела никогда считает это нормой мозг, плюс угрозы, плюс боязнь-а что скажет общество. А такие как вы скажут сама виновата- тебя не жаль, вот от этого всего и терпит"
323,"[id11906621|Антон], пускай значит лечится раз норма,я ушла от такого"
324,"[id554731808|Любовь], сразу же?"
325,"[id11906621|Антон], бредятина"
326,"[id11906621|Антон], сразу конечно"
327,"[id577175873|Ириша], судя по историям и рассказам и мнениям психологов не бредятина. Все вопросы к ним. Вы наверно учёная со своей теорией."
328,"Постоянно избивал, но она продолжала жить с ним. Ей это нравилась, поэтому не жалко."
329,"[id484461592|Евгения], а куда идти, если не куда.Даже родные люди иногда, не хотят приютить, своих же родственников."
330,"[id745513683|Елена], выход есть всегда."
331,"[id484461592|Евгения], глупости, не всегда, лично знаю таких людей."
332,"[id745513683|Елена], выхода нет только из под крышки гроба, а так есть всегда выход"
333,"[id745513683|Елена], да с какой стати кто то кого-то должен приютить, откуда это потребительское отношение к окружающим??? А не начать ли заботится о себе самостоятельно и не от кого не зависеть. Привыкли только ныть и попрошайничать."
334,"[id577175873|Ириша], это вы кому?"
335,"[id233168566|Игорь], ну-ну!"
336,"[id745513683|Елена], конечно же вам)"
337,"[id577175873|Ириша], ну надо же!Я ныла и попрошайничала? Окстись девочка! Читай внимательней, а потом делай выводы."
338,"[id745513683|Елена], да.... Мозг и логическое мышление это не ваше🤷‍♀️"
339,"Интересно, КТО ВЕЛ СЪЁМКИ,?"
340,"[id66856669|Александра], соседи наверно, пока вызвали помощь"
341,"[id66856669|Александра], епчик."
342,"Многие бояться уходить, настолько их затюкал муж, запугал, что они терпят издевательства! Но женщины, поймите, это не кончится никогда, пока вы не уйдете!!! Он не поменяется, не станет лучше... Только, если сдо.хнет. но ведь зачем терпеть? Свою жизнь тратить на это? Жизнь одна. Уходите и живите счастливо. Уезжайте в др города, если терарризирует вас"
343,"[id18776828|Екатерина], я так и жила, ещё двоих детей родила. Сколько заявлений писала, его не забирали. Кому второй стадии перенесла. Развелась и то издевался над нами, пока не нашла другого мужчину."
344,"[id18776828|Екатерина], многие бояться уходить что идти некуда и живут на халяву за чужой счёт. Вот куда им идти?"
345,"[id18776828|Екатерина], от судьбы не убежишь. 😁"
346,"[id759765135|Алексей], Олёша.Как ЭТО?НАХАЛЯВУ-ЗА ЧУЖОЙ СЧЕТ?Ты так же относишься к своей жене и детям?Считаешь их ХАЛЯВЩИКАМИ?Один вопрос-А на КУЯ ЗАВОДИТЬ СЕМЬЮ?Голова напрочь впала в стадию умолишённости?Семья-это ОТВЕТСТВЕННОСТЬ ДРУГ-ПЕРЕД ДРУГОМ.И да-в основном МУЖИК ОБЕСПЕЧИВАЕТ СВОЮ СЕМЬЮ.ПРИВЫКЛИ ЖЁН НАЗЫВАТЬ ХАЛЯВЩИКАМИ.СОВСЕМ БЕРЕГА ПОПУТАЛИ😡😡😡😡😡😡Не заводи семью и живи один-сам по себе."
347,"[id434879292|Наталья], ты о чем, тетя ??? 😁"
348,"[id265248874|Алексей], Я тебе не тётя-осёл😡"
349,"[id265248874|Алексей], Тебя не учили не встревать в чужой диалог?"
350,"[id434879292|Наталья], так ты о чем, осел ??? 😁"
351,"[id265248874|Алексей], Осёл это ты ."
352,"[id434879292|Наталья], да как же это ??? Вы же сами написали, что, мол, я тебе не тетя, а осел. 😁😁😁"
353,"Не жалко мне таких баб. Их же изначально не под мостом нашли, значит им нравиться получать по роже"
354,"[id85550072|Юлия], не судите и не судимы, будете."
355,"А у автора не хватило мозгов, сразу вызвать скорую. Зачем лучше продолжать снимать видео. И что ж мы раньше делали, без камер, прям жизнь не та была. Сейчас на человека просто посмотреть нельзя, уже в инет выложут и напишут, эта скотина так смотрела на меня, пусть город знает своих героев."
